"Outcome","Emotion","Contrast","Parameter","Difference","CI_low","CI_high","pd","Credible","Effect"
"Beauty2","Positive - High intensity","AI-Generated - Human Original","response",-0.026290665206902,-0.0488766209997535,-0.00511595068558749,0.994,TRUE,"Negative"
"Beauty2","Positive - High intensity","Human Forgery - Human Original","confleft",0.00799671195109544,-0.0307348517705775,0.0469495065437043,0.653875,FALSE,"n.s."
"Beauty2","Positive - High intensity","Human Forgery - Human Original","confright",-0.0296052238485513,-0.0511948897121917,-0.00757048432988902,0.99625,TRUE,"Negative"
"Beauty2","Positive - High intensity","Human Forgery - Human Original","mu",-0.0376033236215579,-0.101447516318376,0.0226783058035964,0.894875,FALSE,"n.s."
"Beauty2","Positive - High intensity","Human Forgery - Human Original","precleft",-0.6106010335,-1.21220158445,-0.0102714765000001,0.97725,TRUE,"Negative"
"Beauty2","Positive - High intensity","Human Forgery - Human Original","precright",0.49116993,-0.0685751074999998,1.09495630475,0.95525,FALSE,"n.s."
"Beauty2","Positive - High intensity","Human Forgery - Human Original","response",-0.0242817013180678,-0.0480546214509845,-0.00154269342055159,0.98125,TRUE,"Negative"
"Beauty2","Positive - Low intensity","AI-Generated - Human Forgery","confleft",0.0301781363368635,-0.0196154623640381,0.07981209531049,0.8865,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Forgery","confright",-0.00844831983134925,-0.0324617015211981,0.0159060957866006,0.74775,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Forgery","mu",-0.0023001837744821,-0.0458154012595203,0.0394158736282713,0.544125,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Forgery","precleft",-0.45552549,-1.45775511115,0.5197556467,0.822375,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Forgery","precright",0.269385635,-0.279554636999999,0.819169594325,0.824625,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Forgery","response",-0.00625861827570584,-0.0250050400315587,0.0115013382324585,0.75925,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Original","confleft",0.0315685557419491,-0.0151899061453333,0.0787135032930206,0.90825,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Original","confright",-0.00754802255907741,-0.030196620371788,0.0149941482377368,0.744125,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Original","mu",0.0195510235923695,-0.0171408486665307,0.063036799002965,0.864,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Original","precleft",-0.237881715,-1.02307317325,0.621690953,0.71225,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Original","precright",-0.259143141,-0.7877056815,0.300071017299999,0.82875,FALSE,"n.s."
"Beauty2","Positive - Low intensity","AI-Generated - Human Original","response",0.00154679975120575,-0.0152650450004917,0.019261511325393,0.576375,FALSE,"n.s."
"Beauty2","Positive - Low intensity","Human Forgery - Human Original","confleft",0.00126039320037222,-0.0429045101057059,0.0453276030059299,0.52075,FALSE,"n.s."
"Beauty2","Positive - Low intensity","Human Forgery - Human Original","confright",0.000876349979195751,-0.0218109636836413,0.0226293854200577,0.53175,FALSE,"n.s."
"Beauty2","Positive - Low intensity","Human Forgery - Human Original","mu",0.0213877902109379,-0.0177454903138292,0.069089396989114,0.87175,FALSE,"n.s."
"Beauty2","Positive - Low intensity","Human Forgery - Human Original","precleft",0.217716484,-0.567606867525,1.112410206,0.693875,FALSE,"n.s."
"Beauty2","Positive - Low intensity","Human Forgery - Human Original","precright",-0.518949635,-1.036283115,-0.00685397974999976,0.97675,TRUE,"Negative"
"Beauty2","Positive - Low intensity","Human Forgery - Human Original","response",0.00804698631236817,-0.00933399482844421,0.0270339897456057,0.81625,FALSE,"n.s."
"Entropy","Negative - High intensity","AI-Generated - Human Forgery","mu",0.000117984373117941,-0.00554593237937832,0.00565065907765176,0.5165,FALSE,"n.s."
"Entropy","Negative - High intensity","AI-Generated - Human Forgery","phi",-3.07326051974182,-10.5850574659808,4.12266501053042,0.791375,FALSE,"n.s."
"Entropy","Negative - High intensity","AI-Generated - Human Forgery","response",0.000117984373117941,-0.00554593237937821,0.00565065907765165,0.5165,FALSE,"n.s."
"Entropy","Negative - High intensity","AI-Generated - Human Original","mu",0.00307442985602724,-0.00231888482598852,0.00826549177809053,0.872875,FALSE,"n.s."
"Entropy","Negative - High intensity","AI-Generated - Human Original","phi",-4.68881650450563,-11.407852908955,2.33485057976395,0.908375,FALSE,"n.s."
"Entropy","Negative - High intensity","AI-Generated - Human Original","response",0.00307442985602729,-0.00231888482598852,0.00826549177809043,0.872875,FALSE,"n.s."
"Entropy","Negative - High intensity","Human Forgery - Human Original","mu",0.00290135954534992,-0.0023543892377761,0.00840527042562346,0.86,FALSE,"n.s."
"Entropy","Negative - High intensity","Human Forgery - Human Original","phi",-1.67936337419879,-8.90953606558576,6.39789930286907,0.670125,FALSE,"n.s."
"Entropy","Negative - High intensity","Human Forgery - Human Original","response",0.00290135954534987,-0.0023543892377761,0.00840527042562346,0.86,FALSE,"n.s."
"Entropy","Negative - Low intensity","AI-Generated - Human Forgery","mu",-0.000171726879998002,-0.00590199764543935,0.00556034871086586,0.521625,FALSE,"n.s."
"Entropy","Negative - Low intensity","AI-Generated - Human Forgery","phi",2.90498098841552,-6.03547109745953,11.807179819853,0.742375,FALSE,"n.s."
"Entropy","Negative - Low intensity","AI-Generated - Human Forgery","response",-0.000171726879997947,-0.00590199764543957,0.00556034871086596,0.521625,FALSE,"n.s."
"Entropy","Negative - Low intensity","AI-Generated - Human Original","mu",-0.000653920022820775,-0.00585292221169724,0.0047073225820781,0.5935,FALSE,"n.s."
"Entropy","Negative - Low intensity","AI-Generated - Human Original","phi",6.5524818352028,-0.854927725823212,14.626296129495,0.9585,FALSE,"n.s."
"Entropy","Negative - Low intensity","AI-Generated - Human Original","response",-0.000653920022820775,-0.00585292221169713,0.00470732258207809,0.5935,FALSE,"n.s."
"Entropy","Negative - Low intensity","Human Forgery - Human Original","mu",-0.0004797721980912,-0.00610204101102149,0.00507816679915621,0.563,FALSE,"n.s."
"Entropy","Negative - Low intensity","Human Forgery - Human Original","phi",3.64540911306987,-3.61363081393375,11.5647892778058,0.83175,FALSE,"n.s."
"Entropy","Negative - Low intensity","Human Forgery - Human Original","response",-0.0004797721980912,-0.0061020410110216,0.00507816679915632,0.563,FALSE,"n.s."
"Entropy","Overall","AI-Generated - Human Forgery","mu",-0.00132407660777484,-0.00415758394329679,0.00148839984022383,0.821125,FALSE,"n.s."
"Entropy","Overall","AI-Generated - Human Forgery","phi",-0.376580627534011,-4.27874154167345,3.43944501067326,0.581375,FALSE,"n.s."
"Entropy","Overall","AI-Generated - Human Forgery","response",-0.00131968515137587,-0.00415392930897527,0.00148883485707485,0.820375,FALSE,"n.s."
"Entropy","Overall","AI-Generated - Human Original","mu",0.000676462359239627,-0.00190628271028874,0.0032567425465137,0.692875,FALSE,"n.s."
"Entropy","Overall","AI-Generated - Human Original","phi",-0.800119299191781,-4.33967508307519,2.83464672112821,0.672,FALSE,"n.s."
"Entropy","Overall","AI-Generated - Human Original","response",0.000678456724452769,-0.0019040979400083,0.00325573542210254,0.692875,FALSE,"n.s."
"Entropy","Overall","Human Forgery - Human Original","mu",0.00200836517706776,-0.000794453278959192,0.00469795731033276,0.92025,FALSE,"n.s."
"Entropy","Overall","Human Forgery - Human Original","phi",-0.42847798254833,-4.02712113652514,3.31814435382537,0.591125,FALSE,"n.s."
"Entropy","Overall","Human Forgery - Human Original","response",0.00200873011828751,-0.000799316108146872,0.00469564514601132,0.92025,FALSE,"n.s."
"Entropy","Positive - High intensity","AI-Generated - Human Forgery","mu",-0.00315315364817936,-0.0088823849400628,0.00259648441587313,0.86675,FALSE,"n.s."
"Entropy","Positive - High intensity","AI-Generated - Human Forgery","phi",-1.42880156291278,-8.96564356927422,5.6889371930242,0.653875,FALSE,"n.s."
"Entropy","Positive - High intensity","AI-Generated - Human Forgery","response",-0.00315315364817936,-0.0088823849400629,0.00259648441587302,0.86675,FALSE,"n.s."
"Entropy","Positive - High intensity","AI-Generated - Human Original","mu",-0.000131950806654013,-0.00556824402220545,0.00509876251529968,0.518625,FALSE,"n.s."
"Entropy","Positive - High intensity","AI-Generated - Human Original","phi",-3.8225085560778,-10.7276270535324,2.89433615007726,0.86225,FALSE,"n.s."
"Entropy","Positive - High intensity","AI-Generated - Human Original","response",-0.000131950806654013,-0.00556824402220545,0.00509876251529968,0.518625,FALSE,"n.s."
"Entropy","Positive - High intensity","Human Forgery - Human Original","mu",0.003021951069829,-0.00241203371731114,0.00840104012857912,0.864375,FALSE,"n.s."
"Entropy","Positive - High intensity","Human Forgery - Human Original","phi",-2.33937721493728,-9.49299995407033,5.03220880809172,0.73475,FALSE,"n.s."
"Entropy","Positive - High intensity","Human Forgery - Human Original","response",0.00302195106982905,-0.00241203371731114,0.00840104012857891,0.864375,FALSE,"n.s."
"Entropy","Positive - Low intensity","AI-Generated - Human Forgery","mu",-0.00201059763785516,-0.00740338724401398,0.00331287693947805,0.772,FALSE,"n.s."
"Entropy","Positive - Low intensity","AI-Generated - Human Forgery","phi",0.29588763442927,-7.00557326538538,7.45630364249666,0.53525,FALSE,"n.s."
"Entropy","Positive - Low intensity","AI-Generated - Human Forgery","response",-0.00201059763785527,-0.00740338724401398,0.00331287693947816,0.772,FALSE,"n.s."
"Entropy","Positive - Low intensity","AI-Generated - Human Original","mu",0.000481863914328806,-0.00466480046531117,0.00550770386470268,0.5725,FALSE,"n.s."
"Entropy","Positive - Low intensity","AI-Generated - Human Original","phi",-1.1982185158823,-8.28535127411908,5.9421411704424,0.625375,FALSE,"n.s."
"Entropy","Positive - Low intensity","AI-Generated - Human Original","response",0.000481863914328862,-0.00466480046531128,0.00550770386470247,0.5725,FALSE,"n.s."
"Entropy","Positive - Low intensity","Human Forgery - Human Original","mu",0.00249079137090613,-0.00266904549631322,0.00769407227217114,0.824125,FALSE,"n.s."
"Entropy","Positive - Low intensity","Human Forgery - Human Original","phi",-1.5418282902826,-8.40537346619045,5.67053926598769,0.66175,FALSE,"n.s."
"Entropy","Positive - Low intensity","Human Forgery - Human Original","response",0.00249079137090613,-0.00266904549631322,0.00769407227217113,0.824125,FALSE,"n.s."
"Meaning","Negative - High intensity","AI-Generated - Human Forgery","mu",-0.0695711520509619,-0.0916845303611311,-0.0479352081435466,1,TRUE,"Negative"
"Meaning","Negative - High intensity","AI-Generated - Human Forgery","phi",-0.613336190681456,-1.39038331560931,0.0829643660546904,0.9545,FALSE,"n.s."
"Meaning","Negative - High intensity","AI-Generated - Human Forgery","pzero",0.0290407563174466,0.00932942354491222,0.0656663741466537,0.998666666666667,TRUE,"Positive"
"Meaning","Negative - High intensity","AI-Generated - Human Forgery","response",-0.493317755776542,-0.647893126173438,-0.347071707401242,1,TRUE,"Negative"
"Meaning","Negative - High intensity","AI-Generated - Human Original","mu",-0.111056408466784,-0.133569536495206,-0.0882962796412627,1,TRUE,"Negative"
"Meaning","Negative - High intensity","AI-Generated - Human Original","phi",-0.372584292425036,-1.06501898729718,0.309524745807521,0.8605,FALSE,"n.s."
"Meaning","Negative - High intensity","AI-Generated - Human Original","pzero",0.0403251462923816,0.0178292275498373,0.0825936362125725,1,TRUE,"Positive"
"Meaning","Negative - High intensity","AI-Generated - Human Original","response",-0.775090228696102,-0.941809802314434,-0.623106498969756,1,TRUE,"Negative"
"Meaning","Negative - High intensity","Human Forgery - Human Original","mu",-0.041337042876905,-0.059355265106716,-0.0235359482373574,1,TRUE,"Negative"
"Meaning","Negative - High intensity","Human Forgery - Human Original","phi",0.243184957033229,-0.430200528989173,0.968746483337755,0.755166666666667,FALSE,"n.s."
"Meaning","Negative - High intensity","Human Forgery - Human Original","pzero",0.0106039291383784,-0.000745856927828075,0.0300015967251518,0.966666666666667,FALSE,"n.s."
"Meaning","Negative - High intensity","Human Forgery - Human Original","response",-0.281552426757381,-0.40123839320496,-0.167884103533712,1,TRUE,"Negative"
"Meaning","Negative - Low intensity","AI-Generated - Human Forgery","mu",-0.0482365222672276,-0.0677210965121958,-0.0288909833464501,1,TRUE,"Negative"
"Meaning","Negative - Low intensity","AI-Generated - Human Forgery","phi",-0.265151950927722,-0.900116099538667,0.326464404971247,0.807,FALSE,"n.s."
"Meaning","Negative - Low intensity","AI-Generated - Human Forgery","pzero",0.0519930260171839,0.0225157429482866,0.102021766258983,1,TRUE,"Positive"
"Meaning","Negative - Low intensity","AI-Generated - Human Forgery","response",-0.397355989451411,-0.547139439289847,-0.262554101928754,1,TRUE,"Negative"
"Meaning","Negative - Low intensity","AI-Generated - Human Original","mu",-0.0818872192460306,-0.101036440002437,-0.0634992118873187,1,TRUE,"Negative"
"Meaning","Negative - Low intensity","AI-Generated - Human Original","phi",-0.0738568748583346,-0.601597513319785,0.481655553719102,0.598833333333333,FALSE,"n.s."
"Meaning","Negative - Low intensity","AI-Generated - Human Original","pzero",0.0580788802449674,0.0269953967901083,0.110530997907277,1,TRUE,"Positive"
"Meaning","Negative - Low intensity","AI-Generated - Human Original","response",-0.60600283574387,-0.757534974617176,-0.472644535094302,1,TRUE,"Negative"
"Meaning","Negative - Low intensity","Human Forgery - Human Original","mu",-0.0335130435571733,-0.0511815355181961,-0.0170164494541459,0.999833333333333,TRUE,"Negative"
"Meaning","Negative - Low intensity","Human Forgery - Human Original","phi",0.20200588451474,-0.380898489821927,0.7982489604487,0.7515,FALSE,"n.s."
"Meaning","Negative - Low intensity","Human Forgery - Human Original","pzero",0.00538430455446659,-0.0110111794146634,0.0269206530099091,0.754333333333333,FALSE,"n.s."
"Meaning","Negative - Low intensity","Human Forgery - Human Original","response",-0.207466261835831,-0.31881987897924,-0.102137725841931,1,TRUE,"Negative"
"Meaning","Overall","AI-Generated - Human Forgery","mu",-0.0463869642522966,-0.0581538461166527,-0.0346480233364789,1,TRUE,"Negative"
"Meaning","Overall","AI-Generated - Human Forgery","phi",-0.359644736171974,-0.713512513523384,-0.00185105206680081,0.975666666666667,TRUE,"Negative"
"Meaning","Overall","AI-Generated - Human Forgery","pzero",0.0420875573659336,0.0243906904301379,0.0664482504972392,1,TRUE,"Positive"
"Meaning","Overall","AI-Generated - Human Forgery","response",-0.375722800076213,-0.463817398395118,-0.29362767873104,1,TRUE,"Negative"
"Meaning","Overall","AI-Generated - Human Original","mu",-0.0859659010894454,-0.0984834286205242,-0.0734646232360946,1,TRUE,"Negative"
"Meaning","Overall","AI-Generated - Human Original","phi",-0.080282669538341,-0.39932905793583,0.24342853880483,0.695166666666667,FALSE,"n.s."
"Meaning","Overall","AI-Generated - Human Original","pzero",0.0514572474777211,0.0320435939637092,0.0785730957219881,1,TRUE,"Positive"
"Meaning","Overall","AI-Generated - Human Original","response",-0.630337519625399,-0.723295980784707,-0.54497474059571,1,TRUE,"Negative"
"Meaning","Overall","Human Forgery - Human Original","mu",-0.0395154855283489,-0.0494475045226524,-0.0296930519343428,1,TRUE,"Negative"
"Meaning","Overall","Human Forgery - Human Original","phi",0.278060973555488,-0.039055965151055,0.608419360864501,0.957666666666667,FALSE,"n.s."
"Meaning","Overall","Human Forgery - Human Original","pzero",0.00926663282891601,0.00215285477040329,0.0184869130998831,0.994333333333333,TRUE,"Positive"
"Meaning","Overall","Human Forgery - Human Original","response",-0.25469343899878,-0.316968524057791,-0.192616646320195,1,TRUE,"Negative"
"Meaning","Positive - High intensity","AI-Generated - Human Forgery","mu",-0.0323901486779478,-0.0517987951568444,-0.0136391746400962,0.9995,TRUE,"Negative"
"Meaning","Positive - High intensity","AI-Generated - Human Forgery","phi",0.00440904361298866,-0.632713689124305,0.639773012977267,0.505666666666667,FALSE,"n.s."
"Meaning","Positive - High intensity","AI-Generated - Human Forgery","pzero",0.0428090382259668,0.0161346670446536,0.0911178138082802,1,TRUE,"Positive"
"Meaning","Positive - High intensity","AI-Generated - Human Forgery","response",-0.300605832357412,-0.455297739415788,-0.164601780798997,1,TRUE,"Negative"
"Meaning","Positive - High intensity","AI-Generated - Human Original","mu",-0.0764252898437227,-0.096191416334796,-0.0564769951433457,1,TRUE,"Negative"
"Meaning","Positive - High intensity","AI-Generated - Human Original","phi",-0.0657510399839329,-0.669944218789235,0.571993986914961,0.587666666666667,FALSE,"n.s."
"Meaning","Positive - High intensity","AI-Generated - Human Original","pzero",0.0538636027351988,0.0238707224659445,0.107007447330419,1,TRUE,"Positive"
"Meaning","Positive - High intensity","AI-Generated - Human Original","response",-0.58763636176427,-0.748353895810676,-0.441837716082256,1,TRUE,"Negative"
"Meaning","Positive - High intensity","Human Forgery - Human Original","mu",-0.0437986069214405,-0.0605042400904259,-0.0267512513563578,1,TRUE,"Negative"
"Meaning","Positive - High intensity","Human Forgery - Human Original","phi",-0.0694855333820141,-0.624741400508832,0.511538989661283,0.607166666666667,FALSE,"n.s."
"Meaning","Positive - High intensity","Human Forgery - Human Original","pzero",0.00991247191604062,-0.000304970873468918,0.030263159240108,0.9705,FALSE,"n.s."
"Meaning","Positive - High intensity","Human Forgery - Human Original","response",-0.287056173534475,-0.394886496393487,-0.181420527623377,1,TRUE,"Negative"
"Meaning","Positive - Low intensity","AI-Generated - Human Forgery","mu",-0.0350523290661138,-0.0534479896535098,-0.0169616222610756,1,TRUE,"Negative"
"Meaning","Positive - Low intensity","AI-Generated - Human Forgery","phi",-0.605438074196417,-1.38404400805242,0.154955776705244,0.938833333333333,FALSE,"n.s."
"Meaning","Positive - Low intensity","AI-Generated - Human Forgery","pzero",0.0437772880410099,0.0187256570272198,0.0876732669423836,1,TRUE,"Positive"
"Meaning","Positive - Low intensity","AI-Generated - Human Forgery","response",-0.30723884671253,-0.452311964702502,-0.184965342448631,1,TRUE,"Negative"
"Meaning","Positive - Low intensity","AI-Generated - Human Original","mu",-0.0724509144158406,-0.0907238265037691,-0.0543830441671761,1,TRUE,"Negative"
"Meaning","Positive - Low intensity","AI-Generated - Human Original","phi",0.207883745785387,-0.4523363697999,0.866365753483576,0.729666666666667,FALSE,"n.s."
"Meaning","Positive - Low intensity","AI-Generated - Human Original","pzero",0.0525295627881233,0.0245955163390347,0.10321218046836,1,TRUE,"Positive"
"Meaning","Positive - Low intensity","AI-Generated - Human Original","response",-0.548599569312528,-0.700252847238499,-0.417294721747777,1,TRUE,"Negative"
"Meaning","Positive - Low intensity","Human Forgery - Human Original","mu",-0.037319575706812,-0.0530531154697225,-0.0211141507854643,1,TRUE,"Negative"
"Meaning","Positive - Low intensity","Human Forgery - Human Original","phi",0.804656516349175,0.125219998829098,1.52672620289512,0.9905,TRUE,"Positive"
"Meaning","Positive - Low intensity","Human Forgery - Human Original","pzero",0.00833552936299161,-0.00223620574909302,0.0255924082319051,0.932666666666667,FALSE,"n.s."
"Meaning","Positive - Low intensity","Human Forgery - Human Original","response",-0.24019096064514,-0.338895967939128,-0.141210592592156,1,TRUE,"Negative"
"Reality","Negative - High intensity","AI-Generated - Human Forgery","confleft",0.0127839550627308,-0.00870448153019494,0.0350606556296065,0.88078125,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Forgery","confright",-6.7139073391731e-05,-0.0234313904262537,0.0236920210285947,0.5021875,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Forgery","mu",-0.0646378906763941,-0.114668116516644,-0.0151704195408887,0.993125,TRUE,"Negative"
"Reality","Negative - High intensity","AI-Generated - Human Forgery","precleft",-0.454392988,-1.19423484575,0.215440018125,0.90390625,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Forgery","precright",-0.277758283,-1.065821917325,0.450554093675,0.7775,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Forgery","response",-0.0417844628817579,-0.0724885145254313,-0.0116731053644364,0.9959375,TRUE,"Negative"
"Reality","Negative - High intensity","AI-Generated - Human Original","confleft",0.0108847837424838,-0.0105990046538289,0.033133295010197,0.8453125,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Original","confright",-0.0324761201184869,-0.0540845232682768,-0.00986607723660962,0.998125,TRUE,"Negative"
"Reality","Negative - High intensity","AI-Generated - Human Original","mu",-0.0779219081264133,-0.124450693858019,-0.0307111223534506,0.99953125,TRUE,"Negative"
"Reality","Negative - High intensity","AI-Generated - Human Original","precleft",-0.1533412063,-0.685625876,0.4064980615,0.7065625,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Original","precright",0.0672746959999997,-0.507271819572499,0.685588380625,0.58453125,FALSE,"n.s."
"Reality","Negative - High intensity","AI-Generated - Human Original","response",-0.056786687591747,-0.0857186254560914,-0.0274365005406556,1,TRUE,"Negative"
"Reality","Negative - High intensity","Human Forgery - Human Original","confleft",-0.00180565607123645,-0.0222509395883639,0.018941643817255,0.56875,FALSE,"n.s."
"Reality","Negative - High intensity","Human Forgery - Human Original","confright",-0.0324850593985377,-0.0542643819717018,-0.010153586078907,0.99765625,TRUE,"Negative"
"Reality","Negative - High intensity","Human Forgery - Human Original","mu",-0.0131972096990504,-0.0598782667362906,0.0352398451963116,0.7128125,FALSE,"n.s."
"Reality","Negative - High intensity","Human Forgery - Human Original","precleft",0.301009135,-0.291247938249999,0.990774073715,0.8321875,FALSE,"n.s."
"Reality","Negative - High intensity","Human Forgery - Human Original","precright",0.3386931244,-0.283556580414999,1.04660961325,0.85515625,FALSE,"n.s."
"Reality","Negative - High intensity","Human Forgery - Human Original","response",-0.0149458681680437,-0.0436164790217337,0.0146361206965469,0.8421875,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Forgery","confleft",0.020190113632272,-0.00886826793569025,0.0484208847667179,0.92,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Forgery","confright",-0.0106548274874325,-0.0318426869094221,0.0106841052782561,0.84296875,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Forgery","mu",-0.0549287236238959,-0.0986488923176152,-0.00945244631034689,0.99234375,TRUE,"Negative"
"Reality","Negative - Low intensity","AI-Generated - Human Forgery","precleft",-0.346340238,-1.128614524,0.418973909852501,0.81953125,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Forgery","precright",-0.3285102457,-0.987313060375001,0.371538261325,0.83578125,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Forgery","response",-0.0389426565716308,-0.0662816167976898,-0.0114202398249358,0.99734375,TRUE,"Negative"
"Reality","Negative - Low intensity","AI-Generated - Human Original","confleft",0.0229355503210451,-0.00509112864540503,0.0493268919784017,0.95390625,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Original","confright",-0.0216174570520314,-0.039881478718686,-0.00235992277140551,0.98515625,TRUE,"Negative"
"Reality","Negative - Low intensity","AI-Generated - Human Original","mu",-0.0581546473690886,-0.100136810521624,-0.0158853308341207,0.99546875,TRUE,"Negative"
"Reality","Negative - Low intensity","AI-Generated - Human Original","precleft",-0.1669302555,-0.76934252875,0.479558459633999,0.7065625,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Original","precright",-0.30112514,-0.863299165749999,0.3482113655,0.825625,FALSE,"n.s."
"Reality","Negative - Low intensity","AI-Generated - Human Original","response",-0.0447984371762101,-0.0706866326171811,-0.0186372601504933,0.99921875,TRUE,"Negative"
"Reality","Negative - Low intensity","Human Forgery - Human Original","confleft",0.00240142598003529,-0.0229798032872019,0.0283012191462694,0.57484375,FALSE,"n.s."
"Reality","Negative - Low intensity","Human Forgery - Human Original","confright",-0.0108170319428021,-0.030217112633858,0.00896883065171377,0.86703125,FALSE,"n.s."
"Reality","Negative - Low intensity","Human Forgery - Human Original","mu",-0.00323728404323509,-0.0462476552561137,0.0384244271303604,0.55671875,FALSE,"n.s."
"Reality","Negative - Low intensity","Human Forgery - Human Original","precleft",0.18431251455,-0.4939521255,0.922067762749999,0.70109375,FALSE,"n.s."
"Reality","Negative - Low intensity","Human Forgery - Human Original","precright",0.0334368999999999,-0.4917351499,0.610727681,0.5484375,FALSE,"n.s."
"Reality","Negative - Low intensity","Human Forgery - Human Original","response",-0.00570227303223109,-0.0321017479154014,0.0203171732341721,0.66515625,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","bex",-0.0455015692900938,-0.114330271312381,0.0233978161811883,0.90640625,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","confleft",0.00448849260042977,-0.00889662144781195,0.0177404461567209,0.74171875,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","confright",-0.0156111135454122,-0.0268165515480618,-0.00437472761070493,0.9965625,TRUE,"Negative"
"Reality","Overall","AI-Generated - Human Forgery","mu",-0.0597031257778323,-0.0848378043868693,-0.0352770212926266,1,TRUE,"Negative"
"Reality","Overall","AI-Generated - Human Forgery","pex",0.00106344922649269,-3.04150451133192e-05,0.00328492827887508,0.97046875,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","pmid",0.0004894723898647,-0.000379576167937767,0.00154359332439557,0.8771875,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","precleft",-0.337349908125001,-0.800167858407375,0.0811853045937491,0.94203125,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","precright",-0.260406725250001,-0.621566793062499,0.0889276527124997,0.934375,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Forgery","response",-0.040001873778741,-0.054866015515457,-0.0250408628349385,1,TRUE,"Negative"
"Reality","Overall","AI-Generated - Human Original","bex",-0.0414354134763295,-0.107344254182208,0.0286128440667214,0.8765625,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Original","confleft",0.00883146793295198,-0.00430734296219545,0.0215321684970212,0.9121875,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Original","confright",-0.0247132893349249,-0.0347684326802804,-0.0148409405055705,1,TRUE,"Negative"
"Reality","Overall","AI-Generated - Human Original","mu",-0.0797334269887841,-0.103014836002152,-0.0569617945219461,1,TRUE,"Negative"
"Reality","Overall","AI-Generated - Human Original","pex",0.00141886809306719,0.000267653440604393,0.0038089698940174,0.99578125,TRUE,"Positive"
"Reality","Overall","AI-Generated - Human Original","pmid",-0.000135007167633973,-0.00119484385270424,0.000825105861032664,0.61640625,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Original","precleft",-0.0832553601250003,-0.408440576831251,0.269790486774999,0.69,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Original","precright",-0.15091759,-0.435702869025,0.150161284912499,0.83578125,FALSE,"n.s."
"Reality","Overall","AI-Generated - Human Original","response",-0.0544248529472672,-0.0683707815816489,-0.0408113513432796,1,TRUE,"Negative"
"Reality","Overall","Human Forgery - Human Original","bex",0.00462674175980698,-0.0660384113502225,0.0751827129726156,0.551875,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","confleft",0.00431299956659553,-0.00835383653445169,0.0167810546732874,0.7546875,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","confright",-0.00902379061388831,-0.0197412886118678,0.00128902097457647,0.95796875,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","mu",-0.0202126769189266,-0.0423747910131188,0.0033217980438196,0.95546875,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","pex",0.000310828295430685,-0.000746848146429385,0.00177854766197897,0.75234375,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","pmid",-0.000631006199593249,-0.00178370630074415,0.00026094577156201,0.92625,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","precleft",0.247363110375001,-0.110916173900001,0.685355190356251,0.90765625,FALSE,"n.s."
"Reality","Overall","Human Forgery - Human Original","precright",0.109356925,-0.1837534370625,0.430134924675,0.76578125,FALSE,"n.s."
