"Model","Predictor","Level1","Response1","Level2","Response2","Median","CI_low","CI_high","pd","Credible"
"MemoryCondition","Condition","Human Original","Not recognized","AI-Generated","Human Forgery",0.496021180242531,0.45714970839668,0.532530606791958,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","Human Forgery","Human Forgery",0.494318246464791,0.455496439084503,0.532582838036933,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","Human Original","Human Forgery",0.497855317325319,0.458940082586811,0.535425041113682,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","New Items","Human Forgery",0.544559208930945,0.511272601606866,0.576653861782078,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","AI-Generated","Human Forgery",0.820923691521427,0.805280265223481,0.834712612149734,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Forgery","Human Forgery",0.819364959666594,0.803512194839056,0.833361660602521,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Original","Human Forgery",0.822799679635404,0.807797589221463,0.836394999602416,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","New Items","Human Forgery",0.869677158511642,0.850905186399171,0.88473353239137,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","AI-Generated","Human Original",0.360070872399491,0.307375276441986,0.410443300165855,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Forgery","Human Original",0.355583539844161,0.305705915381924,0.403734056292318,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Original","Human Original",0.347588785607999,0.297765398339204,0.396202435084219,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","New Items","Human Original",0.514372853934945,0.483928299208605,0.5438275802804,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","AI-Generated","Human Original",0.359810627981119,0.310859607884798,0.408457858864852,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Forgery","Human Original",0.355586159559125,0.303055442593322,0.405289777985371,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Original","Human Original",0.346686337116106,0.298938246060653,0.3962344311932,1,TRUE
"MemoryCondition","Condition","Human Forgery","Not recognized","New Items","Human Original",0.514099855828386,0.484248930011936,0.541706186394149,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","AI-Generated","Human Original",0.347048776915856,0.297341616283309,0.394850197955999,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","Human Forgery","Human Original",0.342987198230741,0.292921333522817,0.390589235037721,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","Human Original","Human Original",0.334369322553983,0.282142937756104,0.38525245405726,1,TRUE
"MemoryCondition","Condition","Human Original","Not recognized","New Items","Human Original",0.500897375525219,0.47110554467784,0.529846204066558,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","AI-Generated","Human Original",0.672062129310534,0.653171805745858,0.688864461396015,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Forgery","Human Original",0.667321345057407,0.649244375245857,0.684523666225144,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Original","Human Original",0.658924557068836,0.640205512036781,0.677029963522152,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","New Items","Human Original",0.826057044548091,0.801692516140437,0.84645109476878,1,TRUE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Forgery","Not recognized",0.00015191741224696,-0.0206972496067296,0.0208293281028555,0.5055,FALSE
"MemoryCondition","Condition","AI-Generated","Not recognized","Human Original","Not recognized",0.0132153682776215,-0.00690155331221419,0.0342585814670902,0.901,FALSE
"MemoryCondition","Condition","Human Forgery","Not recognized","Human Original","Not recognized",0.0131778687335223,-0.00734958375422261,0.0324898253853261,0.89975,FALSE
"MemoryCondition","Condition","New Items","Not recognized","AI-Generated","Not recognized",0.312225449653628,0.266493010403952,0.355945356847363,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Forgery","Not recognized",0.31224734032561,0.267078771357177,0.355148990048253,1,TRUE
"MemoryCondition","Condition","New Items","Not recognized","Human Original","Not recognized",0.324995954361772,0.280195652495504,0.368621436247643,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","AI-Generated","AI Copy","AI-Generated",0.0300908900581782,0.00771769113803199,0.0526853529483807,0.99625,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","AI-Generated","AI Copy","AI-Generated",-0.0183036505842704,-0.0419967202991035,0.00647515002391567,0.929,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","AI-Generated","AI Original","AI-Generated",-0.0483075702919162,-0.0742973104936413,-0.0241093988428657,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","AI Copy","AI-Generated",-0.0395476190434637,-0.0575473601259048,-0.0210147914141031,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","AI Original","AI-Generated",-0.0696075228742163,-0.089198581155086,-0.0500915989417169,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","Human Forgery","AI-Generated",-0.0210168001983447,-0.0426684172838679,-0.000877475668742943,0.9795,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","AI-Generated","AI Copy","Not recognized",-0.418102724578243,-0.446579418080672,-0.389304825670067,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","AI-Generated","AI Original","Not recognized",-0.404513369236567,-0.430595072021108,-0.380363232460022,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","AI-Generated","Human Forgery","Not recognized",-0.404672726373029,-0.432235534576781,-0.375877699407486,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","AI-Generated","Human Original","Not recognized",-0.412581851171444,-0.431705797775155,-0.39346139020052,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","AI-Generated","AI Copy","Not recognized",-0.387821792689803,-0.413116337534057,-0.362317496427549,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","AI-Generated","AI Original","Not recognized",-0.374572147223669,-0.406239327716075,-0.343369971735152,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","AI-Generated","Human Forgery","Not recognized",-0.374447447168727,-0.40320589309877,-0.345282316418268,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","AI-Generated","Human Original","Not recognized",-0.382334036058959,-0.402564495385963,-0.360881469701578,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","AI-Generated","AI Copy","Not recognized",-0.43622326709132,-0.462449250545015,-0.410776252714098,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","AI-Generated","AI Original","Not recognized",-0.423140442972722,-0.449138677573567,-0.39541364041308,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","AI-Generated","Human Forgery","Not recognized",-0.422591567124193,-0.45967810886403,-0.386199268622156,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","AI-Generated","Human Original","Not recognized",-0.430848209346967,-0.453246772705002,-0.408128623289804,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","AI Copy","Not recognized",-0.457480983958586,-0.478437530248805,-0.437060135580168,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","AI Original","Not recognized",-0.443894769202668,-0.465773753970108,-0.422986946320394,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","Human Forgery","Not recognized",-0.444100122511555,-0.469796629449298,-0.41756113756681,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","AI-Generated","Human Original","Not recognized",-0.451894761713183,-0.470075312079041,-0.432950898354369,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","AI Copy","AI-Generated",-0.0947400733570399,-0.113782963586835,-0.0754074005873512,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","AI Original","AI-Generated",-0.124842702000842,-0.143885493608287,-0.106381646759488,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","Human Forgery","AI-Generated",-0.0765799287196785,-0.0979330724642003,-0.0561955187966876,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","Human Original","AI-Generated",-0.0553130608477643,-0.0691201573817334,-0.041890076452712,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","AI Copy","AI-Generated",-0.105985864539239,-0.12420895105353,-0.0885376691398452,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","AI Original","AI-Generated",-0.136151358652514,-0.157245383791383,-0.115273201993367,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","Human Forgery","AI-Generated",-0.0878477598351905,-0.108923647038185,-0.0672360894936018,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","Human Original","AI-Generated",-0.0666621624957183,-0.0803019908732518,-0.0522319621030696,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","AI Copy","AI-Generated",-0.0854550062604923,-0.104799628448214,-0.0655203929995047,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","AI Original","AI-Generated",-0.11545002494274,-0.136908565913267,-0.0944225095099151,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","Human Forgery","AI-Generated",-0.0671408081310881,-0.0912936728112507,-0.0424122154102276,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","Human Original","AI-Generated",-0.0460343225296557,-0.0622052358042906,-0.0298932790690787,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","AI Copy","AI-Generated",-0.0878797583842864,-0.104760673581736,-0.0712003152391977,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","AI Original","AI-Generated",-0.117975986387482,-0.136323607650461,-0.101005907555314,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","Human Forgery","AI-Generated",-0.069664808297784,-0.0901207175670067,-0.0503543160055918,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","Human Original","AI-Generated",-0.0484767155592968,-0.0609078684985265,-0.0357913050114143,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","AI Copy","Human Forgery",-0.011182625815033,-0.0252812225026341,0.00297994755579305,0.93875,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","AI Copy","Human Forgery",0.00924580220578923,-0.00623752220734098,0.0259148980948662,0.86825,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","AI Original","Human Forgery",0.0205185070519276,0.00451534828293781,0.037005171995394,0.99275,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","AI Copy","Human Forgery",0.00690088207089033,-0.00524803416135633,0.0191250993472793,0.86375,FALSE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","AI Original","Human Forgery",0.0180780174633884,0.00551700750864513,0.0304299379806268,0.99675,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","Human Forgery","Human Forgery",-0.00222971283971778,-0.0182140924500189,0.0117548268512903,0.63125,FALSE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","AI Copy","Not recognized",-0.512761927601524,-0.536407099065612,-0.489337091858276,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","AI Original","Not recognized",-0.499447755115232,-0.522070514421346,-0.477536920976915,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","Human Forgery","Not recognized",-0.499152998472692,-0.525841398804959,-0.472327198777071,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Forgery","Human Original","Not recognized",-0.507445623532383,-0.522907632990657,-0.491187896523562,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","AI Copy","Not recognized",-0.523862962152263,-0.545419046532562,-0.502741327200219,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","AI Original","Not recognized",-0.510549600721383,-0.535540242222135,-0.487022046286654,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","Human Forgery","Not recognized",-0.510649689839867,-0.53655964853522,-0.484193934278035,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Forgery","Human Original","Not recognized",-0.518498698155613,-0.53425896041854,-0.503207747404405,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","AI Copy","Not recognized",-0.503532620661189,-0.525767660414849,-0.480461258028491,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","AI Original","Not recognized",-0.489955296317966,-0.513435278543531,-0.466664355788609,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","Human Forgery","Not recognized",-0.489967774512609,-0.519964240704555,-0.459475723270428,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Forgery","Human Original","Not recognized",-0.497901896898559,-0.516172760701367,-0.480053351750821,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","AI Copy","Not recognized",-0.506008137537892,-0.525922828015185,-0.486003196575835,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","AI Original","Not recognized",-0.492331205134775,-0.51365154108861,-0.472290873559233,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","Human Forgery","Not recognized",-0.492520650974393,-0.518470751301243,-0.466936698942322,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Forgery","Human Original","Not recognized",-0.500226175592512,-0.516299139169302,-0.484158314873519,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","AI Copy","AI-Generated",0.0437262916140325,0.0182539999211665,0.0682455883494315,0.9995,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","AI Original","AI-Generated",0.0133097635371836,-0.00961032945343355,0.0365326766401367,0.8645,FALSE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","Human Forgery","AI-Generated",0.0617404233232234,0.0369701652460914,0.0862251453065318,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","Human Original","AI-Generated",0.0828346315383923,0.064939945162909,0.10172063872025,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Copy","AI-Generated",0.038142904354483,0.0151959742274197,0.0603818161166882,0.9995,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Original","AI-Generated",0.00814360162947031,-0.0197628738211241,0.0342088135011386,0.712,FALSE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","Human Forgery","AI-Generated",0.0564003190627613,0.0321937498779999,0.0805273152178529,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","Human Original","AI-Generated",0.0775887618948079,0.0582096951863355,0.096693744874849,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Copy","AI-Generated",0.0659234046236018,0.0403784447877945,0.0925077871133326,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Original","AI-Generated",0.0356998514708291,0.00921046258390956,0.0629241328333023,0.996,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","Human Forgery","AI-Generated",0.0845509702598991,0.0523020916714763,0.115201544223292,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","Human Original","AI-Generated",0.105309365160603,0.0832403373539499,0.128975907462932,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Copy","AI-Generated",0.0820111334045887,0.0626773839499896,0.100443571723272,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Original","AI-Generated",0.0516106678495425,0.0317150137103988,0.0713672637025184,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Forgery","AI-Generated",0.100081702087126,0.0778350323113981,0.121478051829749,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Original","AI-Generated",0.121356236244577,0.104585970406611,0.138169044356825,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","AI Copy","Human Forgery",0.138323626910422,0.11828527323918,0.158811448220148,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","AI Original","Human Forgery",0.149434349960739,0.131098918501743,0.16845867384963,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","Human Forgery","Human Forgery",0.129063109264249,0.108683110916161,0.149534396759878,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","Human Original","Human Forgery",0.131448613782144,0.114273277444767,0.149017128359682,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Copy","Human Forgery",0.132858011202748,0.113076720497104,0.152795485775331,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Original","Human Forgery",0.144066157482781,0.123514012338855,0.164786099576173,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","Human Forgery","Human Forgery",0.123780274821236,0.102148205197982,0.144150370792795,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","Human Original","Human Forgery",0.126029460811677,0.108069920073979,0.143906814443893,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Copy","Human Forgery",0.161025113536762,0.138045547043463,0.183692439654447,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Original","Human Forgery",0.172034940554899,0.149645952672425,0.195712479732853,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","Human Forgery","Human Forgery",0.151447849391946,0.124596656849312,0.178856700973812,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","Human Original","Human Forgery",0.153729439066486,0.131698946829518,0.176221671636841,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Copy","Human Forgery",0.176717502625277,0.161127435277422,0.191798506477607,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Original","Human Forgery",0.187992848925531,0.172621407112774,0.202771611321648,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Forgery","Human Forgery",0.167427357728238,0.149387770464265,0.184065768172138,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Original","Human Forgery",0.169566720989389,0.154637756699767,0.184750589611111,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Copy","Human Original",-0.00549476406784652,-0.0286156774707365,0.0170026050336667,0.6805,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Copy","Human Original",0.0226280922440807,-0.00421081296667,0.0495187656485522,0.952,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Original","Human Original",0.0278506030594938,0.000838614891357105,0.0558963362680781,0.97625,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Copy","Human Original",0.0382618480424233,0.018004612775712,0.0578485509871461,0.99975,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Original","Human Original",0.0437236189901779,0.0228598815704797,0.0649777183536898,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Forgery","Human Original",0.0159330654679079,-0.00795639896463103,0.0390402329498771,0.89875,FALSE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","AI Copy","Not recognized",-0.374456668561629,-0.404949902188118,-0.343204673687422,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","AI Original","Not recognized",-0.361119006459349,-0.38721866332292,-0.335493364191691,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","Human Forgery","Not recognized",-0.360678548320097,-0.390135732388161,-0.331930008976128,1,TRUE
"MemoryConditionAppraisal","Belief","AI Copy","Human Original","Human Original","Not recognized",-0.368976905260753,-0.38887287589637,-0.34781341804284,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Copy","Not recognized",-0.379974672951876,-0.405177160820552,-0.355088016717041,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","AI Original","Not recognized",-0.366406111767452,-0.398574541935768,-0.335047464575051,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","Human Forgery","Not recognized",-0.366830780002176,-0.395663418876634,-0.338108084437039,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Human Original","Human Original","Not recognized",-0.374583880775007,-0.395234089140941,-0.35314355397641,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Copy","Not recognized",-0.35191358034178,-0.379365766428318,-0.324276914792459,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","AI Original","Not recognized",-0.33857179119847,-0.36709288442551,-0.309976407739708,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","Human Forgery","Not recognized",-0.338561326314049,-0.37827925109729,-0.296963789520256,1,TRUE
"MemoryConditionAppraisal","Belief","Human Forgery","Human Original","Human Original","Not recognized",-0.346729613998819,-0.370588098161141,-0.32165151569975,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Copy","Not recognized",-0.336145813666618,-0.357963738672441,-0.314624524872508,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","AI Original","Not recognized",-0.322628513439688,-0.346438678209935,-0.300429462705377,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Forgery","Not recognized",-0.322778457673639,-0.350529316108572,-0.296161349081152,1,TRUE
"MemoryConditionAppraisal","Belief","Human Original","Human Original","Human Original","Not recognized",-0.330497184084963,-0.352728674793958,-0.309649348169724,1,TRUE
"MemoryConditionAppraisal","Belief","AI Original","Not recognized","AI Copy","Not recognized",-0.0135463238057683,-0.0401455819247738,0.0133866675266428,0.8335,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","Not recognized","AI Copy","Not recognized",-0.0136346753854099,-0.0448288192109228,0.016517640782028,0.80875,FALSE
"MemoryConditionAppraisal","Belief","Human Forgery","Not recognized","AI Original","Not recognized",2.98128669868336e-05,-0.0332289810349306,0.0316240278283214,0.50075,FALSE
"MemoryConditionAppraisal","Belief","Human Original","Not recognized","AI Copy","Not recognized",-0.00561464895702662,-0.0284039459134055,0.0173898612018009,0.68675,FALSE
"MemoryConditionAppraisal","Belief","Human Original","Not recognized","AI Original","Not recognized",0.00778657388487097,-0.0160042686488563,0.0316952096737372,0.74475,FALSE
"MemoryConditionAppraisal","Belief","Human Original","Not recognized","Human Forgery","Not recognized",0.00831502964599862,-0.0190379710759884,0.0353197842502896,0.722,FALSE
"MemoryConditionBelief","Belief","AI Original","AI-Generated","AI Copy","AI-Generated",0.0297173495342672,0.00765264871348096,0.0528707274633759,0.99625,TRUE
"MemoryConditionBelief","Belief","Human Forgery","AI-Generated","AI Copy","AI-Generated",-0.0184477480349625,-0.0417933209920264,0.00515496465760228,0.943,FALSE
"MemoryConditionBelief","Belief","Human Forgery","AI-Generated","AI Original","AI-Generated",-0.0486512559421654,-0.0730171242574408,-0.0231613543920198,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","AI Copy","AI-Generated",-0.0395358551797204,-0.0574863774134934,-0.0218174471812189,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","AI Original","AI-Generated",-0.0695416258402038,-0.0892559772632515,-0.050130992167423,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","Human Forgery","AI-Generated",-0.0209240758516552,-0.0422231828298194,-0.000506636177321852,0.97775,TRUE
"MemoryConditionBelief","Belief","AI Copy","AI-Generated","AI Copy","Not recognized",-0.424355256486955,-0.452853972131276,-0.396121575350889,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","AI-Generated","AI Original","Not recognized",-0.410286522683921,-0.433853532022481,-0.386264681163963,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","AI-Generated","Human Forgery","Not recognized",-0.404106845164547,-0.432643346866433,-0.376032843492412,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","AI-Generated","Human Original","Not recognized",-0.405856609024782,-0.426473381889215,-0.386594058849236,1,TRUE
"MemoryConditionBelief","Belief","AI Original","AI-Generated","AI Copy","Not recognized",-0.394671870393819,-0.419489576229178,-0.370312477226662,1,TRUE
"MemoryConditionBelief","Belief","AI Original","AI-Generated","AI Original","Not recognized",-0.380913361645164,-0.410931258352423,-0.347855418391435,1,TRUE
"MemoryConditionBelief","Belief","AI Original","AI-Generated","Human Forgery","Not recognized",-0.374633285650673,-0.403804713022367,-0.345529710180211,1,TRUE
"MemoryConditionBelief","Belief","AI Original","AI-Generated","Human Original","Not recognized",-0.376331294722835,-0.396692161228262,-0.355780940923361,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","AI-Generated","AI Copy","Not recognized",-0.442853382690136,-0.468790576369749,-0.417219751876488,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","AI-Generated","AI Original","Not recognized",-0.428889139036491,-0.454156346296779,-0.401456812776959,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","AI-Generated","Human Forgery","Not recognized",-0.422876676499466,-0.45921030195503,-0.386262020425786,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","AI-Generated","Human Original","Not recognized",-0.424295656167936,-0.44681305831788,-0.401157995867578,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","AI Copy","Not recognized",-0.464082366813168,-0.484751160406022,-0.443204961659796,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","AI Original","Not recognized",-0.44988834579949,-0.471071624513096,-0.427825728625153,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","Human Forgery","Not recognized",-0.443751761860948,-0.469531177659845,-0.418054072551327,1,TRUE
"MemoryConditionBelief","Belief","Human Original","AI-Generated","Human Original","Not recognized",-0.445694030865926,-0.464447960799824,-0.426227582070638,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","AI Copy","AI-Generated",-0.0954514350405528,-0.114177525894559,-0.076462096269451,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","AI Original","AI-Generated",-0.125476876342278,-0.144988820748888,-0.106241719364435,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","Human Forgery","AI-Generated",-0.0768025797452564,-0.0984940169843813,-0.0564429687665981,1,TRUE
"MemoryConditionBelief","Belief","AI Copy","Human Forgery","Human Original","AI-Generated",-0.0559439575180951,-0.0696664338337236,-0.0422742661783738,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","AI Copy","AI-Generated",-0.10621187051329,-0.12346131553067,-0.0886702383261202,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","AI Original","AI-Generated",-0.135768524391416,-0.156920163397965,-0.115976459885638,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","Human Forgery","AI-Generated",-0.0875437799499387,-0.108424734245608,-0.0668587829781272,1,TRUE
"MemoryConditionBelief","Belief","AI Original","Human Forgery","Human Original","AI-Generated",-0.066584304042334,-0.0799920554514853,-0.0529159183198762,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","AI Copy","AI-Generated",-0.0854333080030555,-0.105450615423626,-0.0662860360712419,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","AI Original","AI-Generated",-0.115462374520768,-0.136142687812198,-0.0947694418704589,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","Human Forgery","AI-Generated",-0.0672316635037531,-0.0920549054321282,-0.0428187545536438,1,TRUE
"MemoryConditionBelief","Belief","Human Forgery","Human Forgery","Human Original","AI-Generated",-0.0461898869589984,-0.0619215974422572,-0.0293127300465778,1,TRUE
"MemoryConditionBelief","Belief","Human Original","Human Forgery","AI Copy","AI-Generated",-0.0876123222179271,-0.103687942355996,-0.0711878366030102,1,TRUE
