"Belief","Parameter","Contrast","Path","Median","CI_low","CI_high","pd"
"Authenticity","confright","AI-Generated - Human Original","Indirect (Valence)",0.014404149248486,-0.300832871663827,0.339994913537875,0.53225
"Authenticity","confright","AI-Generated - Human Original","Indirect (Meaning)",-0.292788089830693,-0.681107207690638,0.0904972176231373,0.9295
"Authenticity","confright","AI-Generated - Human Original","Indirect (Worth)",-1.21556006622811,-1.91750241895939,-0.501479943863478,0.99975
"Authenticity","confright","AI-Generated - Human Original","Mediator (Beauty)",-6.36501977252535,-7.29394064857765,-5.44308546411905,1
"Authenticity","confright","AI-Generated - Human Original","Mediator (Valence)",-6.5568983260327,-7.63994795062589,-5.4893654528327,1
"Authenticity","confright","AI-Generated - Human Original","Mediator (Meaning)",-10.4688342226279,-11.7603395174849,-9.21592026317417,1
"Authenticity","confright","AI-Generated - Human Original","Mediator (Worth)",-12.1049710368913,-13.3701242307419,-10.7878374881969,1
"Authenticity","confright","Human Forgery - Human Original","Total",-0.347432869845346,-1.34526033720843,0.65284424591837,0.7505
"Authenticity","confright","Human Forgery - Human Original","Direct",0.536778738459703,-0.431249213727525,1.58371835368145,0.858
"Authenticity","confright","Human Forgery - Human Original","Indirect (joint)",-0.879329302658779,-1.2457373514594,-0.567153698171873,1
"Authenticity","confright","Human Forgery - Human Original","Indirect (joint, exact)",-0.881917000918719,-1.18175632606251,-0.563430685583233,1
"Authenticity","confright","Human Forgery - Human Original","Indirect (Beauty)",-0.174613508055595,-0.410469529002431,0.00778085526586926,0.96425
"Authenticity","confright","Human Forgery - Human Original","Indirect (Valence)",-0.0475645572252846,-0.223412565028803,0.139163196255507,0.702
"Authenticity","confright","Human Forgery - Human Original","Indirect (Meaning)",-0.244012708095041,-0.418282444601277,-0.078595592066979,0.999
"Authenticity","confright","Human Forgery - Human Original","Indirect (Worth)",-0.403399162232577,-0.793362727208083,-0.000341073633048066,0.98
"Authenticity","confright","Human Forgery - Human Original","Mediator (Beauty)",-3.62835865890395,-4.49333384758917,-2.70132648284384,1
"Authenticity","confright","Human Forgery - Human Original","Mediator (Valence)",-3.78027782510965,-4.7927097217257,-2.80921939247012,1
"Authenticity","confright","Human Forgery - Human Original","Mediator (Meaning)",-4.5136642103325,-5.57483282539074,-3.44934506964129,1
"Authenticity","confright","Human Forgery - Human Original","Mediator (Worth)",-7.12982513022067,-8.14349800423283,-6.0697833184624,1
"Authenticity","confright","AI-Generated - Human Forgery","Total",-0.640573226052915,-1.60286350202885,0.430963625426676,0.89
"Authenticity","confright","AI-Generated - Human Forgery","Direct",0.0696729788577544,-0.973336413496395,1.07099529407128,0.55725
"Authenticity","confright","AI-Generated - Human Forgery","Indirect (joint)",-0.712698461501399,-1.00501743740418,-0.415033310380728,1
"Authenticity","confright","AI-Generated - Human Forgery","Indirect (joint, exact)",-0.715608834682124,-0.974259967224178,-0.463669198456351,1
"Authenticity","confright","AI-Generated - Human Forgery","Indirect (Beauty)",-0.0478508260714358,-0.206790253618959,0.111977635431893,0.73275
"Authenticity","confright","AI-Generated - Human Forgery","Indirect (Valence)",0.00569583308470086,-0.133464686614459,0.151558332209664,0.53225
"Authenticity","confright","AI-Generated - Human Forgery","Indirect (Meaning)",-0.165863754999289,-0.40110727309483,0.0512153220337705,0.9295
"Authenticity","confright","AI-Generated - Human Forgery","Indirect (Worth)",-0.502304999766954,-0.806044836305164,-0.195241148034046,0.99975
"Authenticity","confright","AI-Generated - Human Forgery","Mediator (Beauty)",-2.74951734876103,-3.6703617001817,-1.82258440316076,1
"Authenticity","confright","AI-Generated - Human Forgery","Mediator (Valence)",-2.80275062883215,-3.81107739140305,-1.74913822907787,1
"Authenticity","confright","AI-Generated - Human Forgery","Mediator (Meaning)",-5.96470571182704,-7.20384342811485,-4.81470268608543,1
"Authenticity","confright","AI-Generated - Human Forgery","Mediator (Worth)",-4.972002541933,-5.95370589092694,-3.91779280838378,1
"Authenticity","confleft","AI-Generated - Human Original","Total",-0.270261260629478,-1.55679728029496,1.237511939791,0.64425
"Authenticity","confleft","AI-Generated - Human Original","Direct",-0.749595431689998,-2.36524377848246,0.882795957371885,0.82375
"Authenticity","confleft","AI-Generated - Human Original","Indirect (joint)",0.476435586954744,-0.285168594606191,1.27275160505132,0.891
"Authenticity","confleft","AI-Generated - Human Original","Indirect (joint, exact)",0.478099336583904,-0.26510530124465,1.26963182897567,0.89
"Authenticity","confleft","AI-Generated - Human Original","Indirect (Beauty)",0.436023513808507,-0.00832955144997006,0.870885356108821,0.97825
"Authenticity","confleft","AI-Generated - Human Original","Indirect (Valence)",-0.0275375694037106,-0.392998473555867,0.391406371156955,0.5575
"Authenticity","confleft","AI-Generated - Human Original","Indirect (Meaning)",0.19036257550371,-0.276091821991269,0.697552809462761,0.77225
"Authenticity","confleft","AI-Generated - Human Original","Indirect (Worth)",-0.130626943029498,-1.11821737455932,0.780133169078165,0.601
"Authenticity","confleft","AI-Generated - Human Original","Mediator (Beauty)",-6.36501977252535,-7.29394064857765,-5.44308546411905,1
"Authenticity","confleft","AI-Generated - Human Original","Mediator (Valence)",-6.5568983260327,-7.63994795062589,-5.4893654528327,1
"Authenticity","confleft","AI-Generated - Human Original","Mediator (Meaning)",-10.4688342226279,-11.7603395174849,-9.21592026317417,1
"Authenticity","confleft","AI-Generated - Human Original","Mediator (Worth)",-12.1049710368913,-13.3701242307419,-10.7878374881969,1
"Authenticity","confleft","Human Forgery - Human Original","Total",0.220613144550168,-1.1249290953048,1.55224975053843,0.6205
"Authenticity","confleft","Human Forgery - Human Original","Direct",0.323526282206987,-1.14063831689039,1.66159061067369,0.67875
"Authenticity","confleft","Human Forgery - Human Original","Indirect (joint)",-0.117359310578803,-0.517884557831546,0.283476603371841,0.71975
"Authenticity","confleft","Human Forgery - Human Original","Indirect (joint, exact)",-0.11733065613726,-0.510477796996189,0.278371138387357,0.71475
"Authenticity","confleft","Human Forgery - Human Original","Indirect (Beauty)",0.0834205492909686,-0.179999499283686,0.358006403402452,0.7415
"Authenticity","confleft","Human Forgery - Human Original","Indirect (Valence)",-0.0534541110044093,-0.303275075647639,0.171359189351117,0.67825
"Authenticity","confleft","Human Forgery - Human Original","Indirect (Meaning)",0.0255289938680265,-0.180654953405119,0.237033045774835,0.595
"Authenticity","confleft","Human Forgery - Human Original","Indirect (Worth)",-0.167495899652092,-0.687488131853541,0.347763071236263,0.73225
"Authenticity","confleft","Human Forgery - Human Original","Mediator (Beauty)",-3.62835865890395,-4.49333384758917,-2.70132648284384,1
"Authenticity","confleft","Human Forgery - Human Original","Mediator (Valence)",-3.78027782510965,-4.7927097217257,-2.80921939247012,1
"Authenticity","confleft","Human Forgery - Human Original","Mediator (Meaning)",-4.5136642103325,-5.57483282539074,-3.44934506964129,1
"Authenticity","confleft","Human Forgery - Human Original","Mediator (Worth)",-7.12982513022067,-8.14349800423283,-6.0697833184624,1
"Authenticity","confleft","AI-Generated - Human Forgery","Total",-0.475845906340835,-1.9764787554628,0.88032163443405,0.74875
"Authenticity","confleft","AI-Generated - Human Forgery","Direct",-0.716759755450513,-2.16528910525663,0.80378440062564,0.83925
"Authenticity","confleft","AI-Generated - Human Forgery","Indirect (joint)",0.233868070128911,-0.137654966362693,0.566592140512068,0.91025
"Authenticity","confleft","AI-Generated - Human Forgery","Indirect (joint, exact)",0.236798943734678,-0.0985371772502353,0.571193899366851,0.91525
"Authenticity","confleft","AI-Generated - Human Forgery","Indirect (Beauty)",0.182153481324944,-0.00249252082156887,0.396109148470571,0.97825
"Authenticity","confleft","AI-Generated - Human Forgery","Indirect (Valence)",-0.0115523884393311,-0.181638877122048,0.159662737339357,0.5575
"Authenticity","confleft","AI-Generated - Human Forgery","Indirect (Meaning)",0.10726007456646,-0.176287237192432,0.389643576545405,0.77225
"Authenticity","confleft","AI-Generated - Human Forgery","Indirect (Worth)",-0.0519213417451117,-0.448455298776567,0.336201465344874,0.601
"Authenticity","confleft","AI-Generated - Human Forgery","Mediator (Beauty)",-2.74951734876103,-3.6703617001817,-1.82258440316076,1
"Authenticity","confleft","AI-Generated - Human Forgery","Mediator (Valence)",-2.80275062883215,-3.81107739140305,-1.74913822907787,1
"Authenticity","confleft","AI-Generated - Human Forgery","Mediator (Meaning)",-5.96470571182704,-7.20384342811485,-4.81470268608543,1
"Authenticity","confleft","AI-Generated - Human Forgery","Mediator (Worth)",-4.972002541933,-5.95370589092694,-3.91779280838378,1
