"Model","Parameter","Contrast","At","Moderator","Median","CI_low","CI_high","pd","Table"
"BeautySRBetween","mu","AI-Generated",NA,NA,8.25054052389593,6.87690164781207,9.68120968155361,1,"SR slope"
"BeautySRBetween","mu","AI-Generated - Human Original",NA,NA,1.27965315200679,-0.364569310677298,2.96232419322573,0.92725,"SR slope"
"BeautySRBetween","mu","Human Forgery - Human Original",NA,NA,0.632091924784528,-0.878103587995561,2.15857931878549,0.78525,"SR slope"
"BeautySRBetween","mu","AI-Generated - Human Forgery",NA,NA,0.630378754369609,-0.98080842415288,2.47679427028768,0.76425,"SR slope"
"BeautySRBetween","mu","Human Original",NA,NA,3.67142847202104,1.43623507359024,5.96120124466184,0.9995,"SR_b slope"
"BeautySRBetween","mu","Human Forgery",NA,NA,3.50365039077868,1.25837114299751,5.84522046965538,0.999,"SR_b slope"
"BeautySRBetween","mu","AI-Generated",NA,NA,5.13284486163172,2.75800004578058,7.92148572024368,0.99975,"SR_b slope"
"BeautySRBetween","mu","AI-Generated - Human Original",NA,NA,1.46797163368402,-0.327461839958127,3.36871011833654,0.93925,"SR_b slope"
"BeautySRBetween","mu","Human Forgery - Human Original",NA,NA,-0.167932972341384,-1.95906839670132,1.45430719633997,0.57725,"SR_b slope"
"BeautySRBetween","mu","AI-Generated - Human Forgery",NA,NA,1.62685686665875,-0.374823283766424,3.66281153699793,0.9445,"SR_b slope"
"BeautySRBetween","confright","AI-Generated - Human Original","Low",-0.227550940030373,-5.24835699218352,-6.95218489678106,-3.80338596444006,1,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Original","Average",0,-6.10784471195933,-7.33203396329885,-4.94162598488322,1,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Original","High",0.227550940030373,-6.93966880070485,-8.44031118821602,-5.44331750542003,1,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Original","High - Low",NA,-1.67441522202874,-3.64610977990498,0.445856422225416,0.94375,"Gap"
"BeautySRBetween","confright","Human Forgery - Human Original","Low",-0.227550940030373,-2.92754281703279,-4.54193137066871,-1.33222748081697,0.99975,"Gap"
"BeautySRBetween","confright","Human Forgery - Human Original","Average",0,-4.3817063647783,-5.56499337004342,-3.25649268494794,1,"Gap"
"BeautySRBetween","confright","Human Forgery - Human Original","High",0.227550940030373,-5.98313952756285,-7.52599051578981,-4.52908112149322,1,"Gap"
"BeautySRBetween","confright","Human Forgery - Human Original","High - Low",NA,-3.06642740595622,-5.26961633391986,-1.04252415253027,0.99775,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Forgery","Low",-0.227550940030373,-2.33625488403134,-3.93089074017521,-0.774014492261685,0.9965,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Forgery","Average",0,-1.70834253181842,-2.8967499967884,-0.506470132945896,0.99725,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Forgery","High",0.227550940030373,-0.94269907750924,-2.42740430108732,0.743010848333658,0.88525,"Gap"
"BeautySRBetween","confright","AI-Generated - Human Forgery","High - Low",NA,1.38000535549817,-0.741712979095763,3.42469059046302,0.899,"Gap"
"BeautySRBetween","confright","Human Original",NA,NA,1.87150028008096,1.46711095294361,2.26260351928848,1,"SR slope"
"BeautySRBetween","confright","Human Forgery",NA,NA,1.19274890153778,0.816645206457689,1.54684833884161,1,"SR slope"
"BeautySRBetween","confright","AI-Generated",NA,NA,1.49714010797802,1.12391433254122,1.86364635409059,1,"SR slope"
"BeautySRBetween","confright","AI-Generated - Human Original",NA,NA,-0.370608347975615,-0.806923075665156,0.09620558153145,0.94425,"SR slope"
"BeautySRBetween","confright","Human Forgery - Human Original",NA,NA,-0.676973281484444,-1.15490701424631,-0.22172852715252,0.99775,"SR slope"
"BeautySRBetween","confright","AI-Generated - Human Forgery",NA,NA,0.303851997926041,-0.164189459361308,0.753257295721843,0.89875,"SR slope"
"BeautySRBetween","confright","Human Original",NA,NA,1.13284048693589,0.27423810340233,1.97763332270182,0.995,"SR_b slope"
"BeautySRBetween","confright","Human Forgery",NA,NA,1.47643518288818,0.628929947268042,2.28373050029267,0.9995,"SR_b slope"
"BeautySRBetween","confright","AI-Generated",NA,NA,1.33589017815304,0.49092991782409,2.13350345625608,0.99975,"SR_b slope"
"BeautySRBetween","confright","AI-Generated - Human Original",NA,NA,0.201170380067345,-0.318468089401797,0.764697033557771,0.77425,"SR_b slope"
"BeautySRBetween","confright","Human Forgery - Human Original",NA,NA,0.339733831411307,-0.189507555679735,0.893706108318471,0.88375,"SR_b slope"
"BeautySRBetween","confright","AI-Generated - Human Forgery",NA,NA,-0.139244213347953,-0.636144677901457,0.424670462642135,0.687,"SR_b slope"
"BeautySRBetween","confleft","AI-Generated - Human Original","Low",-0.227550940030373,3.06684653769804,0.789542789422537,5.38587595547298,0.993,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Original","Average",0,4.02529588117157,2.05569400346639,5.823139598645,1,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Original","High",0.227550940030373,4.87064521267061,1.92719112950676,7.74690397639279,0.99925,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Original","High - Low",NA,1.74775825807937,-1.77383910525982,5.75441631320425,0.83075,"Gap"
"BeautySRBetween","confleft","Human Forgery - Human Original","Low",-0.227550940030373,2.4542399555478,0.00438590340788303,4.79469740502722,0.983,"Gap"
"BeautySRBetween","confleft","Human Forgery - Human Original","Average",0,2.04541744604132,0.13040611337588,4.04546642891555,0.9825,"Gap"
"BeautySRBetween","confleft","Human Forgery - Human Original","High",0.227550940030373,1.63654677943238,-1.39706805718677,4.50982682907534,0.861,"Gap"
"BeautySRBetween","confleft","Human Forgery - Human Original","High - Low",NA,-0.803356169036446,-4.85100606579155,2.71463517173512,0.6615,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Forgery","Low",-0.227550940030373,0.583248676530446,-1.89601492897715,3.17543595347072,0.67,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Forgery","Average",0,1.93197781463767,-0.041477388497202,4.0185737732729,0.968,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Forgery","High",0.227550940030373,3.18707520181875,0.166939152872325,6.45047793977697,0.9775,"Gap"
"BeautySRBetween","confleft","AI-Generated - Human Forgery","High - Low",NA,2.61293800231813,-1.38999445154575,6.68969077356769,0.894,"Gap"
"BeautySRBetween","confleft","Human Original",NA,NA,-1.21531280586207,-1.81294942987459,-0.597784816298186,1,"SR slope"
"BeautySRBetween","confleft","Human Forgery",NA,NA,-1.38760944091854,-2.09339295147792,-0.672515107115079,0.99975,"SR slope"
"BeautySRBetween","confleft","AI-Generated",NA,NA,-0.817491292051664,-1.4677672934425,-0.113456602876982,0.99,"SR slope"
"BeautySRBetween","confleft","AI-Generated - Human Original",NA,NA,0.384851263735636,-0.373623763022857,1.28431743109342,0.83075,"SR slope"
"BeautySRBetween","confleft","Human Forgery - Human Original",NA,NA,-0.177180661343118,-1.07470237914592,0.592631464699567,0.6615,"SR slope"
"BeautySRBetween","confleft","AI-Generated - Human Forgery",NA,NA,0.575353452264754,-0.302901688983004,1.47618278917777,0.894,"SR slope"
"BeautySRBetween","confleft","Human Original",NA,NA,-1.26420641153988,-2.30733690851023,-0.221047395675972,0.9915,"SR_b slope"
"BeautySRBetween","confleft","Human Forgery",NA,NA,-1.82498218360459,-3.09951239620638,-0.784544461844822,0.99975,"SR_b slope"
"BeautySRBetween","confleft","AI-Generated",NA,NA,-1.56279884417437,-2.79710048949449,-0.482098230279709,0.99575,"SR_b slope"
"BeautySRBetween","confleft","AI-Generated - Human Original",NA,NA,-0.292160905020336,-1.12444221124506,0.590877090916869,0.745,"SR_b slope"
"BeautySRBetween","confleft","Human Forgery - Human Original",NA,NA,-0.548753130360863,-1.47137134597311,0.267613500612773,0.89275,"SR_b slope"
"BeautySRBetween","confleft","AI-Generated - Human Forgery",NA,NA,0.251770647863925,-0.620414350270959,1.15980993924211,0.7,"SR_b slope"
"MeaningSR","response","AI-Generated - Human Original","Low",-0.227550940030373,-9.57283999391164,-11.8033800357953,-7.60612306963921,1,"Gap"
"MeaningSR","response","AI-Generated - Human Original","Average",0,-9.13652982627647,-11.0071495639871,-7.48213686435444,1,"Gap"
"MeaningSR","response","AI-Generated - Human Original","High",0.227550940030373,-8.60679995890813,-10.5562714727163,-6.61022034118079,1,"Gap"
"MeaningSR","response","AI-Generated - Human Original","High - Low",NA,0.966477029790365,-1.09486271021731,3.01139965689845,0.812,"Gap"
"MeaningSR","response","Human Forgery - Human Original","Low",-0.227550940030373,-4.01457926223721,-5.5877517781862,-2.35513296513548,1,"Gap"
"MeaningSR","response","Human Forgery - Human Original","Average",0,-4.16422350460442,-5.34227663624456,-2.94379090545427,1,"Gap"
"MeaningSR","response","Human Forgery - Human Original","High",0.227550940030373,-4.38976580413332,-5.93118108313075,-2.94761187460019,1,"Gap"
"MeaningSR","response","Human Forgery - Human Original","High - Low",NA,-0.382513027587365,-2.45815550799103,1.6752477946877,0.65125,"Gap"
"MeaningSR","response","AI-Generated - Human Forgery","Low",-0.227550940030373,-5.54951260137117,-7.72727929817394,-3.5882190742348,1,"Gap"
"MeaningSR","response","AI-Generated - Human Forgery","Average",0,-4.98358790266084,-6.68974203057147,-3.35367293429204,1,"Gap"
"MeaningSR","response","AI-Generated - Human Forgery","High",0.227550940030373,-4.2170196512526,-6.1758425740231,-2.39762738504622,1,"Gap"
"MeaningSR","response","AI-Generated - Human Forgery","High - Low",NA,1.33456346680934,-0.894098687560637,3.43276831567924,0.8915,"Gap"
"MeaningSR","response","Human Original",NA,NA,1.48285171938552,1.04226184312406,1.88030278235396,1,"SR slope"
"MeaningSR","response","Human Forgery",NA,NA,1.38648450136158,0.96326417229986,1.81130414132976,1,"SR slope"
"MeaningSR","response","AI-Generated",NA,NA,1.6871245042851,1.2678568650019,2.13567522451504,1,"SR slope"
"MeaningSR","response","AI-Generated - Human Original",NA,NA,0.214888662348497,-0.24303255586496,0.661961328380996,0.814,"SR slope"
"MeaningSR","response","Human Forgery - Human Original",NA,NA,-0.0856371098505819,-0.552712693306331,0.358067468841705,0.654,"SR slope"
"MeaningSR","response","AI-Generated - Human Forgery",NA,NA,0.298508452540758,-0.195244357167557,0.754281563074999,0.896,"SR slope"
"MeaningSR","mu","AI-Generated - Human Original","Low",-0.227550940030373,-7.83658467403053,-9.72978001508181,-5.9416854050939,1,"Gap"
"MeaningSR","mu","AI-Generated - Human Original","Average",0,-7.62387097766378,-9.18768698139344,-6.04741576260517,1,"Gap"
"MeaningSR","mu","AI-Generated - Human Original","High",0.227550940030373,-7.31893353646858,-9.10472742911903,-5.46441350009348,1,"Gap"
"MeaningSR","mu","AI-Generated - Human Original","High - Low",NA,0.519242132607522,-1.56454212655142,2.57807593163161,0.68275,"Gap"
"MeaningSR","mu","Human Forgery - Human Original","Low",-0.227550940030373,-3.27095852240455,-4.81903225024715,-1.6480295745487,1,"Gap"
"MeaningSR","mu","Human Forgery - Human Original","Average",0,-3.74662843609022,-4.85595579178092,-2.60422873475951,1,"Gap"
"MeaningSR","mu","Human Forgery - Human Original","High",0.227550940030373,-4.2118456573649,-5.57936392814859,-2.71374646422406,1,"Gap"
"MeaningSR","mu","Human Forgery - Human Original","High - Low",NA,-0.903841366635167,-3.0103281418061,1.11453439047774,0.81975,"Gap"
"MeaningSR","mu","AI-Generated - Human Forgery","Low",-0.227550940030373,-4.54856608845,-6.47765895860236,-2.62064198303128,1,"Gap"
"MeaningSR","mu","AI-Generated - Human Forgery","Average",0,-3.87995012224273,-5.37846552422674,-2.41193284200034,1,"Gap"
"MeaningSR","mu","AI-Generated - Human Forgery","High",0.227550940030373,-3.10682947718144,-4.90696623248975,-1.43069743202275,0.9995,"Gap"
"MeaningSR","mu","AI-Generated - Human Forgery","High - Low",NA,1.44220927235665,-0.794163284419924,3.39553263843798,0.9075,"Gap"
"MeaningSR","mu","Human Original",NA,NA,1.22005010967924,0.799065831800172,1.61806920803603,1,"SR slope"
"MeaningSR","mu","Human Forgery",NA,NA,1.01501867590689,0.615263503775443,1.39619805042768,1,"SR slope"
"MeaningSR","mu","AI-Generated",NA,NA,1.32836130819233,0.93419475334483,1.71408871776368,1,"SR slope"
"MeaningSR","mu","AI-Generated - Human Original",NA,NA,0.114225127521767,-0.345349340258816,0.567645365827152,0.6825,"SR slope"
"MeaningSR","mu","Human Forgery - Human Original",NA,NA,-0.199246372698275,-0.662895534004948,0.245483863037299,0.82,"SR slope"
"MeaningSR","mu","AI-Generated - Human Forgery",NA,NA,0.31763952234351,-0.174906806172936,0.748995994417967,0.9075,"SR slope"
"MeaningSR","pzero","AI-Generated - Human Original","Low",-0.227550940030373,5.86794204290086,3.14243991308525,9.3309870671647,1,"Gap"
"MeaningSR","pzero","AI-Generated - Human Original","Average",0,4.45089396489418,2.46573515736125,7.06218821230686,1,"Gap"
"MeaningSR","pzero","AI-Generated - Human Original","High",0.227550940030373,3.33406725410173,1.50279360924396,5.55503275121349,1,"Gap"
"MeaningSR","pzero","AI-Generated - Human Original","High - Low",NA,-2.50369743957648,-5.08136262213027,-0.401776947117764,0.992,"Gap"
"MeaningSR","pzero","Human Forgery - Human Original","Low",-0.227550940030373,2.16390422609296,0.536420088108448,4.10898898935791,0.99725,"Gap"
"MeaningSR","pzero","Human Forgery - Human Original","Average",0,1.24590425214448,0.152085130130549,2.3802548923346,0.9925,"Gap"
"MeaningSR","pzero","Human Forgery - Human Original","High",0.227550940030373,0.666209091250334,-0.221642450461278,1.77854858642677,0.927,"Gap"
"MeaningSR","pzero","Human Forgery - Human Original","High - Low",NA,-1.47820550855692,-3.22787314603456,0.070744553075976,0.9745,"Gap"
"MeaningSR","pzero","AI-Generated - Human Forgery","Low",-0.227550940030373,3.69731096944954,0.785512464404445,6.72733766993874,0.997,"Gap"
"MeaningSR","pzero","AI-Generated - Human Forgery","Average",0,3.18628476378443,1.10514158397037,5.48341428893798,1,"Gap"
"MeaningSR","pzero","AI-Generated - Human Forgery","High",0.227550940030373,2.64611234202184,0.818757377711806,4.85054271101568,0.99825,"Gap"
"MeaningSR","pzero","AI-Generated - Human Forgery","High - Low",NA,-1.01458805985191,-3.53043908860161,1.60370834823425,0.78775,"Gap"
"MeaningSR","pzero","Human Original",NA,NA,-0.626575090609968,-0.99028005172884,-0.326249473035754,1,"SR slope"
"MeaningSR","pzero","Human Forgery",NA,NA,-0.944870589945565,-1.5076256794606,-0.496077301420032,1,"SR slope"
"MeaningSR","pzero","AI-Generated",NA,NA,-1.17742552070716,-1.89419815345263,-0.592007174638184,1,"SR slope"
"MeaningSR","pzero","AI-Generated - Human Original",NA,NA,-0.548065569890108,-1.10103632213127,-0.0942502570641379,0.99325,"SR slope"
"MeaningSR","pzero","Human Forgery - Human Original",NA,NA,-0.315758372892208,-0.674507341865055,0.0197474287894628,0.976,"SR slope"
"MeaningSR","pzero","AI-Generated - Human Forgery",NA,NA,-0.229867098678907,-0.785127572341018,0.306644137999669,0.8035,"SR slope"
