"Item","Participant","Condition","Trial1","CueColor","ScreenWidth","ScreenHeight","Beauty","Valence","Meaning","Worth","Trial2","Reality","Authenticity","Category","Subcategory","Style","Artist","Title","Norms_Liking","Norms_Valence","Norms_Arousal","Norms_Complexity","Norms_Familiarity","ManipulationDistrust","SelfRelevance","Beauty2","Emotion"
"20127.jpg","S344","Human Original",26,"Green",1536,960,0.616666666666667,0.5,0.166666666666667,0.4,38,0.31,0.31,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,NA,NA,"Negative - Low intensity"
"20501.jpg","S344","Human Forgery",32,"Blue",1536,960,0.683333333333333,0.666666666666667,0.166666666666667,0.4,47,0.61,0.2,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,NA,NA,"Negative - Low intensity"
"20714.jpg","S344","Human Original",30,"Green",1536,960,0.635,0.666666666666667,0.166666666666667,0.2,14,0.91,0.66,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,NA,NA,"Negative - High intensity"
"20718.jpg","S344","Human Original",13,"Green",1536,960,0.636666666666667,0.666666666666667,0.666666666666667,0.6,5,0.83,0.795,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,NA,NA,"Negative - High intensity"
"21019.jpg","S344","Human Forgery",21,"Blue",1536,960,0.676666666666667,0.833333333333333,0.5,0.6,16,0.9,0.225,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,NA,NA,"Positive - High intensity"
"21022.jpg","S344","AI-Generated",10,"Red",1536,960,0.553333333333333,0.666666666666667,0.166666666666667,0.2,40,0.5,0.5,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,NA,NA,"Positive - High intensity"
"30201.jpg","S344","Human Forgery",15,"Blue",1536,960,0.665,0.666666666666667,0.333333333333333,0.4,9,0.23,0.275,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30211.jpg","S344","AI-Generated",42,"Red",1536,960,0.618333333333333,0.666666666666667,0.166666666666667,0.2,20,0.345,0.315,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,NA,NA,"Positive - Low intensity"
"30215.jpg","S344","Human Forgery",22,"Blue",1536,960,0.703333333333333,0.833333333333333,0.333333333333333,0.4,6,0.89,0.15,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,NA,NA,"Positive - Low intensity"
"30403.jpg","S344","Human Forgery",43,"Blue",1536,960,0.683333333333333,0.833333333333333,0.333333333333333,0.6,37,0.8,0.41,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,NA,NA,"Positive - Low intensity"
"30408.jpg","S344","Human Forgery",17,"Blue",1536,960,0.675,0.666666666666667,0.333333333333333,0.4,26,0.76,0.26,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"30620.jpg","S344","Human Original",44,"Green",1536,960,0.623333333333333,0.666666666666667,0.166666666666667,0.4,13,0.58,0.37,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30622.jpg","S344","AI-Generated",31,"Red",1536,960,0.553333333333333,0.666666666666667,0.166666666666667,0,30,0.36,0.28,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,NA,NA,"Positive - Low intensity"
"31006.jpg","S344","AI-Generated",29,"Red",1536,960,0.273333333333333,0.166666666666667,0,0,12,0.5,0.88,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,NA,NA,"Positive - Low intensity"
"40207.jpg","S344","Human Original",16,"Green",1536,960,0.743333333333333,0.833333333333333,0.666666666666667,0.6,10,0.885,0.89,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,NA,NA,"Negative - High intensity"
"40215.jpg","S344","Human Forgery",11,"Blue",1536,960,0.673333333333333,0.666666666666667,0.166666666666667,0.4,19,0.365,0.355,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,NA,NA,"Negative - Low intensity"
"40224.jpg","S344","AI-Generated",33,"Red",1536,960,0.601666666666667,0.666666666666667,0.166666666666667,0.2,3,0.85,0.77,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,NA,NA,"Positive - High intensity"
"40229.jpg","S344","Human Original",35,"Green",1536,960,0.7,0.666666666666667,0.5,0.4,11,0.86,0.685,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,NA,NA,"Negative - High intensity"
"40303.jpg","S344","Human Forgery",24,"Blue",1536,960,0.618333333333333,0.333333333333333,0.5,0.4,4,0.73,0.41,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,NA,NA,"Negative - High intensity"
"40309.jpg","S344","Human Original",18,"Green",1536,960,0.615,0.666666666666667,0.5,0.4,39,0.83,0.245,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"40716.jpg","S344","AI-Generated",38,"Red",1536,960,0.54,0.5,0,0,18,0.82,0.575,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,NA,NA,"Positive - Low intensity"
"41004.jpg","S344","Human Original",6,"Green",1536,960,0.585,0.666666666666667,0.166666666666667,0.4,36,0.655,0.265,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,NA,NA,"Negative - Low intensity"
"41026.jpg","S344","AI-Generated",25,"Red",1536,960,0.575,0.666666666666667,0.5,0.2,7,0.83,0.745,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"50815.jpg","S344","Human Original",7,"Green",1536,960,0.461666666666667,0.5,0,0.2,46,0.3,0.17,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,NA,NA,"Positive - High intensity"
"50937.jpg","S344","Human Original",41,"Green",1536,960,0.596666666666667,0.666666666666667,0.166666666666667,0.4,31,0.685,0.625,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,NA,NA,"Negative - Low intensity"
"51003.jpg","S344","AI-Generated",40,"Red",1536,960,0.568333333333333,0.5,0.666666666666667,0,34,0.455,0.165,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,NA,NA,"Positive - Low intensity"
"51204.jpg","S344","Human Forgery",2,"Blue",1536,960,0.631666666666667,0.833333333333333,0.5,0.4,24,0.785,0.695,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - High intensity"
"51208.jpg","S344","Human Original",8,"Green",1536,960,0.661666666666667,0.833333333333333,0.5,0.6,42,0.775,0.635,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,NA,NA,"Positive - High intensity"
"51322.jpg","S344","Human Original",9,"Green",1536,960,0.423333333333333,0.5,0.166666666666667,0,44,0.735,0.325,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"51323.jpg","S344","AI-Generated",14,"Red",1536,960,0.5,0.5,0.166666666666667,0,23,0.76,0.595,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,NA,NA,"Positive - Low intensity"
"51326.jpg","S344","AI-Generated",20,"Red",1536,960,0.435,0.5,0,0,32,0.56,0.7,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"51328.jpg","S344","AI-Generated",5,"Red",1536,960,0.333333333333333,0.5,0,0,35,0.27,0.56,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,NA,NA,"Negative - Low intensity"
"10130.jpg","S068","Human Forgery",20,"Red",2052,1430,0.41,0.166666666666667,0.5,0,19,0.2,0.635,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,0,0.63,"Positive - High intensity"
"10224.jpg","S068","AI-Generated",12,"Green",2052,1430,0.5,0.333333333333333,0.833333333333333,0,38,0.74,0.23,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,0.166666666666667,0.5,"Negative - High intensity"
"10226.jpg","S068","Human Original",5,"Blue",2052,1430,0.671666666666667,0.666666666666667,0.833333333333333,0.4,24,0.625,0.37,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,0,0.701666666666667,"Positive - High intensity"
"10229.jpg","S068","AI-Generated",31,"Green",2052,1430,0.683333333333333,0.5,0.666666666666667,0.2,37,0.415,0.61,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,0,0.65,"Negative - Low intensity"
"10514.jpg","S068","Human Forgery",47,"Red",2052,1430,0.63,0.666666666666667,0.5,0.2,3,0.755,0.245,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,0,0.755,"Positive - High intensity"
"10601.jpg","S068","Human Forgery",29,"Red",2052,1430,0.663333333333333,0.666666666666667,0.666666666666667,0.4,31,0.67,0.645,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,0,0.741666666666667,"Positive - High intensity"
"10609.jpg","S068","Human Original",14,"Blue",2052,1430,0.85,0.833333333333333,0.666666666666667,0.4,44,0.63,0.365,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,0.166666666666667,0.735,"Positive - High intensity"
"10624.jpg","S068","Human Forgery",37,"Red",2052,1430,0.5,0.5,0.5,0.2,32,0.55,0.445,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Ensor, James","The Rower",0.365079365079365,0.236111111111111,0.2375,0.568181818181818,0.583333333333333,0,0,0.5,"Negative - Low intensity"
"10632.jpg","S068","AI-Generated",22,"Green",2052,1430,0.71,0.666666666666667,0.666666666666667,0.4,15,0.715,0.415,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,0,0.688333333333333,"Negative - Low intensity"
"10648.jpg","S068","Human Original",17,"Blue",2052,1430,0.595,0.5,0.5,0.2,45,0.135,0.5,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,0,0.645,"Negative - High intensity"
"11014.jpg","S068","Human Original",39,"Blue",2052,1430,0.266666666666667,0.833333333333333,0.666666666666667,0.4,36,0.5,0.5,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Beckmann, Max","The Night",0.174603174603175,0.0555555555555556,0.8625,0.977272727272727,0.75,0,0,0.326666666666667,"Negative - High intensity"
"11016.jpg","S068","Human Forgery",40,"Red",2052,1430,0.338333333333333,0.333333333333333,0.5,0,14,0.215,0.715,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,0,0.363333333333333,"Negative - High intensity"
"11026.jpg","S068","Human Forgery",10,"Red",2052,1430,0.563333333333333,0.666666666666667,0.166666666666667,0.2,10,0.57,0.4,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,0,0.628333333333333,"Positive - High intensity"
"11122.jpg","S068","Human Forgery",45,"Red",2052,1430,0.5,0.5,0.5,0.2,40,0.205,0.725,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,0.5,0.691666666666667,"Negative - High intensity"
"11126.jpg","S068","Human Forgery",6,"Red",2052,1430,0.5,0.333333333333333,0,0,33,0.095,0.75,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,0,0.631666666666667,"Negative - High intensity"
"11127.jpg","S068","AI-Generated",35,"Green",2052,1430,0.4,0.5,0.5,0.2,12,0.085,0.5,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,0,0.68,"Negative - High intensity"
"20127.jpg","S068","Human Forgery",48,"Red",2052,1430,0.668333333333333,0.5,0.666666666666667,0.2,11,0.68,0.755,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,0,0.643333333333333,"Negative - Low intensity"
"20501.jpg","S068","AI-Generated",30,"Green",2052,1430,0.5,0.5,0.5,0.2,42,0.615,0.58,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,0,0.598333333333333,"Negative - Low intensity"
"20714.jpg","S068","Human Forgery",23,"Red",2052,1430,0.298333333333333,0.333333333333333,0.833333333333333,0.2,1,0.25,0.5,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,0,0.245,"Negative - High intensity"
"20718.jpg","S068","AI-Generated",7,"Green",2052,1430,0.45,0.5,0.166666666666667,0,9,0.39,0.5,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,0,0.265,"Negative - High intensity"
"21019.jpg","S068","Human Original",8,"Blue",2052,1430,0.398333333333333,0.166666666666667,0,0,30,0.18,0.785,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,0,0.781666666666667,"Positive - High intensity"
"21022.jpg","S068","AI-Generated",43,"Green",2052,1430,0.581666666666667,0.5,0.333333333333333,0,22,0.25,0.57,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,0,0.596666666666667,"Positive - High intensity"
"30201.jpg","S068","AI-Generated",44,"Green",2052,1430,0.863333333333333,0.833333333333333,0.5,0.4,17,0.625,0.43,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,0.5,0.738333333333333,"Positive - Low intensity"
"30211.jpg","S068","Human Original",34,"Blue",2052,1430,0.818333333333333,0.833333333333333,0.833333333333333,0.4,20,0.75,0.615,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,0.333333333333333,0.778333333333333,"Positive - Low intensity"
"30215.jpg","S068","AI-Generated",18,"Green",2052,1430,0.775,0.833333333333333,0.666666666666667,0.4,46,0.695,0.63,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,0.333333333333333,0.718333333333333,"Positive - Low intensity"
"30403.jpg","S068","AI-Generated",41,"Green",2052,1430,0.665,0.666666666666667,0.5,0.4,35,0.71,0.385,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,0.333333333333333,0.786666666666667,"Positive - Low intensity"
"30408.jpg","S068","AI-Generated",3,"Green",2052,1430,0.746666666666667,0.833333333333333,0.333333333333333,0.2,48,0.65,0.65,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,0.666666666666667,0.823333333333333,"Positive - Low intensity"
"30620.jpg","S068","Human Original",25,"Blue",2052,1430,0.796666666666667,0.833333333333333,0.833333333333333,0.4,21,0.72,0.705,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,0,0.858333333333333,"Positive - Low intensity"
"30622.jpg","S068","AI-Generated",26,"Green",2052,1430,0.646666666666667,0.5,0.5,0.2,27,0.565,0.45,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,0.166666666666667,0.671666666666667,"Positive - Low intensity"
"31006.jpg","S068","Human Forgery",33,"Red",2052,1430,0.5,0.5,0,0,18,0.115,0.5,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,0,0.786666666666667,"Positive - Low intensity"
"40207.jpg","S068","Human Original",15,"Blue",2052,1430,0.5,0.333333333333333,0.833333333333333,0.4,13,0.61,0.5,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,0,0.245,"Negative - High intensity"
"40215.jpg","S068","Human Forgery",28,"Red",2052,1430,0.855,0.833333333333333,0.833333333333333,0.4,8,0.155,0.645,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,0,0.5,"Negative - Low intensity"
"40224.jpg","S068","Human Forgery",16,"Red",2052,1430,0.745,0.666666666666667,0.666666666666667,0.2,47,0.415,0.5,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,0.166666666666667,0.681666666666667,"Positive - High intensity"
"40229.jpg","S068","Human Original",24,"Blue",2052,1430,0.198333333333333,0.166666666666667,0.833333333333333,0,39,0.195,0.5,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,0,0.315,"Negative - High intensity"
"40303.jpg","S068","Human Forgery",42,"Red",2052,1430,0.265,0.333333333333333,0.833333333333333,0,23,0.345,0.5,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,0,0.381666666666667,"Negative - High intensity"
"40309.jpg","S068","Human Original",32,"Blue",2052,1430,0.421666666666667,0.166666666666667,0.5,0,7,0.82,0.445,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,0,0.5,"Negative - Low intensity"
"40716.jpg","S068","Human Original",19,"Blue",2052,1430,0.5,0.333333333333333,0.166666666666667,0.2,34,0.5,0.5,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,0,0.5,"Positive - Low intensity"
"41004.jpg","S068","Human Original",11,"Blue",2052,1430,0.78,0.666666666666667,0.333333333333333,0.2,25,0.19,0.595,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,0,0.785,"Negative - Low intensity"
"41026.jpg","S068","AI-Generated",27,"Green",2052,1430,0.5,0.5,0.166666666666667,0,2,0.19,0.5,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,0,0.5,"Negative - Low intensity"
"50815.jpg","S068","Human Original",2,"Blue",2052,1430,0.585,0.666666666666667,0,0.2,41,0.5,0.5,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,0,0.645,"Positive - High intensity"
"50937.jpg","S068","Human Forgery",46,"Red",2052,1430,0.5,0.5,0,0,43,0.62,0.57,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,0,0.5,"Negative - Low intensity"
"51003.jpg","S068","Human Forgery",21,"Red",2052,1430,0.531666666666667,0.5,0,0,4,0.135,0.72,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,0,0.736666666666667,"Positive - Low intensity"
"51204.jpg","S068","AI-Generated",4,"Green",2052,1430,0.5,0.5,0,0,28,0.205,0.79,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,0,0.5,"Positive - High intensity"
"51208.jpg","S068","AI-Generated",36,"Green",2052,1430,0.27,0.166666666666667,0,0,5,0.1,0.825,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,0,0.701666666666667,"Positive - High intensity"
"51322.jpg","S068","AI-Generated",38,"Green",2052,1430,0.281666666666667,0.333333333333333,0,0,26,0.5,0.5,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,0,0.483333333333333,"Negative - Low intensity"
"51323.jpg","S068","Human Original",1,"Blue",2052,1430,0.498333333333333,0.166666666666667,0,0,29,0.5,0.5,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,0,0.5,"Positive - Low intensity"
"51326.jpg","S068","Human Original",13,"Blue",2052,1430,0.4,0.166666666666667,0,0,16,0.11,0.86,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,0,0.371666666666667,"Positive - Low intensity"
"51328.jpg","S068","Human Original",9,"Blue",2052,1430,0.236666666666667,0,0,0,6,0.5,0.5,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,0,0.5,"Negative - Low intensity"
"10130.jpg","S172","AI-Generated",3,"Red",1366,768,1,0.666666666666667,0.666666666666667,0.2,48,1,1,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,5,NA,NA,"Positive - High intensity"
"10224.jpg","S172","Human Original",33,"Green",1366,768,1,0.833333333333333,0.666666666666667,0.6,40,1,1,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,5,NA,NA,"Negative - High intensity"
"10226.jpg","S172","AI-Generated",38,"Red",1366,768,1,1,1,0.6,4,0.505,0.5,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,5,NA,NA,"Positive - High intensity"
"10229.jpg","S172","Human Original",29,"Green",1366,768,0.916666666666667,0.833333333333333,0.666666666666667,0.4,8,1,0.5,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,5,NA,NA,"Negative - Low intensity"
