"Item","Participant","Condition","Trial1","CueColor","ScreenWidth","ScreenHeight","Beauty","Valence","Meaning","Worth","Trial2","Reality","Authenticity","Category","Subcategory","Style","Artist","Title","Norms_Liking","Norms_Valence","Norms_Arousal","Norms_Complexity","Norms_Familiarity","ManipulationDistrust","SelfRelevance","Beauty2","Emotion"
"40229.jpg","S083","Human Forgery",28,"Blue",1366,768,0.516666666666667,0,1,0,9,0.82,0.795,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,NA,NA,"Negative - High intensity"
"40303.jpg","S083","AI-Generated",32,"Green",1366,768,0.5,0,0.833333333333333,0,44,0.235,0.23,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,NA,NA,"Negative - High intensity"
"40309.jpg","S083","Human Forgery",1,"Blue",1366,768,0.05,0.166666666666667,0,0,3,0,0.945,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"40716.jpg","S083","AI-Generated",34,"Green",1366,768,0.616666666666667,0.666666666666667,0,0,2,0.775,0.25,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,NA,NA,"Positive - Low intensity"
"41004.jpg","S083","AI-Generated",8,"Green",1366,768,0.5,0.333333333333333,0.333333333333333,0,46,0.725,0.275,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,NA,NA,"Negative - Low intensity"
"41026.jpg","S083","AI-Generated",14,"Green",1366,768,0.266666666666667,0.5,0.333333333333333,0,10,0.01,0.99,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"50815.jpg","S083","Human Forgery",6,"Blue",1366,768,0.833333333333333,0.666666666666667,0.166666666666667,0.2,36,0.77,0.225,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,NA,NA,"Positive - High intensity"
"50937.jpg","S083","Human Original",37,"Red",1366,768,0.3,0.166666666666667,0.166666666666667,0,35,0.025,0.755,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,NA,NA,"Negative - Low intensity"
"51003.jpg","S083","Human Original",35,"Red",1366,768,0.716666666666667,0.666666666666667,0.166666666666667,0.4,31,0.11,0.74,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,NA,NA,"Positive - Low intensity"
"51204.jpg","S083","Human Original",38,"Red",1366,768,0.5,0.333333333333333,0,0,16,0.19,0.23,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - High intensity"
"51208.jpg","S083","Human Forgery",19,"Blue",1366,768,0.5,0.5,0,0,11,0.75,0.25,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,NA,NA,"Positive - High intensity"
"51322.jpg","S083","AI-Generated",43,"Green",1366,768,0.35,0.166666666666667,0.166666666666667,0,4,0.045,0.785,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"51323.jpg","S083","AI-Generated",3,"Green",1366,768,0.0333333333333334,0.5,0,0,48,0.015,0.01,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,NA,NA,"Positive - Low intensity"
"51326.jpg","S083","AI-Generated",45,"Green",1366,768,0.616666666666667,0.666666666666667,0,0.2,37,0.01,0.995,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"51328.jpg","S083","Human Original",23,"Red",1366,768,0.0166666666666667,0.333333333333333,0,0,6,0.24,0.25,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,NA,NA,"Negative - Low intensity"
"10130.jpg","S131","AI-Generated",12,"Red",1920,1080,0.0966666666666667,0,0,0,42,0.15,0.16,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,NA,NA,"Positive - High intensity"
"10224.jpg","S131","Human Original",3,"Green",1920,1080,0.421666666666667,0.5,0.5,0.2,28,0.305,0.185,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,NA,NA,"Negative - High intensity"
"10226.jpg","S131","Human Original",7,"Green",1920,1080,0.5,0.5,0.5,0.2,37,0.72,0.745,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,NA,NA,"Positive - High intensity"
"10229.jpg","S131","Human Forgery",23,"Blue",1920,1080,0.403333333333333,0.166666666666667,0.166666666666667,0,20,0.17,0.215,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"10514.jpg","S131","Human Original",38,"Green",1920,1080,0.73,0.833333333333333,0.5,0.4,15,0.565,0.44,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,NA,NA,"Positive - High intensity"
"10601.jpg","S131","Human Forgery",35,"Blue",1920,1080,0.415,0.166666666666667,0.166666666666667,0,43,0.1,0.16,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,NA,NA,"Positive - High intensity"
"10609.jpg","S131","AI-Generated",36,"Red",1920,1080,0.24,0,0,0,38,0.6,0.305,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,NA,NA,"Positive - High intensity"
"10624.jpg","S131","AI-Generated",11,"Red",1920,1080,0.298333333333333,0,0,0,19,0.29,0.625,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Ensor, James","The Rower",0.365079365079365,0.236111111111111,0.2375,0.568181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"10632.jpg","S131","Human Forgery",31,"Blue",1920,1080,0.328333333333333,0.166666666666667,0.166666666666667,0,22,0.66,0.62,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,NA,NA,"Negative - Low intensity"
"10648.jpg","S131","Human Original",8,"Green",1920,1080,0.438333333333333,0.333333333333333,0.333333333333333,0,13,0.225,0.315,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11014.jpg","S131","Human Original",46,"Green",1920,1080,0.38,0.5,0.333333333333333,0,8,0.205,0.68,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Beckmann, Max","The Night",0.174603174603175,0.0555555555555556,0.8625,0.977272727272727,0.75,0,NA,NA,"Negative - High intensity"
"11016.jpg","S131","Human Original",29,"Green",1920,1080,0.405,0.333333333333333,0.333333333333333,0.2,45,0.22,0.095,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11026.jpg","S131","Human Forgery",4,"Blue",1920,1080,0.5,0.333333333333333,0.333333333333333,0,34,0.115,0.095,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,NA,NA,"Positive - High intensity"
"11122.jpg","S131","Human Forgery",16,"Blue",1920,1080,0.346666666666667,0.333333333333333,0.166666666666667,0,35,0.08,0.38,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,NA,NA,"Negative - High intensity"
"11126.jpg","S131","AI-Generated",18,"Red",1920,1080,0.433333333333333,0,0,0,33,0.375,0.76,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,NA,NA,"Negative - High intensity"
"11127.jpg","S131","Human Forgery",33,"Blue",1920,1080,0.395,0.166666666666667,0,0,36,0.255,0.135,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,NA,NA,"Negative - High intensity"
"20127.jpg","S131","AI-Generated",9,"Red",1920,1080,0.198333333333333,0,0,0,9,0.295,0.305,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,NA,NA,"Negative - Low intensity"
"20501.jpg","S131","AI-Generated",27,"Red",1920,1080,0.305,0,0,0,7,0.665,0.805,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,NA,NA,"Negative - Low intensity"
"20714.jpg","S131","AI-Generated",14,"Red",1920,1080,0.2,0,0,0,44,0.215,0.425,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,NA,NA,"Negative - High intensity"
"20718.jpg","S131","Human Forgery",43,"Blue",1920,1080,0.435,0.166666666666667,0.166666666666667,0,18,0.13,0.375,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,NA,NA,"Negative - High intensity"
"21019.jpg","S131","AI-Generated",10,"Red",1920,1080,0.261666666666667,0,0,0,6,0.78,0.285,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,NA,NA,"Positive - High intensity"
"21022.jpg","S131","Human Original",22,"Green",1920,1080,0.458333333333333,0.5,0.333333333333333,0.2,11,0.21,0.405,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,NA,NA,"Positive - High intensity"
"30201.jpg","S131","AI-Generated",19,"Red",1920,1080,0.32,0,0,0,30,0.705,0.605,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30211.jpg","S131","Human Forgery",30,"Blue",1920,1080,0.421666666666667,0.166666666666667,0.166666666666667,0,16,0.66,0.6,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,NA,NA,"Positive - Low intensity"
"30215.jpg","S131","Human Original",21,"Green",1920,1080,0.5,0.5,0.333333333333333,0,10,0.68,0.68,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,NA,NA,"Positive - Low intensity"
"30403.jpg","S131","AI-Generated",15,"Red",1920,1080,0.316666666666667,0,0,0,14,0.325,0.325,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,NA,NA,"Positive - Low intensity"
"30408.jpg","S131","Human Original",13,"Green",1920,1080,0.673333333333333,0.833333333333333,0.5,0.4,39,0.885,0.67,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"30620.jpg","S131","Human Original",37,"Green",1920,1080,0.643333333333333,0.666666666666667,0.666666666666667,0.4,23,0.86,0.74,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30622.jpg","S131","Human Original",39,"Green",1920,1080,0.386666666666667,0.166666666666667,0.166666666666667,0,3,0.385,0.725,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,NA,NA,"Positive - Low intensity"
"31006.jpg","S131","Human Forgery",28,"Blue",1920,1080,0.375,0.333333333333333,0.166666666666667,0,48,0.305,0.585,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,NA,NA,"Positive - Low intensity"
"40207.jpg","S131","AI-Generated",17,"Red",1920,1080,0.236666666666667,0,0,0,21,0.655,0.605,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,NA,NA,"Negative - High intensity"
"40215.jpg","S131","Human Forgery",20,"Blue",1920,1080,0.381666666666667,0.333333333333333,0.166666666666667,0,31,0.335,0.765,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,NA,NA,"Negative - Low intensity"
"40224.jpg","S131","Human Forgery",48,"Blue",1920,1080,0.381666666666667,0.166666666666667,0,0,26,0.33,0.33,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,NA,NA,"Positive - High intensity"
"40229.jpg","S131","Human Original",42,"Green",1920,1080,0.538333333333333,0.333333333333333,0.5,0,27,0.175,0.26,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,NA,NA,"Negative - High intensity"
"40303.jpg","S131","AI-Generated",44,"Red",1920,1080,0.2,0,0,0,1,0.62,0.62,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,NA,NA,"Negative - High intensity"
"40309.jpg","S131","Human Forgery",32,"Blue",1920,1080,0.323333333333333,0.166666666666667,0.166666666666667,0,17,0.81,0.405,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"40716.jpg","S131","Human Forgery",40,"Blue",1920,1080,0.381666666666667,0.333333333333333,0,0,32,0.69,0.385,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,NA,NA,"Positive - Low intensity"
"41004.jpg","S131","AI-Generated",6,"Red",1920,1080,0.23,0,0,0,46,0.775,0.71,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,NA,NA,"Negative - Low intensity"
"41026.jpg","S131","Human Forgery",26,"Blue",1920,1080,0.405,0.333333333333333,0.166666666666667,0,29,0.31,0.205,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"50815.jpg","S131","Human Original",2,"Green",1920,1080,0.633333333333333,0.666666666666667,0.666666666666667,0.4,4,0.805,0.33,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,NA,NA,"Positive - High intensity"
"50937.jpg","S131","Human Original",45,"Green",1920,1080,0.576666666666667,0.666666666666667,0,0,5,0.71,0.69,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,0,NA,NA,"Negative - Low intensity"
"51003.jpg","S131","AI-Generated",1,"Red",1920,1080,0.4,0.333333333333333,0,0,25,0.37,0.63,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,NA,NA,"Positive - Low intensity"
"51204.jpg","S131","AI-Generated",34,"Red",1920,1080,0.5,0,0,0,24,0.155,0.35,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - High intensity"
"51208.jpg","S131","Human Forgery",47,"Blue",1920,1080,0.353333333333333,0.166666666666667,0,0,12,0.74,0.755,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,NA,NA,"Positive - High intensity"
"51322.jpg","S131","Human Original",41,"Green",1920,1080,0.5,0.5,0.166666666666667,0,2,0.88,0.81,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"51323.jpg","S131","Human Original",25,"Green",1920,1080,0.56,0.5,0.333333333333333,0.2,40,0.68,0.63,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,NA,NA,"Positive - Low intensity"
"51326.jpg","S131","Human Forgery",5,"Blue",1920,1080,0.325,0.333333333333333,0.166666666666667,0,41,0.7,0.665,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"51328.jpg","S131","AI-Generated",24,"Red",1920,1080,0.396666666666667,0,0,0,47,0.22,0.32,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,NA,NA,"Negative - Low intensity"
"10130.jpg","S016","Human Forgery",23,"Green",1536,864,0.5,0.5,0,0.4,61,0.25,1,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,NA,NA,"Positive - High intensity"
"10224.jpg","S016","AI-Generated",3,"Blue",1536,864,0.5,0.5,0.5,0.4,33,0,0,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,NA,NA,"Negative - High intensity"
"10226.jpg","S016","Human Forgery",32,"Green",1536,864,0.833333333333333,0.833333333333333,0.833333333333333,0.8,22,0.125,0.125,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,NA,NA,"Positive - High intensity"
"10229.jpg","S016","AI-Generated",61,"Blue",1536,864,0.416666666666667,0.166666666666667,0.333333333333333,0.4,51,0,1,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"10514.jpg","S016","AI-Generated",44,"Blue",1536,864,0.75,0.666666666666667,0.833333333333333,0.6,36,0.1,1,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,NA,NA,"Positive - High intensity"
"10601.jpg","S016","Human Forgery",55,"Green",1536,864,0.833333333333333,0.833333333333333,0.833333333333333,0.6,49,0.1,0.78,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,NA,NA,"Positive - High intensity"
"10609.jpg","S016","Human Original",46,"Red",1536,864,0.666666666666667,0.666666666666667,0.666666666666667,0.6,13,0.65,0.35,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,NA,NA,"Positive - High intensity"
"10624.jpg","S016","Human Forgery",30,"Green",1536,864,0.916666666666667,0.833333333333333,0.833333333333333,0.8,58,1,1,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Ensor, James","The Rower",0.365079365079365,0.236111111111111,0.2375,0.568181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"10632.jpg","S016","Human Forgery",49,"Green",1536,864,0.916666666666667,1,1,0.6,7,0.25,0.25,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,NA,NA,"Negative - Low intensity"
"10648.jpg","S016","Human Original",24,"Red",1536,864,0.166666666666667,0,1,0.6,25,0.25,0.25,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11014.jpg","S016","Human Forgery",2,"Green",1536,864,0.5,0.333333333333333,0.833333333333333,0.4,38,0.25,1,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Beckmann, Max","The Night",0.174603174603175,0.0555555555555556,0.8625,0.977272727272727,0.75,0,NA,NA,"Negative - High intensity"
"11016.jpg","S016","Human Original",11,"Red",1536,864,0.25,0.166666666666667,0.833333333333333,0.6,9,0.25,0.25,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11026.jpg","S016","AI-Generated",5,"Blue",1536,864,0.5,0.5,0.333333333333333,0.4,37,0,0.85,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,NA,NA,"Positive - High intensity"
"11122.jpg","S016","Human Original",52,"Red",1536,864,0.75,0.333333333333333,1,0.8,43,0.8,0.85,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,NA,NA,"Negative - High intensity"
"11126.jpg","S016","Human Original",64,"Red",1536,864,0.883333333333333,0.333333333333333,0.833333333333333,0.8,26,0.05,0.05,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,NA,NA,"Negative - High intensity"
"11127.jpg","S016","Human Forgery",35,"Green",1536,864,0.333333333333333,0.166666666666667,0.833333333333333,0.6,6,0.25,0.75,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,NA,NA,"Negative - High intensity"
"20127.jpg","S016","Human Original",42,"Red",1536,864,0.833333333333333,0.666666666666667,0.5,0.8,10,0.15,0.15,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,NA,NA,"Negative - Low intensity"
"20501.jpg","S016","Human Original",1,"Red",1536,864,0.833333333333333,0.833333333333333,0.5,1,27,1,1,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,NA,NA,"Negative - Low intensity"
"20714.jpg","S016","Human Forgery",6,"Green",1536,864,0.75,0.666666666666667,0.833333333333333,0.6,5,0.85,0.85,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,NA,NA,"Negative - High intensity"
"20718.jpg","S016","Human Original",37,"Red",1536,864,0.333333333333333,0.333333333333333,0.833333333333333,0.6,2,0.85,0.85,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,NA,NA,"Negative - High intensity"
"21019.jpg","S016","Human Original",47,"Red",1536,864,0.733333333333333,0.333333333333333,0.833333333333333,0.6,62,1,1,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,NA,NA,"Positive - High intensity"
"21022.jpg","S016","AI-Generated",12,"Blue",1536,864,0.5,0.5,0,0.4,34,0.85,0.15,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,NA,NA,"Positive - High intensity"
"30201.jpg","S016","AI-Generated",19,"Blue",1536,864,0.833333333333333,0.666666666666667,0.833333333333333,0.6,50,0.83,0.16,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,NA,NA,"Positive - Low intensity"
