"Participant","Item","RT","Recognition","PerceivedArtificiality","AnswerCondition","AnswerBelief","Condition","Trial1","CueColor","ScreenWidth","ScreenHeight","Beauty","Valence","Meaning","Worth","Trial2","Reality","Authenticity","Category","Subcategory","Style","Artist","Title","Norms_Liking","Norms_Valence","Norms_Arousal","Norms_Complexity","Norms_Familiarity","ManipulationDistrust","SelfRelevance","Beauty2","Emotion","Type","Belief"
"S248","20714.jpg",8.595,"No",0.5,"Not recognized","Not recognized","Human Original",47,"Red",1366,768,0.08,0,0.333333333333333,0.2,16,0.015,0.98,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,0,0.266666666666667,"Negative - High intensity","Old","AI Original"
"S248","41004.jpg",14.305,"Yes",NA,"Human Forgery","Human Forgery","AI-Generated",37,"Blue",1242,698,0.101666666666667,0.5,0.166666666666667,0.2,17,0.03,0.03,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,0.833333333333333,0.848333333333333,"Negative - Low intensity","Old","AI Copy"
"S248","11020.jpg",10.643,"No",-0.6,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","30412.jpg",15.373,"No",0.6,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","40215.jpg",9.176,"No",0.7,"Not recognized","Not recognized","Human Original",21,"Red",1366,768,0.793333333333333,0.833333333333333,0.666666666666667,0.2,45,0.02,0.03,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,0.666666666666667,0.841666666666667,"Negative - Low intensity","Old","AI Copy"
"S248","51219.jpg",15.773,"No",0.6,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","30218.jpg",8.312,"No",-0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","51204.jpg",13.86,"Yes",NA,"AI-Generated","AI Original","AI-Generated",39,"Blue",1366,768,0.836666666666667,1,0.833333333333333,0.4,4,0.02,0.025,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,0,0.333333333333333,0.793333333333333,"Positive - High intensity","Old","AI Copy"
"S248","50815.jpg",11.912,"No",0.7,"Not recognized","Not recognized","Human Original",32,"Red",1366,768,0.661666666666667,0.666666666666667,0.166666666666667,0.2,10,0.975,0.985,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,0,0.833333333333333,0.913333333333333,"Positive - High intensity","Old","Human Original"
"S248","10203.jpg",24.803,"Yes",NA,"Human Forgery","Human Forgery","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","51015.jpg",10.648,"No",0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","51003.jpg",8.1,"No",0.7,"Not recognized","Not recognized","AI-Generated",40,"Blue",1366,768,0.886666666666667,0.5,0.166666666666667,0.2,25,0.015,0.975,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,0,0,0.736666666666667,"Positive - Low intensity","Old","AI Original"
"S248","31017.jpg",13.676,"No",-0.9,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","11122.jpg",14.722,"Yes",NA,"AI-Generated","AI Original","Human Original",34,"Red",1366,768,0.781666666666667,0.5,0.5,0.4,20,0.025,0.975,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,0,0.731666666666667,"Negative - High intensity","Old","AI Original"
"S248","20720.jpg",10.289,"No",-0.8,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","10210.jpg",11.731,"No",-1,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","10632.jpg",22.182,"Yes",NA,"Human Forgery","Human Forgery","AI-Generated",8,"Blue",1366,768,0.683333333333333,0.833333333333333,0.666666666666667,0.4,14,0.965,0.97,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,0.5,0.883333333333333,"Negative - Low intensity","Old","Human Original"
"S248","30415.jpg",12.771,"Yes",NA,"Human Original","Human Original","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","30215.jpg",12.44,"Yes",NA,"AI-Generated","AI Original","Human Original",42,"Red",1366,768,0.88,1,0.833333333333333,0.4,34,0.975,0.98,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,0.833333333333333,0.866666666666667,"Positive - Low intensity","Old","Human Original"
"S248","51208.jpg",10.048,"No",-0.8,"Not recognized","Not recognized","Human Forgery",35,"Green",1242,698,0.836666666666667,1,0.833333333333333,0.4,7,0.03,0.02,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,0,0.333333333333333,0.825,"Positive - High intensity","Old","AI Copy"
"S248","51326.jpg",19.759,"Yes",NA,"Human Forgery","Human Forgery","AI-Generated",22,"Blue",1366,768,0.831666666666667,0.833333333333333,0.333333333333333,0.2,2,0.025,0.975,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,0.166666666666667,0.866666666666667,"Positive - Low intensity","Old","AI Original"
"S248","41010.jpg",10.125,"No",0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","10729.jpg",12.288,"No",0.8,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","10229.jpg",14.181,"No",0.7,"Not recognized","Not recognized","Human Forgery",12,"Green",1366,768,0.875,0,1,0.4,24,0.02,0.025,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,0,0.706666666666667,"Negative - Low intensity","Old","AI Copy"
"S248","40224.jpg",15.079,"Yes",NA,"Human Original","Human Original","Human Forgery",38,"Green",1242,698,0.911666666666667,1,0.833333333333333,0.4,42,0.02,0.985,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,0.833333333333333,0.835,"Positive - High intensity","Old","AI Original"
"S248","10319.jpg",14.925,"No",-1,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","30620.jpg",13.751,"Yes",NA,"AI-Generated","Human Forgery","Human Forgery",7,"Green",1366,768,0.125,0.5,0.166666666666667,0.2,13,0.98,0.98,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,0.166666666666667,0.61,"Positive - Low intensity","Old","Human Original"
"S248","51323.jpg",13.16,"No",0.6,"Not recognized","Not recognized","Human Forgery",48,"Green",1366,768,0.855,0.666666666666667,0.5,0.2,19,0.97,0.965,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,0.666666666666667,0.885,"Positive - Low intensity","Old","Human Original"
"S248","11016.jpg",11.104,"No",0.8,"Not recognized","Not recognized","Human Original",1,"Red",1366,768,0.0633333333333333,0.166666666666667,0,0,1,0.02,0.885,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,0,0.711666666666667,"Negative - High intensity","Old","AI Original"
"S248","20717.jpg",9.197,"No",0.9,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","10601.jpg",15.274,"No",-0.1,"Not recognized","Not recognized","Human Original",28,"Red",1366,768,0.683333333333333,0.833333333333333,0.833333333333333,0.4,6,0.015,0.025,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,0,0.313333333333333,"Positive - High intensity","Old","AI Copy"
"S248","10514.jpg",12.824,"Yes",NA,"Human Forgery","Human Forgery","Human Forgery",45,"Green",1366,768,0.93,1,1,0.4,22,0.975,0.965,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,0,0.76,"Positive - High intensity","Old","Human Original"
"S248","51328.jpg",12.529,"Yes",NA,"AI-Generated","Human Forgery","Human Forgery",19,"Green",1366,768,0.0233333333333334,0.5,0,0,39,0.98,0.98,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,0,0,0.693333333333333,"Negative - Low intensity","Old","Human Original"
"S248","30219.jpg",10.308,"No",0.4,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","11026.jpg",11.434,"No",0.3,"Not recognized","Not recognized","AI-Generated",4,"Blue",1366,768,0.183333333333333,0.5,0,0.2,29,0.975,0.985,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,0.166666666666667,0.63,"Positive - High intensity","Old","Human Original"
"S248","51103.jpg",10.383,"No",0.4,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","50935.jpg",12.32,"No",-0.5,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","30403.jpg",11.454,"Yes",NA,"Human Original","Human Original","Human Forgery",3,"Green",1366,768,0.666666666666667,0.666666666666667,0.833333333333333,0.4,38,0.99,0.99,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,1,0.945,"Positive - Low intensity","Old","Human Original"
"S248","40716.jpg",22.72,"Yes",NA,"Human Forgery","Human Forgery","AI-Generated",43,"Blue",1366,768,0.231666666666667,0.5,0.166666666666667,0,5,0.96,0.96,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,0.666666666666667,0.62,"Positive - Low intensity","Old","Human Original"
"S248","11127.jpg",13.393,"No",0.6,"Not recognized","Not recognized","AI-Generated",16,"Blue",1366,768,0.856666666666667,0,1,0.4,18,0.015,0.985,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,0.666666666666667,0.603333333333333,"Negative - High intensity","Old","AI Original"
"S248","30201.jpg",8.784,"No",0.5,"Not recognized","Not recognized","Human Original",29,"Red",1366,768,0.845,0.833333333333333,0.833333333333333,0.4,32,0.97,0.98,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,0,0.898333333333333,"Positive - Low intensity","Old","Human Original"
"S248","11126.jpg",14.166,"No",-0.6,"Not recognized","Not recognized","Human Forgery",13,"Green",1366,768,0.9,0,0.833333333333333,0.4,36,0.02,0.02,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,0,0.775,"Negative - High intensity","Old","AI Copy"
"S248","30716.jpg",11.078,"No",0.9,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","40618.jpg",14.022,"No",0.6,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","51217.jpg",9.564,"No",0.8,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","11027.jpg",30.456,"No",0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","20203.jpg",8.647,"No",0.8,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","41026.jpg",18.857,"Yes",NA,"Human Forgery","Human Forgery","AI-Generated",20,"Blue",1366,768,0.216666666666667,0.5,0,0,31,0.955,0.96,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,0,0.451666666666667,"Negative - Low intensity","Old","Human Original"
"S248","30211.jpg",15.443,"No",-0.8,"Not recognized","Not recognized","Human Forgery",5,"Green",1366,768,0.936666666666667,0.833333333333333,0.833333333333333,0.4,48,0.985,0.985,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,0.666666666666667,0.821666666666667,"Positive - Low intensity","Old","Human Original"
"S248","10224.jpg",15.38,"Yes",NA,"Human Forgery","Human Forgery","AI-Generated",44,"Blue",1366,768,0.838333333333333,0,0.833333333333333,0.4,40,0.02,0.02,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,0.333333333333333,0.665,"Negative - High intensity","Old","AI Copy"
"S248","20127.jpg",9.536,"No",0.8,"Not recognized","Not recognized","Human Forgery",33,"Green",1366,768,0.918333333333333,0.166666666666667,0.833333333333333,0.4,33,0.005,0.025,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,0.666666666666667,0.851666666666667,"Negative - Low intensity","Old","AI Copy"
"S248","51322.jpg",15.921,"Yes",NA,"AI-Generated","AI Original","Human Original",17,"Red",1366,768,0.0266666666666667,0.5,0,0,41,0.975,0.98,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,0,0,0.546666666666667,"Negative - Low intensity","Old","Human Original"
"S248","30625.jpg",16.409,"Yes",NA,"Human Original","Human Original","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","30217.jpg",11.647,"No",0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","51330.jpg",12.365,"No",0.5,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S248","10139.jpg",13.807,"No",0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","10124.jpg",19.94,"No",-0.7,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","20718.jpg",22.392,"No",-0.7,"Not recognized","Not recognized","Human Original",36,"Blue",1536,960,0.155,0,0.166666666666667,0.2,25,0.53,0.38,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,0,0.133333333333333,"Negative - High intensity","Old","Human Forgery"
"S143","51326.jpg",19.965,"Yes",NA,"AI-Generated","AI Original","AI-Generated",34,"Red",1536,960,0.135,0.333333333333333,0,0,4,0.535,0.64,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,0,0.333333333333333,0.67,"Positive - Low intensity","Old","Human Original"
"S143","10729.jpg",16.8,"No",-0.3,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","30620.jpg",14.591,"Yes",NA,"Human Original","AI Copy","Human Original",22,"Blue",1536,960,0.626666666666667,0.666666666666667,0.5,0.4,21,0.39,0.285,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,0.333333333333333,0.57,"Positive - Low intensity","Old","AI Copy"
"S143","10609.jpg",53.187,"No",0.5,"Not recognized","Not recognized","AI-Generated",5,"Red",1536,960,0.548333333333333,0.666666666666667,0.166666666666667,0.2,27,0.61,0.395,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,0.333333333333333,0.65,"Positive - High intensity","Old","Human Forgery"
"S143","10224.jpg",12.15,"Yes",NA,"Human Original","Human Original","Human Original",24,"Blue",1536,960,0.668333333333333,0.666666666666667,0.833333333333333,0.6,9,0.78,0.6,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,0.166666666666667,0.583333333333333,"Negative - High intensity","Old","Human Original"
"S143","10229.jpg",70.326,"No",-0.4,"Not recognized","Not recognized","Human Forgery",10,"Green",1536,960,0.705,0.333333333333333,1,0.8,15,0.64,0.775,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,0.666666666666667,0.683333333333333,"Negative - Low intensity","Old","Human Original"
"S143","30218.jpg",13.287,"No",0,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","11122.jpg",19.946,"No",0.2,"Not recognized","Not recognized","Human Forgery",2,"Green",1536,960,0.376666666666667,0.166666666666667,0.833333333333333,0.4,12,0.56,0.335,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,0.333333333333333,0.428333333333333,"Negative - High intensity","Old","Human Forgery"
"S143","10130.jpg",12.112,"No",0,"Not recognized","Not recognized","AI-Generated",47,"Red",1536,960,0.331666666666667,0.333333333333333,0.333333333333333,0.2,11,0.255,0.345,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,0.5,0.683333333333333,"Positive - High intensity","Old","AI Copy"
"S143","10648.jpg",11.208,"No",0.2,"Not recognized","Not recognized","Human Forgery",11,"Green",1536,960,0.341666666666667,0.5,0.5,0.4,39,0.565,0.33,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,0.5,0.55,"Negative - High intensity","Old","Human Forgery"
"S143","20719.jpg",9.015,"No",0.5,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","41010.jpg",10.944,"No",-0.4,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","10248.jpg",10.448,"No",0.4,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","20717.jpg",8.226,"No",0.3,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","30211.jpg",14.937,"Yes",NA,"Human Original","AI Copy","Human Forgery",26,"Green",1536,960,0.596666666666667,0.666666666666667,0.5,0.2,8,0.545,0.335,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,0.666666666666667,0.64,"Positive - Low intensity","Old","Human Forgery"
"S143","51323.jpg",7.592,"No",-0.3,"Not recognized","Not recognized","Human Original",38,"Blue",1536,960,0.581666666666667,0.666666666666667,0.333333333333333,0,17,0.72,0.68,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,0,0.5,0.593333333333333,"Positive - Low intensity","Old","Human Original"
"S143","20127.jpg",12.483,"Yes",NA,"Human Forgery","Human Original","Human Forgery",40,"Green",1536,960,0.653333333333333,0.833333333333333,0.666666666666667,0.4,44,0.695,0.775,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,0.666666666666667,0.703333333333333,"Negative - Low intensity","Old","Human Original"
"S143","20210.jpg",9.528,"No",-0.3,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","30412.jpg",11.495,"No",-0.2,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","51219.jpg",10.742,"No",0.5,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","30716.jpg",44.204,"Yes",NA,"Human Original","Human Original","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","21019.jpg",9.016,"Yes",NA,"Human Original","Human Original","Human Original",30,"Blue",1536,960,0.673333333333333,1,0.333333333333333,0.4,7,0.8,0.69,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,0.666666666666667,0.783333333333333,"Positive - High intensity","Old","Human Original"
"S143","40215.jpg",12.446,"No",-0.3,"Not recognized","Not recognized","Human Original",17,"Blue",1536,960,0.433333333333333,0.5,0.166666666666667,0.4,26,0.295,0.41,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,0.5,0.278333333333333,"Negative - Low intensity","Old","AI Copy"
"S143","31105.jpg",102.731,"No",-0.4,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","51339.jpg",245.518,"No",0.1,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
"S143","30601.jpg",15.817,"No",-0.3,"Not recognized","Not recognized","New Items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New","None"
