"Model","Parameter","Predictor","Contrast","Median","CI_low","CI_high","pd","Table"
"AuthenticitySR","confright","Indirect (SR)","AI-Generated - Human Forgery",-0.00239168958989044,-0.0631242448579424,0.0575114291631388,0.551,"Decomposition"
"AuthenticitySR","confright","Indirect (Beauty2)","AI-Generated - Human Forgery",-0.0219822296335709,-0.10437275327998,0.0252279687536231,0.848,"Decomposition"
"AuthenticitySR","confright","Mediator (Beauty)","AI-Generated - Human Forgery",-2.19527649769585,-3.30616359447005,-1.08592549923195,1,"Decomposition"
"AuthenticitySR","confright","Mediator (SR)","AI-Generated - Human Forgery",-0.0768049155145929,-1.15207373271889,1.036866359447,0.5515,"Decomposition"
"AuthenticitySR","confright","Mediator (Beauty2)","AI-Generated - Human Forgery",-0.714861751152074,-1.89664938556068,0.364823348694315,0.89975,"Decomposition"
"AuthenticitySR","confleft","Beauty","Human Original",-0.553447645344179,-1.1947051115711,0.0416616484140153,0.95525,"Cue"
"AuthenticitySR","confleft","Beauty","Human Forgery",-0.628185288519739,-1.24321020954926,0.0454514104937798,0.96775,"Cue"
"AuthenticitySR","confleft","Beauty","AI-Generated",-1.27980035991565,-1.94250139826718,-0.67731418373651,1,"Cue"
"AuthenticitySR","confleft","Beauty","AI-Generated - Human Original",-0.729155484595734,-1.57870165238932,0.105699356622468,0.9575,"Cue"
"AuthenticitySR","confleft","Beauty","Human Forgery - Human Original",-0.0823128773714821,-0.902017841107994,0.76997822242636,0.57475,"Cue"
"AuthenticitySR","confleft","Beauty","AI-Generated - Human Forgery",-0.650952177850384,-1.48228482448476,0.29743261557974,0.92375,"Cue"
"AuthenticitySR","confleft","SR","Human Original",0.1465419730039,-0.414371354962417,0.73076569919267,0.68975,"Cue"
"AuthenticitySR","confleft","SR","Human Forgery",-0.109502142013385,-0.69295058922203,0.498824443920631,0.64875,"Cue"
"AuthenticitySR","confleft","SR","AI-Generated",-0.0066889638348222,-0.627814902579349,0.570020231259405,0.51075,"Cue"
"AuthenticitySR","confleft","SR","AI-Generated - Human Original",-0.162789201905378,-0.939004227742624,0.624752023003883,0.64925,"Cue"
"AuthenticitySR","confleft","SR","Human Forgery - Human Original",-0.251631922722706,-1.0233559840877,0.54413195876804,0.73975,"Cue"
"AuthenticitySR","confleft","SR","AI-Generated - Human Forgery",0.103070890192708,-0.728284961319492,0.967312999240577,0.5955,"Cue"
"AuthenticitySR","confleft","Beauty2","Human Original",0.28240252803248,-0.34372776854974,0.917402628890285,0.8015,"Cue"
"AuthenticitySR","confleft","Beauty2","Human Forgery",0.71577248459985,0.0474540240688048,1.38173774232175,0.983,"Cue"
"AuthenticitySR","confleft","Beauty2","AI-Generated",0.676122005156543,0.0118487388211241,1.32181854899172,0.97775,"Cue"
"AuthenticitySR","confleft","Beauty2","AI-Generated - Human Original",0.402568511917334,-0.501171537474421,1.25644434489552,0.806,"Cue"
"AuthenticitySR","confleft","Beauty2","Human Forgery - Human Original",0.432113855024785,-0.469997114882492,1.27291286603348,0.83325,"Cue"
"AuthenticitySR","confleft","Beauty2","AI-Generated - Human Forgery",-0.0459454534284254,-1.04880341008803,0.891934336558431,0.5365,"Cue"
"AuthenticitySR","confleft","Total","AI-Generated - Human Original",-0.188402777901192,-1.9895883544415,1.47419305411772,0.57925,"Decomposition"
"AuthenticitySR","confleft","Direct","AI-Generated - Human Original",-0.813835754024567,-2.50025601584244,1.06257283929473,0.82075,"Decomposition"
"AuthenticitySR","confleft","Indirect (joint)","AI-Generated - Human Original",0.636315563707022,0.297831308452596,1.02489160334828,1,"Decomposition"
"AuthenticitySR","confleft","Indirect (joint, exact)","AI-Generated - Human Original",0.639540996699969,0.284312071805159,0.95948119028384,1,"Decomposition"
"AuthenticitySR","confleft","Indirect (Beauty)","AI-Generated - Human Original",0.748113627876858,0.392963724507106,1.19933712534239,1,"Decomposition"
"AuthenticitySR","confleft","Indirect (SR)","AI-Generated - Human Original",0.000291557399094604,-0.0651203486523496,0.0679200133184675,0.5135,"Decomposition"
"AuthenticitySR","confleft","Indirect (Beauty2)","AI-Generated - Human Original",-0.111005478368847,-0.258439032721859,0.00696933045451134,0.9775,"Decomposition"
"AuthenticitySR","confleft","Mediator (Beauty)","AI-Generated - Human Original",-5.89429723502304,-7.01977726574501,-4.88460061443932,1,"Decomposition"
"AuthenticitySR","confleft","Mediator (SR)","AI-Generated - Human Original",-0.871255760368664,-1.89132104454685,0.168010752688172,0.9525,"Decomposition"
"AuthenticitySR","confleft","Mediator (Beauty2)","AI-Generated - Human Original",-1.73912730414747,-2.76296082949309,-0.71975806451613,0.99975,"Decomposition"
"AuthenticitySR","confleft","Total","Human Forgery - Human Original",0.666121533267609,-0.954294283416179,2.45531180875334,0.77975,"Decomposition"
"AuthenticitySR","confleft","Direct","Human Forgery - Human Original",0.491115039866086,-1.14102963880072,2.30558891663601,0.71625,"Decomposition"
"AuthenticitySR","confleft","Indirect (joint)","Human Forgery - Human Original",0.16453912577635,-0.0632854045503601,0.401010114160207,0.93325,"Decomposition"
"AuthenticitySR","confleft","Indirect (joint, exact)","Human Forgery - Human Original",0.168275777332094,-0.05702637508192,0.365419139222695,0.93425,"Decomposition"
"AuthenticitySR","confleft","Indirect (Beauty)","Human Forgery - Human Original",0.225016640377157,-0.0197750423313648,0.49090205812874,0.96775,"Decomposition"
"AuthenticitySR","confleft","Indirect (SR)","Human Forgery - Human Original",0.00499577697198429,-0.0483940853850954,0.0754287020824587,0.62975,"Decomposition"
"AuthenticitySR","confleft","Indirect (Beauty2)","Human Forgery - Human Original",-0.0652564977036313,-0.188886745955711,0.020996810489674,0.953,"Decomposition"
"AuthenticitySR","confleft","Mediator (Beauty)","Human Forgery - Human Original",-3.69052419354839,-4.81586021505376,-2.62730414746544,1,"Decomposition"
"AuthenticitySR","confleft","Mediator (SR)","Human Forgery - Human Original",-0.796850998463902,-1.80491551459293,0.230414746543779,0.939,"Decomposition"
"AuthenticitySR","confleft","Mediator (Beauty2)","Human Forgery - Human Original",-1.02508160522273,-2.10483870967742,0.0147849462365593,0.969,"Decomposition"
"AuthenticitySR","confleft","Total","AI-Generated - Human Forgery",-0.845393862310419,-2.71035037043273,0.887381454702347,0.819,"Decomposition"
"AuthenticitySR","confleft","Direct","AI-Generated - Human Forgery",-1.08409821994491,-2.8788126381469,0.727784023101974,0.87475,"Decomposition"
"AuthenticitySR","confleft","Indirect (joint)","AI-Generated - Human Forgery",0.224476476796228,0.0470644268922839,0.410920419445897,0.9995,"Decomposition"
"AuthenticitySR","confleft","Indirect (joint, exact)","AI-Generated - Human Forgery",0.232817012266884,0.104469789623363,0.360622111607145,1,"Decomposition"
"AuthenticitySR","confleft","Indirect (Beauty)","AI-Generated - Human Forgery",0.271904900807209,0.0971284388662189,0.493662619949235,1,"Decomposition"
"AuthenticitySR","confleft","Indirect (SR)","AI-Generated - Human Forgery",3.78639158649757e-05,-0.0423011300792852,0.0362399754820239,0.50525,"Decomposition"
"AuthenticitySR","confleft","Indirect (Beauty2)","AI-Generated - Human Forgery",-0.0411635503075256,-0.153339223543164,0.0404701522100183,0.8815,"Decomposition"
"AuthenticitySR","confleft","Mediator (Beauty)","AI-Generated - Human Forgery",-2.19527649769585,-3.30616359447005,-1.08592549923195,1,"Decomposition"
"AuthenticitySR","confleft","Mediator (SR)","AI-Generated - Human Forgery",-0.0768049155145929,-1.15207373271889,1.036866359447,0.5515,"Decomposition"
"AuthenticitySR","confleft","Mediator (Beauty2)","AI-Generated - Human Forgery",-0.714861751152074,-1.89664938556068,0.364823348694315,0.89975,"Decomposition"
"ArtificialitySR","response","SR","Old",-0.932432890281332,-1.38030105805886,-0.506872592768048,1,"Slope by Type"
"ArtificialitySR","response","SR","New",-1.01913448483171,-1.43410335519012,-0.653741155934973,1,"Slope by Type"
"ArtificialitySR","response","SR","New - Old",-0.0869706574698759,-0.576815936873531,0.450557591112233,0.61925,"Slope by Type"
"ArtificialitySR","response","Beauty2","Old",-1.70317523839486,-2.22717396689025,-1.15269806294054,1,"Slope by Type"
"ArtificialitySR","response","Beauty2","New",-1.68562126424256,-2.21190241379313,-1.19384992597709,1,"Slope by Type"
"ArtificialitySR","response","Beauty2","New - Old",0.0210143932692253,-0.533974906989143,0.574461636629331,0.53,"Slope by Type"
"ArtificialitySR","mu","SR","Old",-1.89996545266019,-2.91475717958556,-0.940882810039234,1,"Slope by Type"
"ArtificialitySR","mu","SR","New",-2.12573843103275,-3.0791750506356,-1.28881477087084,1,"Slope by Type"
"ArtificialitySR","mu","SR","New - Old",-0.223912763085421,-1.3797714592868,0.948196440805238,0.64775,"Slope by Type"
"ArtificialitySR","mu","Beauty2","Old",-2.97599054145247,-4.22270323324201,-1.7374702614166,1,"Slope by Type"
"ArtificialitySR","mu","Beauty2","New",-2.92764201838811,-4.08379278831262,-1.79338104278598,1,"Slope by Type"
"ArtificialitySR","mu","Beauty2","New - Old",0.050247366928946,-1.15487320174855,1.30862697489249,0.53675,"Slope by Type"
"ArtificialitySR","confright","SR","Old",-0.335594068509831,-0.75336701572265,0.0870872116185972,0.94575,"Slope by Type"
"ArtificialitySR","confright","SR","New",-0.410704048755817,-0.770413941714565,-0.050989142407698,0.985,"Slope by Type"
"ArtificialitySR","confright","SR","New - Old",-0.0746713578137492,-0.589067765468188,0.421638249683831,0.61975,"Slope by Type"
"ArtificialitySR","confright","Beauty2","Old",-1.14663132589294,-1.63807816095074,-0.701251844808165,1,"Slope by Type"
"ArtificialitySR","confright","Beauty2","New",-1.07920779679782,-1.51775517453909,-0.65713446278492,1,"Slope by Type"
"ArtificialitySR","confright","Beauty2","New - Old",0.0680409622004441,-0.469309023358733,0.571214447696816,0.6025,"Slope by Type"
"ArtificialitySR","confleft","SR","Old",0.209689011767655,-0.234333023042099,0.62441991967932,0.828,"Slope by Type"
"ArtificialitySR","confleft","SR","New",0.0338440043586297,-0.372159403662808,0.392639367865932,0.5675,"Slope by Type"
"ArtificialitySR","confleft","SR","New - Old",-0.175597330580951,-0.680542152534103,0.402276657670508,0.735,"Slope by Type"
"ArtificialitySR","confleft","Beauty2","Old",0.4245143426134,-0.19548069886568,0.981797827967656,0.91575,"Slope by Type"
"ArtificialitySR","confleft","Beauty2","New",0.634608068012193,0.0915715806230566,1.18426002453483,0.98825,"Slope by Type"
"ArtificialitySR","confleft","Beauty2","New - Old",0.217884141723279,-0.442307465229574,0.935370161344234,0.7335,"Slope by Type"
