"Model","Contrast","Parameter","Difference","CI_low","CI_high","Difference_pct","CI_low_pct","CI_high_pct","pd","Credible","Effect"
"BeautySRBetween","Human Forgery - Human Original","pex",-0.00227957310638069,-0.00700210475689799,0.000896938765772964,-0.227957310638069,-0.700210475689799,0.0896938765772964,0.92475,FALSE,"n.s."
"BeautySRBetween","Human Forgery - Human Original","bex",-0.00067039217640065,-0.103327671415812,0.110131457523845,-0.067039217640065,-10.3327671415812,11.0131457523845,0.5065,FALSE,"n.s."
"BeautySRBetween","Human Forgery - Human Original","pmid",-0.00194721083478967,-0.00847979457521225,0.00463300228606116,-0.194721083478967,-0.847979457521225,0.463300228606117,0.7125,FALSE,"n.s."
"BeautySRBetween","AI-Generated - Human Forgery","response",-0.0341599983497281,-0.0485401132315544,-0.0199155217303284,-3.41599983497281,-4.85401132315544,-1.99155217303284,1,TRUE,"Negative"
"BeautySRBetween","AI-Generated - Human Forgery","mu",-0.0809542397113137,-0.121518817112758,-0.0383224211697879,-8.09542397113137,-12.1518817112758,-3.83224211697879,0.99975,TRUE,"Negative"
"BeautySRBetween","AI-Generated - Human Forgery","confright",-0.0170834253181842,-0.0291366660558354,-0.00522046950304488,-1.70834253181842,-2.91366660558354,-0.522046950304488,0.99725,TRUE,"Negative"
"BeautySRBetween","AI-Generated - Human Forgery","confleft",0.0193197781463767,-0.00125609289665011,0.0394942499923775,1.93197781463767,-0.125609289665011,3.94942499923775,0.968,FALSE,"n.s."
"BeautySRBetween","AI-Generated - Human Forgery","precright",-0.0146300349999997,-0.519235775749999,0.44067751925,NA,NA,NA,0.52425,FALSE,"n.s."
"BeautySRBetween","AI-Generated - Human Forgery","precleft",-0.2682993285,-0.57491755585,0.0140249933750003,NA,NA,NA,0.96775,FALSE,"n.s."
"BeautySRBetween","AI-Generated - Human Forgery","pex",-0.000202306513985694,-0.00373154990628022,0.00316107406674463,-0.0202306513985694,-0.373154990628022,0.316107406674463,0.5525,FALSE,"n.s."
"BeautySRBetween","AI-Generated - Human Forgery","bex",0.0540176806353133,-0.089904306574825,0.208176845147646,5.40176806353133,-8.9904306574825,20.8176845147646,0.7725,FALSE,"n.s."
