"Participant","MAD","Median","Parameter","Outcome"
"S178",0.0400030828849616,0.0385360959950824,"ForgOri_confleft","Beauty"
"S178",0.0319686466952107,0.0720173761485627,"AIOri_confleft","Beauty"
"S178",0.0464125517911688,0.0312463879112862,"AIForg_confleft","Beauty"
"S179",0.0216743109919787,0.0165134046936159,"ForgOri_confleft","Beauty"
"S179",0.0337130550851472,0.0174556971715202,"AIOri_confleft","Beauty"
"S179",0.0296617718722863,-0.000834308972585171,"AIForg_confleft","Beauty"
"S180",0.0256260328871125,0.0201393797871799,"ForgOri_confleft","Beauty"
"S180",0.0250362443908411,0.0614602828893107,"AIOri_confleft","Beauty"
"S180",0.032449564655155,0.0419604695235499,"AIForg_confleft","Beauty"
"S182",0.0346090602269407,0.0220828054923917,"ForgOri_confleft","Beauty"
"S182",0.0316418076958911,0.0152257145375733,"AIOri_confleft","Beauty"
"S182",0.0350061542033182,-0.0102118521497127,"AIForg_confleft","Beauty"
"S183",0.0261374633459842,0.0693364920454998,"ForgOri_confleft","Beauty"
"S183",0.0330210244042397,0.0876986635385442,"AIOri_confleft","Beauty"
"S183",0.0291618072954377,0.0167848602037063,"AIForg_confleft","Beauty"
"S184",0.0266319360507582,0.0262970868767264,"ForgOri_confleft","Beauty"
"S184",0.0343747364632763,0.0231649966885274,"AIOri_confleft","Beauty"
"S184",0.0453428467360744,0.000484111593232833,"AIForg_confleft","Beauty"
"S185",0.0260202564558389,-0.00481541443780717,"ForgOri_confleft","Beauty"
"S185",0.0286620026051034,0.0295602724422995,"AIOri_confleft","Beauty"
"S185",0.0241908884324792,0.035809816510728,"AIForg_confleft","Beauty"
"S186",0.0314621536217629,-0.0109946792931213,"ForgOri_confleft","Beauty"
"S186",0.0275062190157751,-0.00103010523427641,"AIOri_confleft","Beauty"
"S186",0.0346947465018414,0.00496947982535917,"AIForg_confleft","Beauty"
"S188",0.0337590000617061,0.0913771771413865,"ForgOri_confleft","Beauty"
"S188",0.0332114294892852,0.0883142070251052,"AIOri_confleft","Beauty"
"S188",0.0326990938934526,-0.00460821491497171,"AIForg_confleft","Beauty"
"S189",0.0239829798849923,0.0231237380146116,"ForgOri_confleft","Beauty"
"S189",0.0245824962908373,0.0401994694287638,"AIOri_confleft","Beauty"
"S189",0.0267725501682505,0.0159618807861919,"AIForg_confleft","Beauty"
"S192",0.0324552374806506,0.0792049317015258,"ForgOri_confleft","Beauty"
"S192",0.0367705762938445,0.0320453896312407,"AIOri_confleft","Beauty"
"S192",0.0376524178168014,-0.0434420377962668,"AIForg_confleft","Beauty"
"S193",0.0299718202110059,-0.0419819888656073,"ForgOri_confleft","Beauty"
"S193",0.0214280170516188,-0.00356877511569845,"AIOri_confleft","Beauty"
"S193",0.0227259773809517,0.0345340289768631,"AIForg_confleft","Beauty"
"S194",0.0251789621512643,0.0230983391452524,"ForgOri_confleft","Beauty"
"S194",0.0265349076019936,0.0311241452440493,"AIOri_confleft","Beauty"
"S194",0.0328338352260896,0.00877629205488277,"AIForg_confleft","Beauty"
"S195",0.036484509079227,0.0328856643216899,"ForgOri_confleft","Beauty"
"S195",0.0274704700857056,0.0682465198691556,"AIOri_confleft","Beauty"
"S195",0.0465616494242468,0.0392830545973827,"AIForg_confleft","Beauty"
"S196",0.0228450271485757,0.0334168678692125,"ForgOri_confleft","Beauty"
"S196",0.025848432100396,0.075394541167948,"AIOri_confleft","Beauty"
"S196",0.0367605540109664,0.0493739586107504,"AIForg_confleft","Beauty"
"S197",0.0271588741056033,0.0463286824964048,"ForgOri_confleft","Beauty"
"S197",0.0398987599293305,0.0234047241974449,"AIOri_confleft","Beauty"
"S197",0.0388076829417906,-0.0151035643679381,"AIForg_confleft","Beauty"
"S198",0.0313846211633069,0.0568019463592314,"ForgOri_confleft","Beauty"
"S198",0.0258191895888331,0.0337871992561277,"AIOri_confleft","Beauty"
"S198",0.0332656284052035,-0.0242427301284207,"AIForg_confleft","Beauty"
"S199",0.0330193617569025,0.0434537431973674,"ForgOri_confleft","Beauty"
"S199",0.0345471895854255,0.0610488593831816,"AIOri_confleft","Beauty"
"S199",0.0362841128185539,0.0211496051221944,"AIForg_confleft","Beauty"
"S200",0.0329163980239907,-0.00838650551725961,"ForgOri_confleft","Beauty"
"S200",0.0454644492515472,-0.0173978956069584,"AIOri_confleft","Beauty"
"S200",0.0361242033691178,-0.00977503358605541,"AIForg_confleft","Beauty"
"S201",0.0254835390957115,-0.00308235024429845,"ForgOri_confleft","Beauty"
"S201",0.0274107359891996,0.036712867577185,"AIOri_confleft","Beauty"
"S201",0.0382954004809189,0.0388244860663016,"AIForg_confleft","Beauty"
"S202",0.0330790522431827,0.0619749890211839,"ForgOri_confleft","Beauty"
"S202",0.0328082395130764,0.0647057356420451,"AIOri_confleft","Beauty"
"S202",0.0393429083771417,0.00537142219019615,"AIForg_confleft","Beauty"
"S203",0.024345439279051,0.0412487619980841,"ForgOri_confleft","Beauty"
"S203",0.0322798123881799,0.0587988333698743,"AIOri_confleft","Beauty"
"S203",0.0319925985402582,0.0187769867797557,"AIForg_confleft","Beauty"
"S205",0.0349080463026374,0.0442748979047807,"ForgOri_confleft","Beauty"
"S205",0.0314890108176585,0.0600242261387952,"AIOri_confleft","Beauty"
"S205",0.0433531726447375,0.0234080220293595,"AIForg_confleft","Beauty"
"S206",0.0285449606039821,0.038121461717227,"ForgOri_confleft","Beauty"
"S206",0.0253914405800252,0.0626125320276613,"AIOri_confleft","Beauty"
"S206",0.034765730817558,0.0278501114900647,"AIForg_confleft","Beauty"
"S207",0.0286906444331663,-0.0433057222312389,"ForgOri_confleft","Beauty"
"S207",0.030003770701861,0.0202645230922452,"AIOri_confleft","Beauty"
"S207",0.0330428920637306,0.0665525767954577,"AIForg_confleft","Beauty"
"S208",0.0437464556397831,0.03178582826212,"ForgOri_confleft","Beauty"
"S208",0.0356538205364782,0.0452736842823871,"AIOri_confleft","Beauty"
"S208",0.0501429379412962,0.00608707645208706,"AIForg_confleft","Beauty"
"S209",0.0263457169483684,0.0282496869124151,"ForgOri_confleft","Beauty"
"S209",0.0262352469883961,0.0801492415612864,"AIOri_confleft","Beauty"
"S209",0.0326965834497025,0.0507041430464564,"AIForg_confleft","Beauty"
"S210",0.0267717708380134,5.13549916690836e-05,"ForgOri_confleft","Beauty"
"S210",0.0294870265376651,0.026391633896248,"AIOri_confleft","Beauty"
"S210",0.0298653379620066,0.0232823873141586,"AIForg_confleft","Beauty"
"S211",0.0302837118822948,0.0123402671457138,"ForgOri_confleft","Beauty"
"S211",0.0311044383743008,0.0225663342584989,"AIOri_confleft","Beauty"
"S211",0.0488172934655797,0.003406517277315,"AIForg_confleft","Beauty"
"S212",0.0329253987945967,0.0504206585667558,"ForgOri_confleft","Beauty"
"S212",0.017864707192205,0.0175440959588466,"AIOri_confleft","Beauty"
"S212",0.0378385651066323,-0.0385271105056451,"AIForg_confleft","Beauty"
"S213",0.022312251706212,0.00745231509835481,"ForgOri_confleft","Beauty"
"S213",0.0295098526013717,0.0272983866814083,"AIOri_confleft","Beauty"
"S213",0.0333576946369718,0.0180569788981053,"AIForg_confleft","Beauty"
"S214",0.0341675602189641,-0.0085821273725587,"ForgOri_confleft","Beauty"
"S214",0.0295462164332968,0.0268269857474283,"AIOri_confleft","Beauty"
"S214",0.0380003745914979,0.0404063350406187,"AIForg_confleft","Beauty"
"S215",0.0246867941084536,0.0420897851367844,"ForgOri_confleft","Beauty"
"S215",0.0265795943749367,0.0420195518833396,"AIOri_confleft","Beauty"
"S215",0.0260778388368004,-0.000805516177665083,"AIForg_confleft","Beauty"
"S216",0.0216933957701267,0.0169966966585333,"ForgOri_confleft","Beauty"
"S216",0.0253981309437843,-0.00717934013384373,"AIOri_confleft","Beauty"
"S216",0.0315035121352707,-0.0188253889918958,"AIForg_confleft","Beauty"
"S217",0.0278066933605708,-0.0486821536030102,"ForgOri_confleft","Beauty"
"S217",0.0312369543518079,-0.0720526947635346,"AIOri_confleft","Beauty"
"S217",0.0347507120968525,-0.0231087673770464,"AIForg_confleft","Beauty"
"S218",0.0253139660115541,0.0819097630754709,"ForgOri_confleft","Beauty"
"S218",0.0321513900316608,0.0368533870884665,"AIOri_confleft","Beauty"
"S218",0.0332107737519887,-0.0470051797988754,"AIForg_confleft","Beauty"
"S219",0.036841419851984,-0.00291223227760465,"ForgOri_confleft","Beauty"
"S219",0.0280475239906255,0.0552583695567344,"AIOri_confleft","Beauty"
"S219",0.0376311762161696,0.0617951333913999,"AIForg_confleft","Beauty"
"S220",0.0216052206243008,0.00186874531991148,"ForgOri_confleft","Beauty"
"S220",0.0250934626471202,0.0330879135661042,"AIOri_confleft","Beauty"
"S220",0.0260959067916487,0.0243148343740479,"AIForg_confleft","Beauty"
"S165",1.27329147833844,4.80053194112211,"Baseline_precright","Beauty"
"S167",0.433708561857406,1.56415031827115,"Baseline_precright","Beauty"
"S168",1.61288610286436,5.52591571866639,"Baseline_precright","Beauty"
"S169",0.615334100522521,2.22203798366732,"Baseline_precright","Beauty"
"S170",1.11070595712072,4.35265574734974,"Baseline_precright","Beauty"
"S171",1.23908940690743,3.8375112323927,"Baseline_precright","Beauty"
"S172",1.14544726269555,3.7381318769786,"Baseline_precright","Beauty"
"S173",0.562401428032643,1.96095916571771,"Baseline_precright","Beauty"
"S174",0.370752805757698,1.18116679402227,"Baseline_precright","Beauty"
"S175",0.39588231888631,1.8931005233276,"Baseline_precright","Beauty"
"S176",1.16252089839971,4.15465447203735,"Baseline_precright","Beauty"
"S177",1.35816850262326,4.13836946402842,"Baseline_precright","Beauty"
"S178",1.34895466799995,5.03701150431211,"Baseline_precright","Beauty"
"S179",1.0138069453266,5.87357076967751,"Baseline_precright","Beauty"
"S180",1.35821390003206,5.95636632141091,"Baseline_precright","Beauty"
"S182",0.83062827922581,3.93787331722583,"Baseline_precright","Beauty"
"S183",0.693077319374033,2.7083688857713,"Baseline_precright","Beauty"
"S184",0.357450868172494,1.37128038208175,"Baseline_precright","Beauty"
"S185",0.692174952557573,2.66640842865237,"Baseline_precright","Beauty"
"S186",0.616752929865748,2.90753717863196,"Baseline_precright","Beauty"
"S188",0.902326417544443,3.59291943453997,"Baseline_precright","Beauty"
"S189",1.26470594530605,6.34321817577552,"Baseline_precright","Beauty"
"S192",0.78637703644772,2.33351045096094,"Baseline_precright","Beauty"
"S193",0.525900901188701,2.11158939663143,"Baseline_precright","Beauty"
"S194",0.663301122166158,2.51434132548794,"Baseline_precright","Beauty"
"S195",0.399319993781982,1.40316154355375,"Baseline_precright","Beauty"
"S196",0.895360492563415,3.44030256724631,"Baseline_precright","Beauty"
"S197",1.16136523148783,4.43778114275855,"Baseline_precright","Beauty"
"S198",0.620471324561444,2.77421484652171,"Baseline_precright","Beauty"
"S199",1.10751280959877,4.91146618084961,"Baseline_precright","Beauty"
"S200",0.334459818656816,1.3758394388395,"Baseline_precright","Beauty"
"S201",1.24775395093207,5.52893676579582,"Baseline_precright","Beauty"
"S202",0.833463200619044,3.30611469348265,"Baseline_precright","Beauty"
"S203",1.00843673527103,2.84149739233455,"Baseline_precright","Beauty"
"S205",0.542677101475703,2.25450720394796,"Baseline_precright","Beauty"
"S206",0.702203849798347,3.52483966847838,"Baseline_precright","Beauty"
"S207",1.41755003512673,3.37864290541689,"Baseline_precright","Beauty"
"S208",0.330326524913979,1.3245690283966,"Baseline_precright","Beauty"
"S209",0.510665673484281,2.29864253294126,"Baseline_precright","Beauty"
"S210",0.566114594282354,2.81710293144034,"Baseline_precright","Beauty"
"S211",0.476210859368828,2.09769177043756,"Baseline_precright","Beauty"
"S212",1.37918702425103,4.62625782852937,"Baseline_precright","Beauty"
"S213",0.946641979197947,4.04559153341974,"Baseline_precright","Beauty"
"S214",1.03552458856178,5.90505307630407,"Baseline_precright","Beauty"
"S215",1.41060679383947,6.99084899404177,"Baseline_precright","Beauty"
"S216",1.54303229108107,5.22520644523979,"Baseline_precright","Beauty"
"S217",1.79986879629852,6.3008852314045,"Baseline_precright","Beauty"
"S218",0.761010152014635,3.02452425425637,"Baseline_precright","Beauty"
"S219",1.21713447207492,5.42490723776032,"Baseline_precright","Beauty"
"S220",1.62277189427981,7.26817139946877,"Baseline_precright","Beauty"
"S165",0.530844129167853,1.14833904363978,"ForgOri_precright","Beauty"
"S165",0.548739081037803,1.29341904767161,"AIOri_precright","Beauty"
"S165",0.766417651880443,0.201773021410333,"AIForg_precright","Beauty"
"S167",0.420415807609511,0.453652169856252,"ForgOri_precright","Beauty"
"S167",0.294597882175182,0.635545528373789,"AIOri_precright","Beauty"
"S167",0.521747250438919,0.185526861998384,"AIForg_precright","Beauty"
"S168",0.648596510467087,1.04648755077079,"ForgOri_precright","Beauty"
"S168",0.504526420562576,1.22560071870966,"AIOri_precright","Beauty"
"S168",0.837556789650359,0.229013332460729,"AIForg_precright","Beauty"
"S169",0.516275280937656,0.175825097544264,"ForgOri_precright","Beauty"
"S169",0.392855800278734,0.866212134416211,"AIOri_precright","Beauty"
"S169",0.48527722817081,0.797072243689088,"AIForg_precright","Beauty"
"S170",0.552302936706973,0.859711277699768,"ForgOri_precright","Beauty"
"S170",0.449887842392094,1.14112345722396,"AIOri_precright","Beauty"
"S170",0.817223863191144,0.307570179769714,"AIForg_precright","Beauty"
"S171",0.755928162844389,1.15230225931084,"ForgOri_precright","Beauty"
"S171",0.399617725092291,0.821746273509045,"AIOri_precright","Beauty"
"S171",0.849331939082475,-0.331814981957908,"AIForg_precright","Beauty"
"S172",0.774074151335603,0.915663182911477,"ForgOri_precright","Beauty"
"S172",0.445930079698269,0.88816970564924,"AIOri_precright","Beauty"
"S172",0.841427849649502,-0.0177177585302652,"AIForg_precright","Beauty"
"S173",0.402344710958927,0.610146002591113,"ForgOri_precright","Beauty"
"S173",0.32550626105891,0.77105849483935,"AIOri_precright","Beauty"
"S173",0.508300970396713,0.0917890652499431,"AIForg_precright","Beauty"
"S174",0.353595812933916,0.299162583842488,"ForgOri_precright","Beauty"
"S174",0.369818713761407,0.830874769566894,"AIOri_precright","Beauty"
"S174",0.504388674596821,0.54945941185895,"AIForg_precright","Beauty"
"S175",0.476802188523232,0.494964375894709,"ForgOri_precright","Beauty"
"S175",0.368403368907155,0.928522603800239,"AIOri_precright","Beauty"
"S175",0.699242873710502,0.498405285191491,"AIForg_precright","Beauty"
"S176",0.740053232180708,0.950145050919373,"ForgOri_precright","Beauty"
"S176",0.488991027837562,0.993207692070924,"AIOri_precright","Beauty"
"S176",0.820731572439887,-0.0292702520895971,"AIForg_precright","Beauty"
"S177",0.61828866473309,0.677389251775272,"ForgOri_precright","Beauty"
"S177",0.404985977297961,0.851262304135233,"AIOri_precright","Beauty"
"S177",0.69114571090519,0.110229636624892,"AIForg_precright","Beauty"
"S178",0.798769055372716,1.05071013876973,"ForgOri_precright","Beauty"
"S178",0.532755140755231,1.16067334374612,"AIOri_precright","Beauty"
"S178",0.927795112619174,0.162036746745347,"AIForg_precright","Beauty"
"S179",0.796671271482419,1.06449346706643,"ForgOri_precright","Beauty"
"S179",0.356187091758519,0.599245813165057,"AIOri_precright","Beauty"
"S179",0.876952555709193,-0.587716624098649,"AIForg_precright","Beauty"
"S180",0.585901306372679,1.22293692065216,"ForgOri_precright","Beauty"
"S180",0.565940590999798,1.17113289178527,"AIOri_precright","Beauty"
"S180",0.769337495991154,-0.0543473048042804,"AIForg_precright","Beauty"
"S182",0.567734791739028,0.869973155562603,"ForgOri_precright","Beauty"
"S182",0.478941031688351,0.818707375223544,"AIOri_precright","Beauty"
"S182",0.67220523338185,-0.0344002760402065,"AIForg_precright","Beauty"
"S183",0.66207424583889,0.519586823093557,"ForgOri_precright","Beauty"
"S183",0.399281276581753,0.866347101072387,"AIOri_precright","Beauty"
"S183",0.648268761674046,0.365482207154041,"AIForg_precright","Beauty"
"S184",0.328615754757492,0.17199947254989,"ForgOri_precright","Beauty"
"S184",0.338751782018146,0.570506344353097,"AIOri_precright","Beauty"
"S184",0.452369399830962,0.539932310549569,"AIForg_precright","Beauty"
"S185",0.531777614686961,0.543215310731604,"ForgOri_precright","Beauty"
"S185",0.527206929980332,0.721180816321549,"AIOri_precright","Beauty"
"S185",0.716932269878523,0.164698518510231,"AIForg_precright","Beauty"
"S186",0.510470886128769,0.634969348051559,"ForgOri_precright","Beauty"
"S186",0.376719671298849,0.530127040433845,"AIOri_precright","Beauty"
"S186",0.590024079749641,-0.0983627160673226,"AIForg_precright","Beauty"
"S188",0.549668331526259,0.798377423115555,"ForgOri_precright","Beauty"
"S188",0.582629163344619,0.999934737846662,"AIOri_precright","Beauty"
"S188",0.846281263982029,0.340814593938195,"AIForg_precright","Beauty"
"S189",0.971792922755386,1.40915933237812,"ForgOri_precright","Beauty"
"S189",0.674252416094085,1.38568965819815,"AIOri_precright","Beauty"
"S189",1.03686930418767,-0.0186437167894562,"AIForg_precright","Beauty"
"S192",0.515075012557442,0.405681892386712,"ForgOri_precright","Beauty"
"S192",0.368349560097925,0.661561978755153,"AIOri_precright","Beauty"
"S192",0.569261064249146,0.257468376565509,"AIForg_precright","Beauty"
"S193",0.438279923657484,0.505943444630789,"ForgOri_precright","Beauty"
"S193",0.438529776170264,0.656550914782077,"AIOri_precright","Beauty"
"S193",0.433885427192238,0.140016807727745,"AIForg_precright","Beauty"
"S194",0.529195423695669,0.185941648364641,"ForgOri_precright","Beauty"
"S194",0.525172874434526,0.946275465080344,"AIOri_precright","Beauty"
"S194",0.648165871699021,0.798714382552159,"AIForg_precright","Beauty"
"S195",0.451541450403008,0.276217550973302,"ForgOri_precright","Beauty"
"S195",0.366128267347906,0.548579057728024,"AIOri_precright","Beauty"
"S195",0.475297803283894,0.274380052650865,"AIForg_precright","Beauty"
"S196",0.473975739369837,0.615035140683176,"ForgOri_precright","Beauty"
"S196",0.599804086809417,1.07775679290537,"AIOri_precright","Beauty"
"S196",0.667225484928149,0.572343259085864,"AIForg_precright","Beauty"
"S197",0.809042864181916,1.0778015874965,"ForgOri_precright","Beauty"
"S197",0.663243505823864,1.09038686394097,"AIOri_precright","Beauty"
"S197",1.06883860298606,-0.0377567236945668,"AIForg_precright","Beauty"
"S198",0.659802956891808,0.855291828108496,"ForgOri_precright","Beauty"
"S198",0.37960973855326,0.816252190376819,"AIOri_precright","Beauty"
"S198",0.677839788780901,-0.0551849803995776,"AIForg_precright","Beauty"
"S199",0.736583656901421,1.09390939896636,"ForgOri_precright","Beauty"
"S199",0.455038625161907,1.31251439873642,"AIOri_precright","Beauty"
"S199",0.968512312597612,0.309376013189357,"AIForg_precright","Beauty"
"S200",0.386047905498669,0.506556461760529,"ForgOri_precright","Beauty"
"S200",0.556852328211668,0.762160321787668,"AIOri_precright","Beauty"
"S200",0.63810964671594,0.227176736496209,"AIForg_precright","Beauty"
"S201",0.657127743997837,1.22231119739139,"ForgOri_precright","Beauty"
"S201",0.407571528447797,0.916421290271792,"AIOri_precright","Beauty"
"S201",0.795981952343428,-0.307623820753639,"AIForg_precright","Beauty"
"S202",0.593590411419734,0.769028554677369,"ForgOri_precright","Beauty"
"S202",0.43741217438264,0.764217972893046,"AIOri_precright","Beauty"
"S202",0.703406777655117,0.0232099084326509,"AIForg_precright","Beauty"
"S203",0.48330305139306,0.832019049313246,"ForgOri_precright","Beauty"
"S203",0.485177093393169,1.01801907820603,"AIOri_precright","Beauty"
"S203",0.610523778875076,0.276816032177325,"AIForg_precright","Beauty"
"S205",0.532511435124097,0.368202650392448,"ForgOri_precright","Beauty"
"S205",0.360850757369886,0.626984254976647,"AIOri_precright","Beauty"
"S205",0.581406141545205,0.20879421863188,"AIForg_precright","Beauty"
"S206",0.50618452998099,0.77053634724987,"ForgOri_precright","Beauty"
"S206",0.458428765145371,0.901853866560215,"AIOri_precright","Beauty"
"S206",0.587446812201692,0.110158316611183,"AIForg_precright","Beauty"
"S207",0.764270891694258,0.733638174979211,"ForgOri_precright","Beauty"
"S207",0.451092158711874,0.945772923235157,"AIOri_precright","Beauty"
"S207",0.933963370531614,0.228449887831016,"AIForg_precright","Beauty"
"S208",0.320275637986094,0.186880477431816,"ForgOri_precright","Beauty"
"S208",0.315576988597494,0.597443021782263,"AIOri_precright","Beauty"
"S208",0.380482724078882,0.377309767875529,"AIForg_precright","Beauty"
"S209",0.454926185670952,0.62504981162562,"ForgOri_precright","Beauty"
"S209",0.451408452718667,0.989793384864807,"AIOri_precright","Beauty"
"S209",0.427170234971607,0.376552232691963,"AIForg_precright","Beauty"
"S210",0.563574216746286,0.792736795674161,"ForgOri_precright","Beauty"
"S210",0.546777072438183,1.07189281199952,"AIOri_precright","Beauty"
"S210",0.713295247445599,0.217218475880779,"AIForg_precright","Beauty"
"S211",0.463603514318366,0.476435084915837,"ForgOri_precright","Beauty"
"S211",0.328823517162701,0.677404944685732,"AIOri_precright","Beauty"
"S211",0.470609454526092,0.129600342456476,"AIForg_precright","Beauty"
"S212",0.665312619221754,1.20718755982333,"ForgOri_precright","Beauty"
"S212",0.481827104776477,0.98631257576187,"AIOri_precright","Beauty"
"S212",0.817515112357544,-0.210869862493904,"AIForg_precright","Beauty"
"S213",0.581628001025316,0.827447919096336,"ForgOri_precright","Beauty"
"S213",0.75416796312447,0.433789173801916,"AIOri_precright","Beauty"
"S213",0.73298980859995,-0.480731036700481,"AIForg_precright","Beauty"
"S214",0.6621807532908,0.768747562451353,"ForgOri_precright","Beauty"
"S214",0.490628718207308,0.713095764766295,"AIOri_precright","Beauty"
"S214",0.783082329307285,-0.115292290832095,"AIForg_precright","Beauty"
"S215",0.831237027029159,1.58537234581346,"ForgOri_precright","Beauty"
"S215",0.687541897659061,1.65848162354033,"AIOri_precright","Beauty"
"S215",1.01126591281689,0.119669882614327,"AIForg_precright","Beauty"
"S216",0.736414711705894,1.08599974068857,"ForgOri_precright","Beauty"
"S216",0.500431710047634,0.930064263334051,"AIOri_precright","Beauty"
"S216",0.801216108799136,-0.242169753288743,"AIForg_precright","Beauty"
"S217",0.715476647294631,1.11913105656832,"ForgOri_precright","Beauty"
"S217",0.540182967694426,1.03182152296226,"AIOri_precright","Beauty"
"S217",0.792877392071775,-0.124801599757234,"AIForg_precright","Beauty"
"S218",0.547069652129021,0.502654074493259,"ForgOri_precright","Beauty"
"S218",0.379310140176482,0.933130549012549,"AIOri_precright","Beauty"
"S218",0.612654182064219,0.36256246525223,"AIForg_precright","Beauty"
"S219",0.721490528263726,1.42542028386691,"ForgOri_precright","Beauty"
"S219",0.762143289214098,1.41195346205134,"AIOri_precright","Beauty"
"S219",0.993550016222032,0.0291179508350763,"AIForg_precright","Beauty"
"S220",0.891280183297571,1.13441456809813,"ForgOri_precright","Beauty"
"S220",0.6602609122883,0.892598521084452,"AIOri_precright","Beauty"
"S220",0.972776039078166,-0.236292940570367,"AIForg_precright","Beauty"
"S165",0.957206327685557,3.44157041995836,"Baseline_precleft","Beauty"
"S167",0.706058976207155,1.67605535494379,"Baseline_precleft","Beauty"
"S168",0.548577368455011,2.52937805421041,"Baseline_precleft","Beauty"
"S169",0.456651503765452,2.09016126723939,"Baseline_precleft","Beauty"
"S170",0.517112477458583,1.91654448850676,"Baseline_precleft","Beauty"
"S171",0.547463686923315,2.48810480886772,"Baseline_precleft","Beauty"
"S172",0.69934177489313,2.83112356669749,"Baseline_precleft","Beauty"
"S173",0.612728166505629,2.46211011747318,"Baseline_precleft","Beauty"
"S174",0.188082567440619,0.7393913293016,"Baseline_precleft","Beauty"
"S175",1.18635566699601,2.40768233630916,"Baseline_precleft","Beauty"
"S176",0.859213046879573,3.57265942138011,"Baseline_precleft","Beauty"
"S177",0.53545005572385,2.47366111296105,"Baseline_precleft","Beauty"
"S178",0.851006023753653,3.80558470730225,"Baseline_precleft","Beauty"
"S179",1.05777860384738,2.75948133755338,"Baseline_precleft","Beauty"
"S180",0.717546477328078,3.34675085299974,"Baseline_precleft","Beauty"
"S182",0.775033539181499,3.04364482704928,"Baseline_precleft","Beauty"
"S183",0.573853957550256,1.93601885546565,"Baseline_precleft","Beauty"
"S184",0.773012984265126,2.32942570303512,"Baseline_precleft","Beauty"
"S185",0.772463168611688,3.13272190421932,"Baseline_precleft","Beauty"
"S186",0.69308034947926,2.30240386552175,"Baseline_precleft","Beauty"
"S188",0.530215573094012,1.79557200596879,"Baseline_precleft","Beauty"
"S189",0.689162070548815,3.76471246450022,"Baseline_precleft","Beauty"
"S192",0.401427160304328,1.93998184771916,"Baseline_precleft","Beauty"
"S193",0.873420291813512,2.92336341088841,"Baseline_precleft","Beauty"
"S194",0.591689816002293,2.05370719496069,"Baseline_precleft","Beauty"
"S195",0.556085827719025,2.25967202364573,"Baseline_precleft","Beauty"
"S196",0.812922719232592,2.92833297925805,"Baseline_precleft","Beauty"
"S197",0.497495111529615,2.37733994232908,"Baseline_precleft","Beauty"
"S198",0.403866879550972,1.43081223058318,"Baseline_precleft","Beauty"
"S199",0.521066151145188,2.7886899517812,"Baseline_precleft","Beauty"
"S200",0.410584498772698,1.46291904867151,"Baseline_precleft","Beauty"
"S201",0.773601282556124,3.1951082733899,"Baseline_precleft","Beauty"
"S202",0.786802907883905,2.7770137817512,"Baseline_precleft","Beauty"
"S203",0.825723601356498,2.61048132340048,"Baseline_precleft","Beauty"
"S205",0.477560575320459,1.8180889766822,"Baseline_precleft","Beauty"
"S206",0.757921627289457,3.33042496883439,"Baseline_precleft","Beauty"
"S207",0.451947807306867,2.2394583437845,"Baseline_precleft","Beauty"
"S208",0.636683393803555,2.52336321050948,"Baseline_precleft","Beauty"
"S209",0.680651040071703,2.59170721806511,"Baseline_precleft","Beauty"
"S210",0.829777898720437,2.79709433496674,"Baseline_precleft","Beauty"
"S211",0.50632441034302,1.66230030650257,"Baseline_precleft","Beauty"
"S212",0.625027118780627,2.8066615945671,"Baseline_precleft","Beauty"
"S213",0.943683520760952,3.25044798298349,"Baseline_precleft","Beauty"
"S214",0.950265159017043,3.97099700832491,"Baseline_precleft","Beauty"
"S215",0.943335186341191,3.2384196164318,"Baseline_precleft","Beauty"
"S216",0.795821097423231,3.99189844389707,"Baseline_precleft","Beauty"
"S217",0.598634606013858,2.1761652485697,"Baseline_precleft","Beauty"
"S218",0.661401714804107,2.38667842770629,"Baseline_precleft","Beauty"
"S219",0.467165019723456,2.28080611683344,"Baseline_precleft","Beauty"
"S220",0.932145402377462,3.94795214758723,"Baseline_precleft","Beauty"
"S165",0.37807761456438,0.287792943077725,"ForgOri_precleft","Beauty"
"S165",0.343005763394558,-0.0712198984422141,"AIOri_precleft","Beauty"
"S165",0.42377868683823,-0.340077493608719,"AIForg_precleft","Beauty"
"S167",0.281785555915497,0.315477576469099,"ForgOri_precleft","Beauty"
"S167",0.198538146140742,0.0258591503609084,"AIOri_precleft","Beauty"
"S167",0.338000342066602,-0.302823545244636,"AIForg_precleft","Beauty"
"S168",0.32903084493648,0.399636351881473,"ForgOri_precleft","Beauty"
"S168",0.309854320923746,0.204385061786696,"AIOri_precleft","Beauty"
"S168",0.345264486404784,-0.233825657071926,"AIForg_precleft","Beauty"
"S169",0.334106736083451,0.27659482046472,"ForgOri_precleft","Beauty"
"S169",0.187634821562182,0.221800601337889,"AIOri_precleft","Beauty"
"S169",0.3403916308716,-0.0266933770833919,"AIForg_precleft","Beauty"
"S170",0.258676242417079,0.284256233366158,"ForgOri_precleft","Beauty"
"S170",0.257632807105122,-0.0699069460939734,"AIOri_precleft","Beauty"
"S170",0.321927441166839,-0.308699695143329,"AIForg_precleft","Beauty"
"S171",0.276943105611662,0.157247216016061,"ForgOri_precleft","Beauty"
"S171",0.284933889266938,0.0765738177672979,"AIOri_precleft","Beauty"
"S171",0.307673107410715,-0.101444304541159,"AIForg_precleft","Beauty"
"S172",0.28467646177545,0.243486551711314,"ForgOri_precleft","Beauty"
