"Participant","MAD","Median","Parameter","Outcome"
"S106",0.0202942512676553,-0.0173943264575557,"ForgOri_confleft","Beauty"
"S106",0.0256880236510225,0.0524361278986068,"AIOri_confleft","Beauty"
"S106",0.0343851403424475,0.0737562091967081,"AIForg_confleft","Beauty"
"S107",0.0251452922365649,0.021987432732613,"ForgOri_confleft","Beauty"
"S107",0.0272099710659309,-0.029751155156104,"AIOri_confleft","Beauty"
"S107",0.0265514122097499,-0.0507249394569273,"AIForg_confleft","Beauty"
"S108",0.0281613897475191,0.0744792292368479,"ForgOri_confleft","Beauty"
"S108",0.0297877643233797,0.0960520009033234,"AIOri_confleft","Beauty"
"S108",0.029748486470108,0.0235728866864713,"AIForg_confleft","Beauty"
"S056",1.1260789051033,3.50361491324124,"Baseline_precright","Beauty"
"S057",1.21073540755067,6.82327777058156,"Baseline_precright","Beauty"
"S058",0.369847743770802,1.81750550633161,"Baseline_precright","Beauty"
"S059",0.559835638102763,2.28650910030171,"Baseline_precright","Beauty"
"S060",0.900806856803434,3.20386717466624,"Baseline_precright","Beauty"
"S061",0.337233766999598,1.13327956217348,"Baseline_precright","Beauty"
"S062",0.734364621099167,3.34827147469312,"Baseline_precright","Beauty"
"S064",0.787563681903909,2.26069531595304,"Baseline_precright","Beauty"
"S065",0.76587988105778,4.08359220060794,"Baseline_precright","Beauty"
"S066",1.21411772451633,5.18792253560209,"Baseline_precright","Beauty"
"S068",0.774960907941063,3.15961449284699,"Baseline_precright","Beauty"
"S069",1.15415667030303,3.15710765061989,"Baseline_precright","Beauty"
"S070",0.898987156620729,3.71062884302141,"Baseline_precright","Beauty"
"S071",1.10216123621939,4.22933992073871,"Baseline_precright","Beauty"
"S072",0.71137360586079,2.89202066864109,"Baseline_precright","Beauty"
"S073",1.28198810458506,4.67741335881502,"Baseline_precright","Beauty"
"S074",1.45541404176783,6.69287764964344,"Baseline_precright","Beauty"
"S075",0.635642394573663,2.45174813199884,"Baseline_precright","Beauty"
"S076",0.714864981735727,3.43818233779571,"Baseline_precright","Beauty"
"S077",0.65151540772713,2.19799895749194,"Baseline_precright","Beauty"
"S078",1.20511326557564,4.44740948936398,"Baseline_precright","Beauty"
"S079",0.898788623691168,3.20954296835386,"Baseline_precright","Beauty"
"S080",0.849993906809097,2.52133422300059,"Baseline_precright","Beauty"
"S081",1.28540725595206,4.72628300108745,"Baseline_precright","Beauty"
"S082",1.09931719865535,4.77220210881929,"Baseline_precright","Beauty"
"S083",0.588468865706442,2.20581075343685,"Baseline_precright","Beauty"
"S084",0.498437658685277,2.20309026847684,"Baseline_precright","Beauty"
"S085",1.17437509877833,3.93315229720434,"Baseline_precright","Beauty"
"S086",1.04496182746472,4.38985880207417,"Baseline_precright","Beauty"
"S087",1.21429686076957,4.70206606506496,"Baseline_precright","Beauty"
"S088",1.73878747121219,5.07645296379162,"Baseline_precright","Beauty"
"S089",0.981021487971901,4.18891038093471,"Baseline_precright","Beauty"
"S090",1.09587270932449,5.44631032753721,"Baseline_precright","Beauty"
"S091",0.31065594338253,1.13464990399939,"Baseline_precright","Beauty"
"S092",1.4392024557952,6.09325912563518,"Baseline_precright","Beauty"
"S094",1.08352808239541,3.96589312497435,"Baseline_precright","Beauty"
"S095",1.01087022929203,3.77503299052648,"Baseline_precright","Beauty"
"S096",0.948914554750138,4.4275463252534,"Baseline_precright","Beauty"
"S097",1.59627787518262,6.47516805650882,"Baseline_precright","Beauty"
"S098",0.567085579782226,2.02339617001303,"Baseline_precright","Beauty"
"S099",0.664901671033206,2.27557904611465,"Baseline_precright","Beauty"
"S100",1.24208642267487,3.72139007281004,"Baseline_precright","Beauty"
"S101",0.859855558862759,3.15318733323281,"Baseline_precright","Beauty"
"S102",0.82856591445031,3.12831589924134,"Baseline_precright","Beauty"
"S103",1.38905799420793,6.24281456060826,"Baseline_precright","Beauty"
"S104",1.49790366992499,5.35548314736301,"Baseline_precright","Beauty"
"S105",0.589111141655193,2.96679763660164,"Baseline_precright","Beauty"
"S106",0.510865168251588,2.47539431174132,"Baseline_precright","Beauty"
"S107",1.49555283883748,5.24616855012043,"Baseline_precright","Beauty"
"S108",0.838966937858467,3.28353716412661,"Baseline_precright","Beauty"
"S056",0.5744293869606,0.675447729857628,"ForgOri_precright","Beauty"
"S056",0.381524981571638,0.792710279052488,"AIOri_precright","Beauty"
"S056",0.740434402059528,0.131711353034581,"AIForg_precright","Beauty"
"S057",0.954698345670188,1.29495350923158,"ForgOri_precright","Beauty"
"S057",0.431511892027201,0.903659833981078,"AIOri_precright","Beauty"
"S057",1.02058253229786,-0.321195983228705,"AIForg_precright","Beauty"
"S058",0.413839383731467,0.608208183133818,"ForgOri_precright","Beauty"
"S058",0.361420940476259,0.518224726575221,"AIOri_precright","Beauty"
"S058",0.487323554385587,-0.120712860249612,"AIForg_precright","Beauty"
"S059",0.579177905913037,-0.150893675706398,"ForgOri_precright","Beauty"
"S059",0.439736408415917,0.86859857805932,"AIOri_precright","Beauty"
"S059",0.61124421608639,1.08516054250418,"AIForg_precright","Beauty"
"S060",0.617585658931167,0.889560342175826,"ForgOri_precright","Beauty"
"S060",0.446222137305499,0.815259418285074,"AIOri_precright","Beauty"
"S060",0.719169101900278,-0.0218154479248009,"AIForg_precright","Beauty"
"S061",0.336683377188562,0.0434725099446903,"ForgOri_precright","Beauty"
"S061",0.331287789770645,0.373026393091831,"AIOri_precright","Beauty"
"S061",0.393624503295369,0.344238441923551,"AIForg_precright","Beauty"
"S062",0.721721534542878,0.838395818454341,"ForgOri_precright","Beauty"
"S062",0.436777435546468,0.69544419611457,"AIOri_precright","Beauty"
"S062",0.811713456286307,-0.190249377342744,"AIForg_precright","Beauty"
"S064",0.585030439633409,0.55331156097433,"ForgOri_precright","Beauty"
"S064",0.370877480147161,0.73334505708037,"AIOri_precright","Beauty"
"S064",0.682218703762647,0.212393991818047,"AIForg_precright","Beauty"
"S065",0.440316076518833,0.828413478178746,"ForgOri_precright","Beauty"
"S065",0.444311415718342,0.631212351697406,"AIOri_precright","Beauty"
"S065",0.55414966842145,-0.128245669841753,"AIForg_precright","Beauty"
"S066",0.744545721894921,0.929183303349501,"ForgOri_precright","Beauty"
"S066",0.519255348149361,0.916147526417409,"AIOri_precright","Beauty"
"S066",0.859968536587526,-0.0517589140978378,"AIForg_precright","Beauty"
"S068",0.567869856700843,0.641699856756233,"ForgOri_precright","Beauty"
"S068",0.459436527035222,0.913633853364948,"AIOri_precright","Beauty"
"S068",0.575853041653557,0.243283413655965,"AIForg_precright","Beauty"
"S069",0.491642080642531,0.448090818395817,"ForgOri_precright","Beauty"
"S069",0.493327602763573,0.78618275892736,"AIOri_precright","Beauty"
"S069",0.590862594697287,0.324611403309115,"AIForg_precright","Beauty"
"S070",0.677304155346124,0.233392671625569,"ForgOri_precright","Beauty"
"S070",0.444273459308267,0.559313943005168,"AIOri_precright","Beauty"
"S070",0.770447134331695,0.314886209139118,"AIForg_precright","Beauty"
"S071",0.604788381085919,1.11296449983599,"ForgOri_precright","Beauty"
"S071",0.506825236695224,1.13734531729444,"AIOri_precright","Beauty"
"S071",0.744078375363049,-0.0488953421366092,"AIForg_precright","Beauty"
"S072",0.516755063578583,0.32733705620636,"ForgOri_precright","Beauty"
"S072",0.493359265734258,0.983469310992975,"AIOri_precright","Beauty"
"S072",0.642994083682852,0.705408146296582,"AIForg_precright","Beauty"
"S073",0.677144496333047,0.927522614157544,"ForgOri_precright","Beauty"
"S073",0.664610839484029,1.10234120682822,"AIOri_precright","Beauty"
"S073",0.860743234132327,0.10453847347155,"AIForg_precright","Beauty"
"S074",0.896947676824394,1.48749915600542,"ForgOri_precright","Beauty"
"S074",0.480321603997154,1.10213972848094,"AIOri_precright","Beauty"
"S074",1.01983721846975,-0.258436155607086,"AIForg_precright","Beauty"
"S075",0.477073726914436,0.359431715581246,"ForgOri_precright","Beauty"
"S075",0.605986697460813,0.961097065982537,"AIOri_precright","Beauty"
"S075",0.683523280926463,0.675147562517419,"AIForg_precright","Beauty"
"S076",0.648380098627793,0.517283521655884,"ForgOri_precright","Beauty"
"S076",0.606937805333658,1.14087940487648,"AIOri_precright","Beauty"
"S076",0.723795751953372,0.587406706444472,"AIForg_precright","Beauty"
"S077",0.504178382641603,0.0668465574297741,"ForgOri_precright","Beauty"
"S077",0.367327030744745,0.592402827042003,"AIOri_precright","Beauty"
"S077",0.532043957479973,0.460494993959611,"AIForg_precright","Beauty"
"S078",0.619927663272485,1.03085169275198,"ForgOri_precright","Beauty"
"S078",0.700501947005,1.45676142261475,"AIOri_precright","Beauty"
"S078",0.898363144870083,0.405981274224298,"AIForg_precright","Beauty"
"S079",0.718755590274898,1.15812723452202,"ForgOri_precright","Beauty"
"S079",0.632224622514062,1.03918478713151,"AIOri_precright","Beauty"
"S079",0.909113062303996,-0.199102647501564,"AIForg_precright","Beauty"
"S080",0.588087136351238,0.967021360262428,"ForgOri_precright","Beauty"
"S080",0.416425630990713,0.844742494663101,"AIOri_precright","Beauty"
"S080",0.591186652490433,-0.053522785155762,"AIForg_precright","Beauty"
"S081",0.730313925866847,1.24510622878237,"ForgOri_precright","Beauty"
"S081",0.451177541030576,0.802190783740317,"AIOri_precright","Beauty"
"S081",0.815330126008818,-0.418294932052725,"AIForg_precright","Beauty"
"S082",0.604452315257282,0.943752729773195,"ForgOri_precright","Beauty"
"S082",0.435138265214708,0.944709885649464,"AIOri_precright","Beauty"
"S082",0.717122954078778,-0.0552898695340862,"AIForg_precright","Beauty"
"S083",0.658020298236555,0.58380533501196,"ForgOri_precright","Beauty"
"S083",0.426121091702159,0.775707763539324,"AIOri_precright","Beauty"
"S083",0.764871089115054,0.218663221944397,"AIForg_precright","Beauty"
"S084",0.455155567622249,0.227230733030551,"ForgOri_precright","Beauty"
"S084",0.48130713960556,0.862993260876143,"AIOri_precright","Beauty"
"S084",0.588856125491421,0.577369955405911,"AIForg_precright","Beauty"
"S085",0.560284634317956,0.789452615672674,"ForgOri_precright","Beauty"
"S085",0.433346135180045,0.812373936005695,"AIOri_precright","Beauty"
"S085",0.875394418141135,0.108230009605598,"AIForg_precright","Beauty"
"S086",0.633717125136737,0.732299717105722,"ForgOri_precright","Beauty"
"S086",0.525819208408491,1.01218565282912,"AIOri_precright","Beauty"
"S086",0.846028707803837,0.0999126465687963,"AIForg_precright","Beauty"
"S087",0.62694054648082,0.976961234956847,"ForgOri_precright","Beauty"
"S087",0.49490079109669,1.06116534265166,"AIOri_precright","Beauty"
"S087",0.801969594184784,0.0326698029900099,"AIForg_precright","Beauty"
"S088",0.794397344824647,1.4242904413001,"ForgOri_precright","Beauty"
"S088",0.695974984578215,1.062154257264,"AIOri_precright","Beauty"
"S088",0.981836781326538,-0.333829611367418,"AIForg_precright","Beauty"
"S089",0.732961736438964,0.930952478000032,"ForgOri_precright","Beauty"
"S089",0.39449120257823,0.783615718331641,"AIOri_precright","Beauty"
"S089",0.692084250917407,-0.0396136526744404,"AIForg_precright","Beauty"
"S090",0.666466725434316,1.14295110243315,"ForgOri_precright","Beauty"
"S090",0.594621628084338,1.32417496108095,"AIOri_precright","Beauty"
"S090",0.909988016910828,0.0615534213968498,"AIForg_precright","Beauty"
"S091",0.350622260705453,0.184329873888867,"ForgOri_precright","Beauty"
"S091",0.371195391338683,0.493057073018035,"AIOri_precright","Beauty"
"S091",0.428475467816813,0.301084024682738,"AIForg_precright","Beauty"
"S092",0.766310932755903,1.58584235359658,"ForgOri_precright","Beauty"
"S092",0.664356778370312,1.46831837961889,"AIOri_precright","Beauty"
"S092",1.08676908911891,-0.149985553663145,"AIForg_precright","Beauty"
"S094",0.693866101346061,1.2418993710558,"ForgOri_precright","Beauty"
"S094",0.509682892517758,1.16182965085793,"AIOri_precright","Beauty"
"S094",0.812832771200951,-0.161134136396579,"AIForg_precright","Beauty"
"S095",0.547997402708108,0.838393896068173,"ForgOri_precright","Beauty"
"S095",0.402501817256601,0.936091297757889,"AIOri_precright","Beauty"
"S095",0.646249289632034,0.0478191378062287,"AIForg_precright","Beauty"
"S096",0.610341283777303,0.995953670759373,"ForgOri_precright","Beauty"
"S096",0.593776572845486,1.09454979821813,"AIOri_precright","Beauty"
"S096",0.878756765220337,0.0533383965043521,"AIForg_precright","Beauty"
"S097",0.703328180195311,1.4729360113453,"ForgOri_precright","Beauty"
"S097",0.4479596944749,1.23325321191236,"AIOri_precright","Beauty"
"S097",0.692407563070148,-0.244757751627366,"AIForg_precright","Beauty"
"S098",0.545123988282435,0.64798985515913,"ForgOri_precright","Beauty"
"S098",0.440751153642242,0.80263669895121,"AIOri_precright","Beauty"
"S098",0.671248336373319,0.211345341244131,"AIForg_precright","Beauty"
"S099",0.604195758475016,0.430519740358322,"ForgOri_precright","Beauty"
"S099",0.423792741624442,1.02725864927439,"AIOri_precright","Beauty"
"S099",0.656344575214811,0.455083568927376,"AIForg_precright","Beauty"
"S100",0.612875000225301,0.872869693038747,"ForgOri_precright","Beauty"
"S100",0.501510901866555,0.876909572053673,"AIOri_precright","Beauty"
"S100",0.702575841798634,0.0626898360445975,"AIForg_precright","Beauty"
"S101",0.636264649829843,0.95693390469657,"ForgOri_precright","Beauty"
"S101",0.380478075017524,0.930311408413109,"AIOri_precright","Beauty"
"S101",0.62046770829235,-0.0665555414104555,"AIForg_precright","Beauty"
"S102",0.546962770561415,0.977780870519732,"ForgOri_precright","Beauty"
"S102",0.485321627112036,1.14648653107194,"AIOri_precright","Beauty"
"S102",0.75229344560654,0.205334604544904,"AIForg_precright","Beauty"
"S103",0.725018257224855,1.13306345607081,"ForgOri_precright","Beauty"
"S103",0.771486149752672,1.48603427544117,"AIOri_precright","Beauty"
"S103",1.10916325496034,0.176606979876024,"AIForg_precright","Beauty"
"S104",0.824351550154193,1.4273361549287,"ForgOri_precright","Beauty"
"S104",0.406026657016073,1.03089283454904,"AIOri_precright","Beauty"
"S104",0.867459040439885,-0.121078338308529,"AIForg_precright","Beauty"
"S105",0.542671190764593,0.629937930138609,"ForgOri_precright","Beauty"
"S105",0.39103590419071,0.749190491875212,"AIOri_precright","Beauty"
"S105",0.682672663487921,0.0480100319916503,"AIForg_precright","Beauty"
"S106",0.564850054908507,0.600431405427429,"ForgOri_precright","Beauty"
"S106",0.37452646775151,0.703452179519474,"AIOri_precright","Beauty"
"S106",0.730939025072511,0.0907811989891822,"AIForg_precright","Beauty"
"S107",0.744794074680593,0.984973745848686,"ForgOri_precright","Beauty"
"S107",0.474197314714521,0.714560676834733,"AIOri_precright","Beauty"
"S107",0.86171734719682,-0.300883362733716,"AIForg_precright","Beauty"
"S108",0.698377712986969,0.936844080372921,"ForgOri_precright","Beauty"
"S108",0.489222141085424,1.06905435567487,"AIOri_precright","Beauty"
"S108",0.722514528259566,0.239427425261942,"AIForg_precright","Beauty"
"S056",0.573506490590694,2.34557555764182,"Baseline_precleft","Beauty"
"S057",0.696080203010825,2.74105853757871,"Baseline_precleft","Beauty"
"S058",1.03079335824065,2.05111697086844,"Baseline_precleft","Beauty"
"S059",0.8062543880195,2.74703472622156,"Baseline_precleft","Beauty"
"S060",0.710198846027751,2.59829977445014,"Baseline_precleft","Beauty"
"S061",0.984652145612054,3.44421352514257,"Baseline_precleft","Beauty"
"S062",0.767151824614965,3.08911062875851,"Baseline_precleft","Beauty"
"S064",0.512205543423876,2.44463719192008,"Baseline_precleft","Beauty"
"S065",0.993181232810637,2.6670712274017,"Baseline_precleft","Beauty"
"S066",0.798463649392786,4.27087827061013,"Baseline_precleft","Beauty"
"S068",0.671396822010208,2.36364516879752,"Baseline_precleft","Beauty"
"S069",0.49204841529678,2.10143134136387,"Baseline_precleft","Beauty"
"S070",0.638856477552242,3.20917319540958,"Baseline_precleft","Beauty"
"S071",0.451648419362542,1.59587883995937,"Baseline_precleft","Beauty"
"S072",0.511442474209335,1.72240028714204,"Baseline_precleft","Beauty"
"S073",0.282316129002025,1.20312917967385,"Baseline_precleft","Beauty"
"S074",0.501105801065234,1.95621524170621,"Baseline_precleft","Beauty"
"S075",0.437538957142511,1.41433373609477,"Baseline_precleft","Beauty"
"S076",0.534106337699065,1.90294090514308,"Baseline_precleft","Beauty"
"S077",0.377744573670307,1.72575061726564,"Baseline_precleft","Beauty"
"S078",0.480976474145388,1.99774011190016,"Baseline_precleft","Beauty"
"S079",0.496417671445305,1.62070743313158,"Baseline_precleft","Beauty"
"S080",0.408699625302431,1.64992445188439,"Baseline_precleft","Beauty"
"S081",0.743870085842693,2.98989218239926,"Baseline_precleft","Beauty"
"S082",0.857711690385276,2.78782315844975,"Baseline_precleft","Beauty"
"S083",0.475466530502728,1.76906472756035,"Baseline_precleft","Beauty"
"S084",0.587168480615146,1.72372082885872,"Baseline_precleft","Beauty"
"S085",0.426414739126454,1.60664016245333,"Baseline_precleft","Beauty"
"S086",0.789556246687991,2.87283634729023,"Baseline_precleft","Beauty"
"S087",0.808431109222397,3.36825625187861,"Baseline_precleft","Beauty"
"S088",0.385692411680396,1.95326909011227,"Baseline_precleft","Beauty"
"S089",0.974985593267386,3.2716592963539,"Baseline_precleft","Beauty"
"S090",0.423884209260298,1.64079523982155,"Baseline_precleft","Beauty"
"S091",0.410958228599258,1.32581571252913,"Baseline_precleft","Beauty"
"S092",0.894766133023368,3.72203174277657,"Baseline_precleft","Beauty"
"S094",0.855747345290899,4.03830935079273,"Baseline_precleft","Beauty"
"S095",0.574654535762347,2.22068599168189,"Baseline_precleft","Beauty"
"S096",0.904477064579582,4.12572905445299,"Baseline_precleft","Beauty"
"S097",0.961984436080687,3.83642201632768,"Baseline_precleft","Beauty"
"S098",0.937955348936133,3.2686067356619,"Baseline_precleft","Beauty"
"S099",0.498079382327535,2.90258762818896,"Baseline_precleft","Beauty"
"S100",0.470574748090879,2.24144341801152,"Baseline_precleft","Beauty"
"S101",0.683888482470248,2.8699548684731,"Baseline_precleft","Beauty"
"S102",0.659394247519058,2.32511226054059,"Baseline_precleft","Beauty"
"S103",0.917584109763174,4.05359528812213,"Baseline_precleft","Beauty"
"S104",0.749330723176992,3.36674417254331,"Baseline_precleft","Beauty"
"S105",0.982215184517135,3.29518562111212,"Baseline_precleft","Beauty"
"S106",0.489511039536716,2.36213106890282,"Baseline_precleft","Beauty"
"S107",0.652737518618656,2.39451173272707,"Baseline_precleft","Beauty"
"S108",0.471878209342196,1.46309262249754,"Baseline_precleft","Beauty"
"S056",0.249254819818269,0.0596967363614103,"ForgOri_precleft","Beauty"
"S056",0.223703919980463,-0.123352598789472,"AIOri_precleft","Beauty"
"S056",0.322471679764516,-0.205209664834099,"AIForg_precleft","Beauty"
"S057",0.279508682148989,0.202420399719621,"ForgOri_precleft","Beauty"
"S057",0.244402882964075,-0.214864232879912,"AIOri_precleft","Beauty"
"S057",0.300546205021575,-0.45926825211718,"AIForg_precleft","Beauty"
"S058",0.248751452066009,0.164569782613175,"ForgOri_precleft","Beauty"
"S058",0.186901827015936,-0.0955380653143391,"AIOri_precleft","Beauty"
"S058",0.334435373983487,-0.331979340514257,"AIForg_precleft","Beauty"
"S059",0.239615567239848,0.194845795663899,"ForgOri_precleft","Beauty"
"S059",0.223493468886872,-0.121358002864949,"AIOri_precleft","Beauty"
"S059",0.293956539169881,-0.294106528519067,"AIForg_precleft","Beauty"
"S060",0.283899146618742,0.160983631662401,"ForgOri_precleft","Beauty"
"S060",0.248384314058078,-0.112972670305429,"AIOri_precleft","Beauty"
"S060",0.272032266642506,-0.251783502934913,"AIForg_precleft","Beauty"
"S061",0.378250151021577,0.400049848295048,"ForgOri_precleft","Beauty"
"S061",0.265364437021074,0.0121946851268824,"AIOri_precleft","Beauty"
"S061",0.448701604210744,-0.400652455990923,"AIForg_precleft","Beauty"
"S062",0.314462799953761,0.381726100947338,"ForgOri_precleft","Beauty"
"S062",0.281558081165095,-0.0533017725584926,"AIOri_precleft","Beauty"
"S062",0.357658319335375,-0.425471314594278,"AIForg_precleft","Beauty"
"S064",0.264447290214818,0.129464435891725,"ForgOri_precleft","Beauty"
"S064",0.234453764232046,-0.16430887867866,"AIOri_precleft","Beauty"
"S064",0.394092796170168,-0.261811693187427,"AIForg_precleft","Beauty"
"S065",0.271596067049421,0.109268652602982,"ForgOri_precleft","Beauty"
"S065",0.263251787753083,-0.0690479170303933,"AIOri_precleft","Beauty"
"S065",0.321007642223178,-0.196880000252942,"AIForg_precleft","Beauty"
"S066",0.373685237756951,0.261780320797302,"ForgOri_precleft","Beauty"
"S066",0.327237538989099,0.0160807183627472,"AIOri_precleft","Beauty"
"S066",0.463018684368356,-0.27022614266827,"AIForg_precleft","Beauty"
"S068",0.322564636780701,0.548512566826906,"ForgOri_precleft","Beauty"
"S068",0.238139985608319,0.135614117753275,"AIOri_precleft","Beauty"
"S068",0.284741320757966,-0.422805392431346,"AIForg_precleft","Beauty"
"S069",0.254853778017311,0.0649245103812088,"ForgOri_precleft","Beauty"
"S069",0.226511056549684,-0.0402778539949173,"AIOri_precleft","Beauty"
"S069",0.351107136859701,-0.08253798143147,"AIForg_precleft","Beauty"
"S070",0.422416683314764,0.389946014013473,"ForgOri_precleft","Beauty"
"S070",0.293423927962593,0.114901754605376,"AIOri_precleft","Beauty"
"S070",0.375365190027804,-0.290164650178009,"AIForg_precleft","Beauty"
"S071",0.216795105277579,0.108673062405953,"ForgOri_precleft","Beauty"
"S071",0.247885701062698,0.0636346535988782,"AIOri_precleft","Beauty"
"S071",0.283256730741206,-0.109002848857492,"AIForg_precleft","Beauty"
"S072",0.27097821187286,0.289447616553718,"ForgOri_precleft","Beauty"
"S072",0.227755996893674,0.0744895415152861,"AIOri_precleft","Beauty"
"S072",0.323962624954947,-0.186944738514457,"AIForg_precleft","Beauty"
"S073",0.22665989244014,0.153574485178203,"ForgOri_precleft","Beauty"
"S073",0.212732802904994,0.0637809269102168,"AIOri_precleft","Beauty"
"S073",0.283826437169421,-0.104962828847512,"AIForg_precleft","Beauty"
"S074",0.284147363031577,0.276446732820542,"ForgOri_precleft","Beauty"
"S074",0.19499533689763,-0.0449420468715825,"AIOri_precleft","Beauty"
"S074",0.27611585791089,-0.301124513424418,"AIForg_precleft","Beauty"
"S075",0.221874916486028,0.187214906410707,"ForgOri_precleft","Beauty"
"S075",0.225102530503878,-0.0966404797788873,"AIOri_precleft","Beauty"
"S075",0.282443860382642,-0.280014100398784,"AIForg_precleft","Beauty"
"S076",0.267009294404548,0.144191185922211,"ForgOri_precleft","Beauty"
"S076",0.20290815653413,0.0725533683520524,"AIOri_precleft","Beauty"
"S076",0.318627263123502,-0.0846481804047863,"AIForg_precleft","Beauty"
"S077",0.249931283250467,0.170212357472939,"ForgOri_precleft","Beauty"
"S077",0.190353977985797,0.036253254480251,"AIOri_precleft","Beauty"
"S077",0.31504011310336,-0.155132410350557,"AIForg_precleft","Beauty"
"S078",0.338660909021508,0.239191330859958,"ForgOri_precleft","Beauty"
"S078",0.243475625545942,-0.0415059951688985,"AIOri_precleft","Beauty"
"S078",0.295251053195713,-0.246550830557673,"AIForg_precleft","Beauty"
"S079",0.3285342477296,0.0128421836033754,"ForgOri_precleft","Beauty"
"S079",0.237296629639264,-0.0111000292208531,"AIOri_precleft","Beauty"
"S079",0.394835950056969,-0.0327806047133569,"AIForg_precleft","Beauty"
"S080",0.271443597201735,-0.0591509882681031,"ForgOri_precleft","Beauty"
"S080",0.229928800640887,-0.11481984705721,"AIOri_precleft","Beauty"
"S080",0.28404351088783,-0.0188146245224652,"AIForg_precleft","Beauty"
"S081",0.305773379781135,0.449852069544856,"ForgOri_precleft","Beauty"
"S081",0.209357671093618,-0.097644891835152,"AIOri_precleft","Beauty"
"S081",0.307274763859854,-0.550062866194496,"AIForg_precleft","Beauty"
"S082",0.266030031306788,0.201668430206006,"ForgOri_precleft","Beauty"
"S082",0.317850179638292,0.0973705013436061,"AIOri_precleft","Beauty"
"S082",0.360929493198835,-0.120952309670785,"AIForg_precleft","Beauty"
"S083",0.279290551755085,0.106671565995973,"ForgOri_precleft","Beauty"
"S083",0.284984682828223,-0.0731352136054578,"AIOri_precleft","Beauty"
"S083",0.353369869237035,-0.187153305736065,"AIForg_precleft","Beauty"
"S084",0.292768817960607,0.169147355950375,"ForgOri_precleft","Beauty"
"S084",0.190940950761213,-0.0179771885192312,"AIOri_precleft","Beauty"
"S084",0.282166879666524,-0.161827529665917,"AIForg_precleft","Beauty"
"S085",0.174497228339242,0.159991634354685,"ForgOri_precleft","Beauty"
"S085",0.216969124822428,0.132101924654612,"AIOri_precleft","Beauty"
"S085",0.218732345929526,-0.00238717326739746,"AIForg_precleft","Beauty"
"S086",0.307909020914243,0.364093862477758,"ForgOri_precleft","Beauty"
"S086",0.243916818030038,0.143660115801941,"AIOri_precleft","Beauty"
"S086",0.355392169279908,-0.236018992745401,"AIForg_precleft","Beauty"
"S087",0.333814751476081,0.1329393388717,"ForgOri_precleft","Beauty"
"S087",0.223313729887863,-0.0823501316810793,"AIOri_precleft","Beauty"
"S087",0.332411086796978,-0.206785261487914,"AIForg_precleft","Beauty"
"S088",0.203872056506832,0.0548517086261188,"ForgOri_precleft","Beauty"
"S088",0.223359940583444,0.0019310113181179,"AIOri_precleft","Beauty"
"S088",0.283749933523122,-0.0554893309239122,"AIForg_precleft","Beauty"
"S089",0.360577342609843,0.215957234384847,"ForgOri_precleft","Beauty"
"S089",0.24951296206818,-0.11746971767498,"AIOri_precleft","Beauty"
"S089",0.322049362259561,-0.359961144012337,"AIForg_precleft","Beauty"
"S090",0.315707180374732,0.279664891512572,"ForgOri_precleft","Beauty"
"S090",0.241692502873483,-0.144002350570779,"AIOri_precleft","Beauty"
"S090",0.363779008690501,-0.390628880434185,"AIForg_precleft","Beauty"
"S091",0.228136504311481,-0.0362157608481032,"ForgOri_precleft","Beauty"
"S091",0.213084187534901,-0.0444396563786541,"AIOri_precleft","Beauty"
"S091",0.243461503888935,0.00146845549241748,"AIForg_precleft","Beauty"
"S092",0.300266642902887,0.217922884432124,"ForgOri_precleft","Beauty"
"S092",0.356961529497756,-0.263501272531257,"AIOri_precleft","Beauty"
"S092",0.431785594074826,-0.491394997302496,"AIForg_precleft","Beauty"
"S094",0.382198917025464,0.238763929598539,"ForgOri_precleft","Beauty"
"S094",0.313123728109455,-0.0405975240788352,"AIOri_precleft","Beauty"
"S094",0.43216007504904,-0.260974639723259,"AIForg_precleft","Beauty"
"S095",0.299394219283881,0.236593424426228,"ForgOri_precleft","Beauty"
"S095",0.20995818673653,-0.135087624306941,"AIOri_precleft","Beauty"
"S095",0.410589434005027,-0.360321490642038,"AIForg_precleft","Beauty"
"S096",0.355432113408675,0.0932679701892016,"ForgOri_precleft","Beauty"
"S096",0.367569653149094,-0.176344858372421,"AIOri_precleft","Beauty"
"S096",0.416789009941622,-0.321450223650326,"AIForg_precleft","Beauty"
"S097",0.382603948895623,0.380816690567129,"ForgOri_precleft","Beauty"
"S097",0.303230140655468,0.208568501477175,"AIOri_precleft","Beauty"
"S097",0.463768900587145,-0.152720392187492,"AIForg_precleft","Beauty"
"S098",0.286740356356175,0.147618100939978,"ForgOri_precleft","Beauty"
"S098",0.360516608824695,-0.0439243981723312,"AIOri_precleft","Beauty"
"S098",0.388865978253189,-0.193514864153534,"AIForg_precleft","Beauty"
"S099",0.370108243108038,0.110790945912109,"ForgOri_precleft","Beauty"
"S099",0.318875108266035,-0.0910769851525404,"AIOri_precleft","Beauty"
"S099",0.30843616630347,-0.226804203130938,"AIForg_precleft","Beauty"
"S100",0.33616316137282,0.132812595404932,"ForgOri_precleft","Beauty"
"S100",0.298952416071628,-0.0635295681143621,"AIOri_precleft","Beauty"
"S100",0.29903878067885,-0.217203898102529,"AIForg_precleft","Beauty"
"S101",0.277192775078568,0.209890641966006,"ForgOri_precleft","Beauty"
